% Model:              PLacek_MembTVNJ_ArticleDims_Rh100um_hg10um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 12:28
% Dimension:          1
% Nodes:              1801
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(xi)
4.7268845015558654E-5     2.7805527766281468E-11
4.743891389235341E-5      2.7803599831516044E-11
4.7608982769148175E-5     2.7801664951299304E-11
4.777905164594294E-5      2.7799723125631253E-11
4.79491205227377E-5       2.779777435451189E-11
4.8119189399532466E-5     2.779581863671888E-11
4.828925827632723E-5      2.7793855970457226E-11
4.845932715312199E-5      2.779188635572693E-11
4.8629396029916744E-5     2.7789909792527985E-11
4.8799464906711515E-5     2.77879262808604E-11
4.896953378350627E-5      2.778593582072417E-11
4.9139602660301036E-5     2.7783938410783083E-11
4.93096715370958E-5       2.778193404907962E-11
4.947974041389056E-5      2.7779922735613777E-11
4.9649809290685314E-5     2.7777904470385556E-11
4.981987816748008E-5      2.777587925339496E-11
4.998994704427484E-5      2.7773847084641986E-11
5.0160015921069605E-5     2.7771807962656034E-11
5.033008479786437E-5      2.7769761885303708E-11
5.050015367465913E-5      2.7767708852585016E-11
5.067022255145389E-5      2.7765648864499958E-11
5.0840291428248654E-5     2.7763581921048534E-11
5.101036030504342E-5      2.7761508022230742E-11
5.1180429181838175E-5     2.7759427166434402E-11
5.135049805863294E-5      2.775733935133922E-11
5.15205669354277E-5       2.7755244576945185E-11
5.169063581222245E-5      2.7753142843252304E-11
5.1860704689017224E-5     2.775103415026058E-11
5.203077356581198E-5      2.774891849797001E-11
5.2200842442606745E-5     2.7746795884614925E-11
5.237091131940151E-5      2.774466630767127E-11
5.254098019619627E-5      2.7742529767139044E-11
5.2711049072991036E-5     2.7740386263018253E-11
5.28811179497858E-5       2.7738235795308893E-11
5.3051186826580564E-5     2.7736078364010962E-11
5.322125570337533E-5      2.773391396719199E-11
5.339132458017009E-5      2.773174260210636E-11
5.3561393456964855E-5     2.7729564268754052E-11
5.373146233375962E-5      2.7727378967135077E-11
5.390153121055438E-5      2.7725186697249438E-11
5.407160008734914E-5      2.772298745909713E-11
5.4241668964143904E-5     2.7720781250566686E-11
5.441173784093867E-5      2.771856806867227E-11
5.4581806717733425E-5     2.7716347913413898E-11
5.475187559452819E-5      2.7714120784791565E-11
5.492194447132294E-5      2.7711886682805275E-11
5.50920133481177E-5       2.770964560745502E-11
5.526208222491247E-5      2.7707397556437697E-11
5.543215110170724E-5      2.7705142526505485E-11
5.5602219978501995E-5     2.770288051765837E-11
5.577228885529676E-5      2.770061152989637E-11
5.594235773209153E-5      2.7698335563219473E-11
5.611242660888629E-5      2.769605261762769E-11
5.628249548568105E-5      2.7693762690619133E-11
5.6452564362475814E-5     2.7691465778658478E-11
5.662263323927058E-5      2.768916188174571E-11
5.679270211606533E-5      2.7686850999880836E-11
