% Model:              PLacek_MembTVNJ_ArticleDims_Rh20um_hg5um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:51
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(xi)
2.1529456737004406E-4     3.72699215207376E-13
2.1572237258534683E-4     1.768911371981703E-13
2.1615017780064966E-4     -1.7048368209912022E-14
2.1657798301595246E-4     -2.0910275100872132E-13
2.1700578823125526E-4     -3.9925824081295554E-13
2.1743359344655804E-4     -5.875148376226145E-13
2.1786139866186087E-4     -7.738725414376987E-13
2.1828920387716367E-4     -9.583313522582077E-13
2.1871700909246647E-4     -1.1408912700841415E-12
2.1914481430776927E-4     -1.3215522949155004E-12
2.1957261952307208E-4     -1.5002993099919587E-12
2.2000042473837488E-4     -1.6771200053447173E-12
2.2042822995367768E-4     -1.852014380973775E-12
2.2085603516898048E-4     -2.0249824368791334E-12
2.212838403842833E-4      -2.196024173060792E-12
2.2171164559958608E-4     -2.36513958951875E-12
2.2213945081488891E-4     -2.532328686253008E-12
2.2256725603019174E-4     -2.6975778006335984E-12
2.2299506124549454E-4     -2.8608761009419305E-12
2.2342286646079735E-4     -3.022223587178003E-12
2.2385067167610018E-4     -3.1816202593418172E-12
2.24278476891403E-4       -3.339066117433373E-12
2.247062821067058E-4      -3.494561161452669E-12
2.251340873220086E-4      -3.648105391399707E-12
2.2556189253731144E-4     -3.79968661793804E-12
2.259896977526142E-4      -3.949295503692388E-12
2.2641750296791701E-4     -4.096932048662747E-12
2.2684530818321982E-4     -4.242596252849122E-12
2.2727311339852262E-4     -4.386288116251511E-12
2.2770091861382545E-4     -4.528007638869911E-12
2.2812872382912825E-4     -4.667754820704327E-12
2.2855652904443108E-4     -4.8055189631537386E-12
2.2898433425973385E-4     -4.941292237494086E-12
2.2941213947503665E-4     -5.0750746437253645E-12
2.2983994469033948E-4     -5.206866181847579E-12
2.3026774990564229E-4     -5.3366668518607286E-12
2.306955551209451E-4      -5.464476653764809E-12
2.311233603362479E-4      -5.590295587559825E-12
2.3155116555155072E-4     -5.7141144610599306E-12
2.319789707668535E-4      -5.835926966709805E-12
2.324067759821563E-4      -5.955733104509443E-12
2.328345811974591E-4      -6.073532874458851E-12
2.3326238641276193E-4     -6.1893262765580275E-12
2.336901916280647E-4      -6.303113310806968E-12
2.3411799684336753E-4     -6.414893977205677E-12
2.3454580205867033E-4     -6.524660603880543E-12
2.3497360727397316E-4     -6.632408415141225E-12
2.354014124892759E-4      -6.738137410987723E-12
2.3582921770457876E-4     -6.841847591420036E-12
2.3625702291988157E-4     -6.943538956438166E-12
2.3668482813518437E-4     -7.04321150604211E-12
2.3711263335048717E-4     -7.1408652402318695E-12
2.3754043856578997E-4     -7.23649401954359E-12
2.3796824378109277E-4     -7.330094608999935E-12
2.3839604899639558E-4     -7.421667008600903E-12
2.3882385421169838E-4     -7.511211218346496E-12
2.3925165942700118E-4     -7.598727238236715E-12
2.39679464642304E-4       -7.684215068271553E-12
2.401072698576068E-4      -7.76767470845102E-12
2.4053507507290964E-4     -7.8491015619846E-12
