% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 21 2025, 14:26
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(p)
0                         -0.009431286601067521
4.2016806722688943E-7     -0.009431107603619048
8.403361344537784E-7      -0.00943089460083354
1.260504201680668E-6      -0.009430647592710992
1.6806722689075569E-6     -0.009430366579251412
2.1008403361344462E-6     -0.009430051560454792
2.521008403361336E-6      -0.009429702536321137
2.941176470588225E-6      -0.009429319506850446
3.361344537815116E-6      -0.00942880008886477
3.781512605042006E-6      -0.009428214603327604
4.2016806722688975E-6     -0.00942756305023894
4.621848739495788E-6      -0.009426845429598787
5.0420168067226796E-6     -0.009426061741407142
5.46218487394957E-6       -0.009425211985664
5.882352941176461E-6      -0.009424296162369367
6.302521008403353E-6      -0.009423293464390048
6.722689075630246E-6      -0.009422224827151916
7.1428571428571385E-6     -0.009421090250654964
7.563025210084031E-6      -0.009419889734899198
7.983193277310924E-6      -0.009418623279884615
8.403361344537817E-6      -0.009417290885611215
8.823529411764708E-6      -0.009415892552078997
9.2436974789916E-6        -0.009414399745289714
9.66386554621849E-6       -0.009412838509250681
1.0084033613445381E-5     -0.009411208843961896
1.0504201680672271E-5     -0.00940951074942336
1.0924369747899162E-5     -0.009407744225635077
1.1344537815126054E-5     -0.009405909272597044
1.1764705882352944E-5     -0.009404005890309259
1.2184873949579835E-5     -0.009402005589961335
1.2605042016806726E-5     -0.009399934410353451
1.3025210084033616E-5     -0.009397792351485603
1.3445378151260506E-5     -0.009395579413357795
1.3865546218487399E-5     -0.00939329559597003
1.4285714285714289E-5     -0.009390940899322301
1.470588235294118E-5      -0.009388515323414613
1.5126050420168068E-5     -0.0093859944252563
1.5546218487394955E-5     -0.00938339663280198
1.5966386554621844E-5     -0.009380721946051647
1.638655462184873E-5      -0.009377970365005305
1.6806722689075617E-5     -0.009375141889662954
1.7226890756302507E-5     -0.009372236520024592
1.7647058823529393E-5     -0.00936925425609022
1.8067226890756286E-5     -0.009366188700829708
