% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 26 2025, 17:21
% Dimension:          1
% Nodes:              784
% Expressions:        2
% Description:        Global
% freq (Hz)               Re xi all, Im xi all     Re xi all, Im xi all
177193.9629968617         -6.344070315144329E-11   3.48169148808101E-10
177398.08256386625        -5.750157614452758E-11   3.4969234036373297E-10
177602.43726753612        -5.148547844633159E-11   3.5101637074525484E-10
177807.02737873865        -4.5402390054469555E-11  3.5213618949451915E-10
178011.85316865283        -3.9262697076993695E-11  3.5304741403570913E-10
178216.9149087704         -3.3077152989734206E-11  3.5374636486530174E-10
178422.21287089481        -2.6856781746979847E-11  3.5423010785478846E-10
178627.74732714368        -2.0612852910814226E-11  3.544964726353575E-10
178833.51854994806        -1.4356802260061571E-11  3.5454407815669565E-10
179039.5268120518         -8.100133647042974E-12   3.5437234856354696E-10
179245.77238651394        -1.8543974732574903E-12  3.5398151421313377E-10
179452.2555467082         4.3689229992098556E-12   3.5337261464560957E-10
179658.97656632203        1.0558440029777784E-11   3.5254748897945183E-10
179865.93571935923        1.670297835590393E-11    3.515087607235585E-10
180073.13328013933        2.2791613109322132E-11   3.5025981364348763E-10
180280.5695232967         2.881372411400142E-11    3.488047648176786E-10
180488.2447237832         3.4759071534913266E-11   3.4714842891633986E-10
180696.1591568674         4.061788075978836E-11    3.452962692267999E-10
180904.31309813386        4.6380813153913345E-11   3.4325436642626507E-10
181112.7068234858         5.2039085229534384E-11   3.410293556481126E-10
181321.34060914372        5.7584477265062036E-11   3.386283756669614E-10
181530.2147316469         6.300936326085721E-11    3.3605901475241645E-10
181739.32946785187        6.830674226757118E-11    3.333292503161451E-10
181948.68509493535        7.347024540129252E-11    3.3044739476502483E-10
182158.28189039326        7.849419104575985E-11    3.274220165964873E-10
182368.12013204012        8.337352722818807E-11    3.242619091687373E-10
182578.20009801156        8.810386190465207E-11    3.209760219181056E-10
182788.52206676363        9.268149703287894E-11    3.1757338067832065E-10
182999.086317072          9.710335223163626E-11    3.140630691762674E-10
183209.8931280347         1.0136699907959592E-10   3.1045414978777976E-10
183420.94277907113        1.0547059661660039E-10   3.0675564499329164E-10
183632.23554992152        1.0941293176109348E-10   3.029764480474604E-10
183843.77172064947        1.1319333798595685E-10   2.991253201017698E-10
184055.55157164118        1.1681167478083237E-10   2.952108504989262E-10
184267.57538360474        1.2026833444682143E-10   2.9124138987181157E-10
184479.8434375727         1.2356415979157417E-10   2.872250637751998E-10
184692.35601490104        1.2670045024325296E-10   2.831697121006891E-10
184905.11339727012        1.296789005870653E-10    2.790828921013281E-10
184999.99999999997        1.3095582895834804E-10   2.77253528507363E-10
189309.2035719394         1.6113381688247417E-10   1.9783806353708794E-10
193718.7813894162         1.5825729168253996E-10   1.371917185738544E-10
198231.07146895726        1.4391385256533196E-10   9.648848310137293E-11
202848.46628648922        1.2758652914917065E-10   6.969645667706845E-11
207573.41404586312        1.1244388528270122E-10   5.173747673132394E-11
212408.4199769231         9.925601669970092E-11    3.934621883637018E-11
217356.04766381308        8.799611921248137E-11    3.053677803879038E-11
222418.9204042214         7.841508229080447E-11    2.4098284767333272E-11
227599.72260029046        7.023503212769819E-11    1.9276413495680357E-11
232901.2011819207         6.320808547919228E-11    1.5588361310271792E-11
238326.16706322992        5.7128732474720756E-11   1.2716434995599014E-11
243877.49663293533        5.183126846479426E-11    1.0445965221722967E-11
249558.13327945583        4.718332598180387E-11    8.62824345259572E-12
255371.08895153346        4.3079240057792966E-11   7.15783322367446E-12
261319.44575520972        3.943434500700102E-11    5.958333233492155E-12
267406.35758799664        3.618037967120783E-11    4.9732354853553805E-12
273635.05181111826        3.326188657674913E-11    4.159931918114557E-12
280008.8309606983         3.0633425356556095E-11   3.4857123008524987E-12
286531.07449880923        2.82574249725272E-11     2.925046839492344E-12
293205.24060530605        2.6102531385286512E-11   2.457712985782215E-12
300034.86801140197        2.4142335749498075E-11   2.0674849095579613E-12
307023.5778759485         2.235439398140708E-11    1.7412024454231088E-12
314175.07570542296        2.0719469673275486E-11   1.4680987126026353E-12
321493.15331863455        1.9220946433264486E-11   1.2393054381259684E-12
328981.69085720065        1.7844369768109805E-11   1.047481859860631E-12
336644.6588428467         1.6577086606757705E-11   8.865304822502834E-13
344486.1202826301         1.540795916418969E-11    7.513749922342234E-13
352510.2328232009         1.432713483219712E-11    6.377834861675189E-13
360721.25095523836        1.3325858533783836E-11   5.422255431834493E-13
369123.5282692425         1.2396317390804536E-11   4.617552173088572E-13
377721.51976386254        1.1531510149709817E-11   3.939143809549837E-13
386519.7842079975         1.0725135343721157E-11   3.3665237523366837E-13
395522.98655791295        9.971493996396525E-12    2.8825900429927063E-13
404735.90043066704        9.265403442499978E-12    2.473085896026619E-13
414163.4106351424         8.602119157557655E-12    2.1261327148004772E-13
423810.51576203824        7.977262191362637E-12    1.8318412839382963E-13
433682.33083418565        7.386749821649762E-12    1.5819895072709314E-13
443784.0900186056         6.826726490058808E-12    1.3697571739273282E-13
454121.1494017302         6.293492194974065E-12    1.1895106753690232E-13
464698.9898292726         5.783424010855477E-12    1.0366324281693311E-13
475523.21981223987        5.2928854537119555E-12   9.073925828536477E-14
486599.57850064547        4.818115350172281E-12    7.988637387918211E-14
497933.938726479          4.355084050312001E-12    7.088847436206489E-14
499999.99999999994        4.272726949533231E-12    6.945530649203508E-14
500575.97776908404        4.249866219555625E-12    6.906658281756966E-14
501152.6190389501         4.227020953818614E-12    6.868208726506009E-14
501729.92457391956        4.204190531524421E-12    6.830181086251558E-14
502307.89513919724        4.181374325375357E-12    6.792574518827355E-14
502886.5315008695         4.158571705993294E-12    6.755388251601307E-14
503465.83442590217        4.135782023979404E-12    6.718621529181273E-14
504045.8046821476         4.113004649870695E-12    6.682273731427077E-14
504626.44303834165        4.090238925489963E-12    6.646344233270286E-14
505207.75026410684        4.067484198772309E-12    6.610832507246273E-14
505789.7271299491         4.044739811854754E-12    6.575738088741317E-14
506372.37440726504        4.0220050941516385E-12   6.541060558647201E-14
506955.6928683399         3.999279366422895E-12    6.50679955688163E-14
507539.6832863455         3.976561971560953E-12    6.472954869657334E-14
508124.34643534734        3.953852197921285E-12    6.439526214151828E-14
508709.68309030274        3.931149367488729E-12    6.406513489852152E-14
509295.69402705843        3.908452786743263E-12    6.373916639510656E-14
509882.3800223581         3.885761739672833E-12    6.341735633293957E-14
510469.7418538403         3.8630755162247325E-12   6.309970549385621E-14
511057.78030003613        3.8403933990059614E-12   6.278621537459072E-14
511646.4961403767         3.8177146596225745E-12   6.247688810754584E-14
512235.89015519107        3.795038563642205E-12    6.217172662022498E-14
512825.96312570386        3.772364376459231E-12    6.187073479746386E-14
513416.715834043          3.749691338549263E-12    6.157391684741424E-14
514008.1490632362         3.727018693976659E-12    6.128127807231758E-14
514600.26359721425        3.704345682730812E-12    6.099282468847561E-14
515193.06022080785        3.6816715192345585E-12   6.070856327674746E-14
515786.53971975506        3.658995435066762E-12    6.042850193103421E-14
516380.70288069895        3.6363166309078993E-12   6.015264900537251E-14
516975.55049118557        3.6136343104572E-12      5.988101403380693E-14
517571.08333967143        3.590947653912957E-12    5.961360705392224E-14
518167.3022155214         3.568255857735991E-12    5.935043968163642E-14
518764.2079090063         3.545558083072921E-12    5.909152376411091E-14
519361.8012113105         3.5228534970854256E-12   5.883687249761158E-14
519960.08291452995        3.500141250811154E-12    5.858649988068683E-14
520559.05381166976        3.4774204866357076E-12   5.834042091777223E-14
521158.71469665173        3.4546903326869295E-12   5.809865151549538E-14
521759.06636431225        3.431949916030665E-12    5.786120883019936E-14
522360.1096104001         3.409198339809914E-12    5.762811074415495E-14
522961.845231584          3.386434712888452E-12    5.739937660894048E-14
523564.2740254492         3.3636581085290475E-12   5.717502626148123E-14
524167.3967905009         3.3408676184762336E-12   5.695508139394677E-14
524771.214326161          3.3180622954696318E-12   5.67395641679805E-14
525375.7274327752         3.2952411981495133E-12   5.652849833946857E-14
525980.9369116117         3.272403361696766E-12    5.6321908590779576E-14
526586.843564858          3.2495478166410955E-12   5.611982101196135E-14
527193.4481956289         3.2266735707488313E-12   5.592226270841346E-14
527800.751607965          3.2037796322569194E-12   5.5729262367715186E-14
528408.7546068291         3.1808649821821595E-12   5.5540849689422976E-14
529017.4579981151         3.1579285985146923E-12   5.5357055930831474E-14
529626.8625886448         3.134969434766948E-12    5.5177913516181435E-14
530236.9691861664         3.1119864359217866E-12   5.500345639331545E-14
530847.778599362          3.088978536528133E-12    5.483372004778395E-14
531459.291637845          3.0659446428374564E-12   5.46687411590016E-14
532071.5091121581         3.042883655536784E-12    5.4508558135870285E-14
532684.4318337814         3.0197944610691073E-12   5.435321098696666E-14
533298.0606151284         2.9966759170329043E-12   5.4202741035705615E-14
533912.3962695494         2.973526880757939E-12    5.405719159726846E-14
534527.4396113288         2.9503461775429463E-12   5.391660735502354E-14
535143.1914556919         2.927132619648174E-12    5.3781034812099216E-14
535759.6526188034         2.903885011241114E-12    5.3650522439678616E-14
536376.8239177648         2.8806021271004956E-12   5.352512030731778E-14
536994.7061706219         2.8572827239752873E-12   5.3404880385892696E-14
537613.3001963632         2.8339255389771047E-12   5.32898565393142E-14
538232.6068149174         2.81052929534252E-12     5.3180104745114536E-14
538852.6268471606         2.7870926950039086E-12   5.30756829849373E-14
539473.3611149148         2.7636144071743696E-12   5.2976651087524934E-14
540094.8104409453         2.740093095570549E-12    5.2883071362737183E-14
540716.9756489687         2.716527392975537E-12    5.279500814127968E-14
541339.8575636502         2.6929159152314383E-12   5.2712528143255155E-14
541963.4570106019         2.669257249045781E-12    5.263570030468774E-14
542587.77481639           2.645549961699776E-12    5.25645960544308E-14
543212.8118085321         2.621792592536191E-12    5.249928925050533E-14
543838.5688155            2.5979836643026054E-12   5.2439856452204993E-14
544465.0466667166         2.5741216645422064E-12   5.238637668247166E-14
545092.2461925633         2.550205059887651E-12    5.2338931765018806E-14
545720.1682243785         2.5262322952829698E-12   5.229760643027361E-14
546348.8135944547         2.5022017786963436E-12   5.226248812963316E-14
546978.1831360465         2.478111890423941E-12    5.223366728425277E-14
547608.2776833683         2.4539609897050316E-12   5.2211237540931443E-14
548239.0980715925         2.42974740363554E-12     5.219529568899044E-14
548870.6451368564         2.4054694268729525E-12   5.218594173353634E-14
549502.9197162609         2.3811253222897654E-12   5.218327904591985E-14
550135.9226478677         2.356713323810701E-12    5.218741456389767E-14
550769.6547707071         2.332231632415426E-12    5.2198458776406225E-14
551404.1169247765         2.3076784110916717E-12   5.2216525928862705E-14
552039.3099510367         2.2830517937903966E-12   5.224173408454557E-14
552675.2346914214         2.2583498830495396E-12   5.2274205402774804E-14
553311.8919888326         2.2335707291555875E-12   5.23140658915025E-14
553949.2826871446         2.208712356484711E-12    5.2361446020490797E-14
554587.4076312004         2.1837727550903956E-12   5.241648065432434E-14
555226.2676668195         2.158749873394389E-12    5.2479309226338266E-14
555865.8636407959         2.1336416064169177E-12   5.2550075640497014E-14
556506.1964008956         2.1084458200207402E-12   5.2628928884484696E-14
557147.2667958646         2.0831603392910096E-12   5.271602298474705E-14
557789.0756754265         2.0577829382531623E-12   5.281151709719056E-14
558431.6238902805         2.0323113484015735E-12   5.2915575777379254E-14
559074.9122921092         2.006743254855002E-12    5.302836928021614E-14
559718.9417335761         1.9810762922797418E-12   5.3150073468982774E-14
560363.7130683238         1.9553080552940058E-12   5.3280870484493556E-14
561009.2271509814         1.9294360780921623E-12   5.3420948464396016E-14
561655.4848371627         1.9034578510971917E-12   5.357050211646861E-14
562302.4869834634         1.8773708000113824E-12   5.372973277084089E-14
562950.2344474697         1.851172308701275E-12    5.389884876067404E-14
563598.7280877546         1.8248597003601485E-12   5.407806568318441E-14
564247.968763881          1.7984302298815801E-12   5.426760638838506E-14
564897.9573363988         1.7718811043519518E-12   5.446770172959134E-14
565548.6946668524         1.7452094739068337E-12   5.4678590606957723E-14
566200.1816177788         1.7184124105564359E-12   5.4900520165529384E-14
566852.4190527053         1.6914869241316683E-12   5.513374625473493E-14
567505.4078361571         1.6644299633992467E-12   5.5378533854026204E-14
568159.1488336555         1.6372384026513254E-12   5.563515728961062E-14
568813.6429117154         1.6099090528439239E-12   5.590390071766014E-14
569468.8909378533         1.5824386402945922E-12   5.61850583447133E-14
570124.8937805848         1.554823819926757E-12    5.647893505343966E-14
570781.6523094228         1.5270611725848328E-12   5.6785846654118484E-14
571439.1673948856         1.499147189140608E-12    5.710612039906851E-14
572097.4399084935         1.4710782868057819E-12   5.744009553860643E-14
572756.470722768          1.4428507903565559E-12   5.77881236486042E-14
573416.2607112387         1.4144609421007204E-12   5.81505692923016E-14
574076.8107484408         1.3859048779333537E-12   5.852781040276816E-14
574738.1217099176         1.3571786693828484E-12   5.892023917317545E-14
575400.1944722177         1.3282782586861677E-12   5.932826222584425E-14
576063.0299129031         1.2991994970184702E-12   5.975230145827413E-14
576726.6289105464         1.2699381450506085E-12   6.019279489210728E-14
577390.992344729          1.2404898382126797E-12   6.065019697351965E-14
578056.121096049          1.2108501180807734E-12   6.112497964633366E-14
578722.0160461188         1.1810143928000058E-12   6.1617632835442E-14
579388.6780775631         1.1509779583543667E-12   6.212866551888329E-14
580056.1080740264         1.1207360149348773E-12   6.265860649444035E-14
580724.3069201718         1.0902835890597659E-12   6.320800505995637E-14
581393.2755016774         1.0596156066510555E-12   6.37774322564626E-14
582063.0147052454         1.028726850172227E-12    6.436748176622108E-14
582733.525418598          9.976119663006364E-13    6.497877083827004E-14
583404.8085304814         9.662654500486561E-13    6.561194160671807E-14
584076.8649306621         9.346816566448856E-13    6.62676620280115E-14
584749.6955099349         9.028547706771562E-13    6.694662724755896E-14
585423.301160121          8.707788262876242E-13    6.764956095504194E-14
586097.6827740651         8.384476876345421E-13    6.837721655422155E-14
586772.8412456443         8.058550448156169E-13    6.913037879647937E-14
587448.777469765          7.729944088143505E-13    6.990986525368387E-14
588125.4923423615         7.398591083524863E-13    7.071652790257817E-14
588802.9867604033         7.064422792892325E-13    7.155125483733273E-14
589481.261621893          6.727368435857577E-13    7.241497214982462E-14
590160.3178258649         6.387355380630495E-13    7.330864588247757E-14
590840.1562723914         6.044308670276747E-13    7.423328385750883E-14
591520.7778625828         5.698151118232527E-13    7.518993817692776E-14
592202.1834985833         5.348803397473345E-13    7.617970683446574E-14
592884.3740835798         4.996183540776564E-13    7.720373723782421E-14
593567.3505217987         4.640207167449541E-13    7.826322776545945E-14
594251.1137185093         4.280787297523199E-13    7.935943103696919E-14
594935.66458002           3.917834223980647E-13    8.049365659163503E-14
595621.0040136868         3.5512554647686236E-13   8.166727416012913E-14
596307.1329279109         3.1809555433505925E-13   8.288171681898694E-14
596994.0522321365         2.8068359123437253E-13   8.413848447946476E-14
597681.7628368587         2.4287949880960676E-13   8.543914775611732E-14
598370.2656536221         2.0467277858545633E-13   8.678535174057698E-14
599059.561595017          1.6605257172357027E-13   8.817882050947307E-14
599749.651574689          1.2700769708042798E-13   8.962136120434191E-14
600440.5365073362         8.752656236475426E-14    9.111486937475098E-14
601132.2173087065         4.7597212553961255E-14   9.266133363393471E-14
601824.6948956066         7.207264109029162E-15    9.426284151542259E-14
602517.9701858992         -3.3656075496062854E-14  9.592158513466855E-14
603212.0440985007         -7.500604592377307E-14   9.76398674150146E-14
603906.9175533898         -1.1685635905787616E-13  9.9420109245736E-14
604602.5914716035         -1.5922119300803387E-13  1.0126485602829245E-13
605299.0667752414         -2.0211524819975417E-13  1.0317678604402125E-13
605996.3443874612         -2.455537442652952E-13   1.0515871805973281E-13
606694.425232488          -2.895524554545011E-13   1.0721362106114981E-13
607393.3102356116         -3.3412772820166063E-13  1.0934462272980181E-13
608093.0003231838         -3.7929652941452416E-13  1.1155502079364212E-13
608793.4964226275         -4.250764342728874E-13   1.1384829324948435E-13
609494.7994624336         -4.714856986313111E-13   1.1622811041936787E-13
610196.9103721591         -5.185432769224916E-13   1.1869834810249016E-13
610899.8300824354         -5.662688414893167E-13   1.2126310096093512E-13
611603.5595249662         -6.146828256735844E-13   1.2392669723852396E-13
612308.0996325244         -6.638064751671566E-13   1.26693715328183E-13
613013.4513389614         -7.136618685159086E-13   1.2956900029835815E-13
613719.6155792042         -7.642719679120837E-13   1.325576834539702E-13
614426.5932892531         -8.156606660374995E-13   1.3566520212999666E-13
615134.3854061905         -8.678528303486305E-13   1.3889732136268842E-13
615842.9928681769         -9.208743510610728E-13   1.4226015822692358E-13
616552.4166144547         -9.747521993261765E-13   1.4576020708793706E-13
617262.6575853447         -1.0295144760444113E-12  1.4940436765770817E-13
617973.7167222546         -1.0851904884354536E-12  1.5319997566278256E-13
618685.5949676766         -1.1418107820360472E-12  1.5715483516764797E-13
619398.2932651844         -1.199407249006862E-12   1.612772553051795E-13
620111.8125594432         -1.258013161956785E-12   1.655760883716006E-13
620826.1537962059         -1.3176632918251107E-12  1.700607742015061E-13
621541.3179223111         -1.3783939369665941E-12  1.747413840855429E-13
622257.3058856921         -1.4402430566917242E-12  1.7962867402884998E-13
622974.118635374          -1.5032503593159E-12     1.8473413930310233E-13
623691.7571214716         -1.5674573454675658E-12  1.9007007416044852E-13
624410.2222951975         -1.6329075047146291E-12  1.9564964066415534E-13
625129.5151088606         -1.6996463556053503E-12  2.0148694015156116E-13
625849.6365158627         -1.7677215862755501E-12  2.07597092902114E-13
626570.5874707077         -1.8371831913145796E-12  2.1399632787078209E-13
627292.3689289979         -1.9080836043914447E-12  2.2070207750581924E-13
628014.9818474377         -1.9804778325689474E-12  2.2773308555811485E-13
628738.4271838294         -2.0544236341645126E-12  2.3510952411328573E-13
629462.705897083          -2.1299816603299748E-12  2.428531229083438E-13
630187.8189472128         -2.207215670618601E-12   2.5098731338896217E-13
630913.7672953352         -2.2861926571992957E-12  2.5953738410152293E-13
631640.5519036776         -2.366983128622775E-12   2.685306595206745E-13
632368.173735576          -2.449661265381029E-12   2.779966909221444E-13
633096.633755472          -2.5343051843559725E-12  2.879674722355712E-13
633825.9329289224         -2.6209971665277773E-12  2.984776797251069E-13
634556.0722225958         -2.7098239505406337E-12  3.0956493699299434E-13
635287.0526042709         -2.800876985994429E-12   3.212701099705158E-13
636018.8750428449         -2.89425274070824E-12    3.3363763613128834E-13
636751.5405083314         -2.9900530479435485E-12  3.4671589278091986E-13
637485.0499718571         -3.0883854129294595E-12  3.6055760553814935E-13
638219.4044056716         -3.189363399711188E-12   3.7522030816419743E-13
638954.6047831431         -3.293107014004161E-12   3.907668533794611E-13
639690.6520787625         -3.3997430983135827E-12  4.072659887575767E-13
640427.5472681391         -3.509405796878504E-12   4.247930020680356E-13
641165.2913280101         -3.6222369772388754E-12  4.434304409685295E-13
641903.885236238          -3.7383867330250445E-12  4.632689292846069E-13
642643.3299718077         -3.858013860351191E-12   4.844080769467013E-13
643383.6265148355         -3.981286390995608E-12   5.069575103385497E-13
644124.7758465674         -4.108382155122065E-12   5.310380332338956E-13
644866.7789493751         -4.2394892728475255E-12  5.567829258791685E-13
645609.6368067666         -4.374806747462645E-12   5.843394252150192E-13
646353.3504033823         -4.514544992914511E-12   6.138703801422328E-13
647097.9207249931         -4.658926413080259E-12   6.455561359271109E-13
647843.3487585094         -4.808185841329349E-12   6.795966439894719E-13
648589.6354919785         -4.962571070975186E-12   7.162138644422988E-13
649336.781914582          -5.122343175895003E-12   7.556544560555887E-13
650084.7890166449         -5.287776793024625E-12   7.981928303728972E-13
650833.6577896315         -5.459160375162648E-12   8.441345969177504E-13
651583.3892261499         -5.636795901725789E-12   8.938204115419196E-13
652333.9843199474         -5.8209987385761264E-12  9.47630346177328E-13
653085.4440659202         -6.012096879279722E-12   1.0059887671860738E-12
653837.7694601102         -6.210429860137878E-12   1.0693697946647012E-12
654590.9614997035         -6.416347016979379E-12   1.1383033881997034E-12
655345.0211830379         -6.630205070993424E-12   1.2133820895353333E-12
656099.949509602          -6.852364932277962E-12   1.2952684955523229E-12
656855.7474800315         -7.083187092144425E-12   1.3847033675692254E-12
657612.4160961187         -7.323025849862795E-12   1.482514467973021E-12
658369.9563608102         -7.572221767069839E-12   1.5896259901165753E-12
659128.3692782036         -7.831092008693128E-12   1.7070684636422593E-12
659887.6558535574         -8.099918310263408E-12   1.835988949007796E-12
660647.8170932882         -8.378931761456666E-12   1.9776611173530453E-12
661408.8540049675         -8.668294535566182E-12   2.1334948515994664E-12
662170.767597332          -8.968077370169806E-12   2.3050445892011545E-12
662933.558880279          -9.278232872048587E-12   2.494015541792758E-12
663697.22886487           -9.598564141244562E-12   2.702266630250413E-12
664461.7785633279         -9.928688368108307E-12   2.9318085316847327E-12
665227.2089890449         -1.0267996350885347E-11  3.184795230395391E-12
665993.5211565815         -1.0615607451860674E-11  3.4635065311649065E-12
666760.7160816619         -1.0970322947108998E-11  3.770319676893478E-12
667528.7947811852         -1.1330578950954231E-11  4.107667193665989E-12
668297.7582732216         -1.16944030603851E-11    4.4779790471977546E-12
669067.6075770098         -1.2059380097250498E-11  4.8836078335811325E-12
669838.3437129671         -1.2422632697435803E-11  5.326736938615389E-12
670609.9677026861         -1.2780824340608155E-11  5.809273682051892E-12
671382.480568932          -1.3130192845238602E-11  6.332733085375385E-12
672155.8833356525         -1.3466621560983725E-11  6.8981211039543276E-12
672930.1770279733         -1.3785752473880895E-11  7.505830162333287E-12
673705.3626722026         -1.40831423268952E-11    8.155564063887533E-12
674481.4412958266         -1.4354453913399903E-11  8.846309776053022E-12
675258.413927519          -1.459567001249286E-11   9.576375392730308E-12
676036.2815971388         -1.480330493041185E-11   1.034350553797564E-11
676815.0453357274         -1.4974585552412498E-11  1.1145080189905216E-11
677594.7061755174         -1.5107568721501325E-11  1.1978389372089502E-11
678375.2651499312         -1.5201164401556983E-11  1.2840963043266774E-11
679156.723293577          -1.5255042472976945E-11  1.3730923804329723E-11
679939.0816422593         -1.526941370642561E-11   1.4647324487597967E-11
680722.3412329755         -1.524468881873217E-11   1.559042768077611E-11
681506.5031039136         -1.5181033519423136E-11  1.6561893767502397E-11
682291.5682944618         -1.507784411573101E-11   1.7564847335016402E-11
