% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 26 2025, 17:21
% Dimension:          1
% Nodes:              784
% Expressions:        2
% Description:        Global
% freq (Hz)               Re xi all, Im xi all     Re xi all, Im xi all
683077.5378452055         -1.4933172307521272E-11  1.860380726242184E-11
683864.4127979246         -1.474312380993342E-11   1.9684464343351633E-11
684652.1941956034         -1.4501252474843729E-11  2.0813301010119908E-11
685440.8830824274         -1.4197967900368006E-11  2.1997030865352025E-11
686230.4805037811         -1.3819979452644346E-11  2.3241831477901217E-11
687020.9875062574         -1.334981508322493E-11   2.455232643809088E-11
687812.405137653          -1.2765485430535015E-11  2.5930257942964955E-11
688604.7344469735         -1.204041716826981E-11   2.73727924525106E-11
689397.9764844286         -1.1143846262005684E-11  2.887043668346779E-11
690192.1323014419         -1.0041953890643665E-11  3.040459928198092E-11
690987.202950648          -8.700090641496687E-12   3.19450011389477E-11
691783.1894858904         -7.086447089813474E-12   3.344736654893923E-11
692580.0929622303         -5.177386480285933E-12   3.485214744589546E-11
693377.9144359446         -2.9642694218552882E-12  3.6085342985468254E-11
694176.6549645227         -4.60903809059724E-13    3.706258858826913E-11
694976.3156066762         2.2901346722006366E-12   3.7697309954941257E-11
695776.8974223365         5.214783672274154E-12    3.791264899552209E-11
696578.4014726516         8.210764996209478E-12    3.7655174589172906E-11
697380.8288199964         1.1157843521774584E-11   3.690678390048853E-11
698184.180527968          1.393358190959071E-11    3.5690773008521804E-11
698988.4576613901         1.64306305490095E-11     3.406953548970775E-11
699793.6612863088         1.857065456940929E-11    3.213431933017835E-11
700599.7924700025         2.03113408235288E-11     2.9990322730005815E-11
701406.8522809794         2.164568792432424E-11    2.774162704206998E-11
702214.8417889737         2.259541395513713E-11    2.5479606079183432E-11
703023.7620649564         2.320155945024518E-11    2.3276436720683484E-11
703833.6141811324         2.3515119555410984E-11   2.118340395192021E-11
704644.3992109373         2.3589469309771142E-11   1.9232595157740855E-11
705456.1182290476         2.3475203581671745E-11   1.7440373797639442E-11
706268.7723113777         2.3217225781561956E-11   1.5811343673301516E-11
707082.362535077          2.2853555047731935E-11   1.4342015524579505E-11
707896.8899785404         2.2415263543562983E-11   1.3023810726166859E-11
708712.3557214047         2.1927052402887856E-11   1.1845324030915076E-11
709528.7608445463         2.140811621622629E-11    1.07939154952385E-11
710346.1064300907         2.087307673443467E-11    9.856763727619047E-12
711164.3935614091         2.0332865983856697E-11   9.021518433189004E-12
711983.6233231217         1.979549995108802E-11    8.276666877733688E-12
712803.7968010938         1.9266728505054197E-11   7.61171154661271E-12
713624.9150824462         1.8750562286833293E-11   7.0172231699877E-12
714446.9792555517         1.8249692880831297E-11   6.48482052366844E-12
715269.9904100328         1.7765821530593393E-11   6.007107354326179E-12
716093.9496367711         1.72999135218526E-11     5.577588217342221E-12
716918.8580279055         1.685239374254205E-11    5.190576896068622E-12
717744.716676828          1.642329511051183E-11    4.841104610103423E-12
718571.5266781948         1.601237159202453E-11    4.524833701825754E-12
719399.2891279232         1.5619182627395947E-11   4.237977849806834E-12
720228.0051231884         1.5243156904973964E-11   3.977230899637669E-12
721057.6757624339         1.4883639330476486E-11   3.739703468584995E-12
721888.3021453687         1.4539926048478275E-11   3.5228676036339043E-12
722719.8853729639         1.4211289894351727E-11   3.324508468405529E-12
723552.4265474636         1.3896998890608647E-11   3.142682527317431E-12
724385.92677238           1.3596329355428031E-11   2.9756813648388266E-12
725220.3871524981         1.3308575124819816E-11   2.822000554927422E-12
726055.8087938708         1.3033053732900921E-11   2.6803128093421798E-12
726892.1928038303         1.276911041833249E-11    2.5494448768056873E-12
727729.5402909834         1.2516120424582495E-11   2.4283576294623407E-12
728567.8523652102         1.2273490171587244E-11   2.3161289285782718E-12
729407.1301376736         1.2040657624199981E-11   2.211938888643137E-12
730247.3747208166         1.1817091883628423E-11   2.1150570859302168E-12
731088.5872283591         1.1602292392650676E-11   2.0248315305669684E-12
731930.7687753084         1.1395787995522073E-11   1.9406791778717725E-12
732773.9204779563         1.1197135588096701E-11   1.86207761724858E-12
733618.0434538762         1.1005918837945165E-11   1.7885579326127326E-12
734463.138821933          1.0821746697182225E-11   1.7196984305826213E-12
735309.2077022808         1.0644252069114889E-11   1.6551192451891005E-12
736156.2512163596         1.0473090327158376E-11   1.5944775687421825E-12
737004.2704869055         1.0307937941085069E-11   1.53746350850971E-12
737853.2666379465         1.0148491215145884E-11   1.4837964806162847E-12
738703.2407948071         9.994464953160565E-12    1.4332220042947072E-12
739554.1940841035         9.845591273764608E-12    1.3855089111832749E-12
740000.0000000001         9.769635544557E-12       1.361603955157108E-12
748568.7961523248         8.535796114201593E-12    1.0132069363757845E-12
757236.8142877577         7.608129202861004E-12    7.980141816130719E-13
766005.203342714          6.882853570448587E-12    6.557610254648139E-13
774875.125557665          6.297888925166796E-12    5.567898325950382E-13
783847.7566311945         5.814123054199072E-12    4.851798269476514E-13
792924.2858758293         5.405791662641393E-12    4.3177119821083047E-13
802105.916375691          5.055271279747819E-12    3.909885452042853E-13
811393.8651459571         4.7501165155000835E-12   3.5927588619813617E-13
820789.3632941768         4.481297418922154E-12    3.3427352971322723E-13
830293.6561834527         4.2421089215871285E-12   3.143605062555287E-13
839908.0035975127         4.027472594564215E-12    2.9838775044699234E-13
849633.6799076926         3.833475857252328E-12    2.855157411195968E-13
859471.9742418545         3.657059561696962E-12    2.7511173345153975E-13
869424.1906552525         3.4958008708740786E-12   2.666821825024867E-13
879491.6483033941         3.3477587000326283E-12   2.598265675010236E-13
889675.6816168858         3.2113609652998314E-12   2.542046051787944E-13
899977.6404783124         3.0853200299018695E-12   2.495121368993889E-13
910398.8904011621         2.9685671809317293E-12   2.4546299028946614E-13
920940.8127108245         2.860199839595809E-12    2.4177545539357005E-13
931604.8047276831         2.7594371742668354E-12   2.3816298899301246E-13
942392.2799523306         2.665581347682343E-12    2.343295063396655E-13
953304.6682529199         2.5779829932952423E-12   2.2997011455199533E-13
964343.4160547021         2.4960109462249106E-12   2.2477827519888505E-13
975509.9865317416         2.419027610292302E-12    2.1845992184410744E-13
986805.8598008599         2.346372402545897E-12    2.1075381785100133E-13
998232.5331178235         2.2773559112545236E-12   2.0145542031730197E-13
1009791.5210758038        2.2112660530891135E-12   1.904391568514869E-13
1021484.3558061342        2.1473841551121976E-12   1.7767229914412588E-13
1033312.5871813929        2.0850034785754124E-12   1.6321387845475018E-13
1045277.7830208391        2.0234355701236095E-12   1.471957941558033E-13
1057381.5292982168        1.9619804068462616E-12   1.297927218279382E-13
1069625.4303519868        1.899821981399033E-12    1.1121101778147751E-13
1082011.1090979716        1.8357941440064316E-12   9.179850287383408E-14
1094540.2072444735        1.7680245481397029E-12   7.260534672819351E-14
1107214.3855098805        1.6941988728568721E-12   5.7185077897131E-14
1120035.3238427935        1.6161230911341012E-12   5.380519092084116E-14
1133004.7216447014        1.54796257016917E-12     6.604970294332132E-14
1146124.2979952374        1.498638087838531E-12    7.761238064903829E-14
1159395.791880031         1.4560755069635083E-12   7.771742388209124E-14
1172820.9624212247        1.4112679499551228E-12   7.066112503768344E-14
1186401.589110631         1.3629302611366025E-12   6.121688960399259E-14
1200139.472045608         1.3115056532959581E-12   5.158872314695769E-14
1214036.4321676588        1.2569891541054191E-12   4.313157671892294E-14
1228094.3115037943        1.1992941276534336E-12   3.823360648444293E-14
1242314.9734106937        1.1416429210438434E-12   4.0510281341663454E-14
1256700.302821692         1.0914902994048332E-12   4.7167573247364595E-14
1271252.2064966164        1.0472843191742122E-12   4.869652632943979E-14
1285972.6132745387        1.0001593948807806E-12   4.38168430446735E-14
1300863.474329433         9.453897633666881E-13    4.0129557737497597E-14
1315926.763428803         8.9054986923417E-13      4.1960606517104057E-14
1331164.4771953027        8.362364971736379E-13    4.313630729633853E-14
1346578.6353713872        7.787939003234107E-13    4.364021161106804E-14
1362171.2810870265        7.166937402101194E-13    4.45889896519558E-14
1377944.4811305208        6.484761385129402E-13    4.666342148455074E-14
1393900.3262224537        5.719611017293597E-13    5.050041782572496E-14
1400000.0000000005        5.401184811332651E-13    5.259178753210011E-14
1401612.737753436         5.31414981579523E-13     5.321497885221831E-14
1403227.3333090611        5.225735456034628E-13    5.3870855090699894E-14
1404843.7888069756        5.135887882762918E-13    5.4560986656647605E-14
1406462.106389753         5.044550494173423E-13    5.528704497441367E-14
1408082.2882024352        4.951663798679113E-13    5.6050810410620205E-14
1409704.3363925267        4.857165210266628E-13    5.685418128317402E-14
1411328.253110014         4.760988858846664E-13    5.769918343995454E-14
1412954.0405073573        4.663065378681673E-13    5.85879807964455E-14
1414581.7007394999        4.563321678326405E-13    5.952288687697141E-14
1416211.235963858         4.4616806971309537E-13   6.050637743069734E-14
1417842.6483403428        4.3580611318202886E-13   6.154110429545177E-14
1419475.9400313525        4.2523771542330935E-13   6.262991054721496E-14
1421111.1132017681        4.1445380913511595E-13   6.377584736405652E-14
1422748.1700189733        4.0344480904539937E-13   6.498219236285443E-14
1424387.1126528482        3.9220057526048815E-13   6.625246994683856E-14
1426027.9432757641        3.807103726661968E-13    6.759047384277409E-14
1427670.6640626034        3.6896282697958597E-13   6.900029200301425E-14
1429315.2771907535        3.569458793154191E-13    7.048633408458961E-14
1430961.7848401018        3.446467325672889E-13    7.205336209376944E-14
1432610.1891930555        3.3205179524279576E-13   7.370652458490239E-14
1434260.4924345356        3.191466212032705E-13    7.545139428184783E-14
1435912.6967519715        3.0591584106825516E-13   7.729401059263994E-14
1437566.804335321         2.9234308932732054E-13   7.924092670985099E-14
1439222.817377062         2.784109225472105E-13    8.12992626699976E-14
1440880.7380722004        2.641007317510404E-13    8.347676445852166E-14
1442540.5686182627        2.493926447717565E-13    8.578187074940957E-14
1444202.311215315         2.3426541777885296E-13   8.822378794229603E-14
1445865.9680659578        2.186963190448441E-13    9.081257466331454E-14
1447531.5413753202        2.0266099674468514E-13   9.355923738348782E-14
1449199.0333510807        1.8613333612283235E-13   9.647583873274601E-14
1450868.4462034607        1.6908529938223497E-13   9.957562025031268E-14
1452539.7821452182        1.5148674853123923E-13   1.0287314245970837E-13
1454213.04339167          1.333052506201829E-13    1.0638444378953186E-13
1455888.2321606847        1.1450585874171558E-13   1.1012722302315431E-13
1457565.350672676         9.505086955215146E-14    1.1412104793720035E-13
1459244.4011506257        7.489955312507982E-14    1.1838759483604587E-13
1460925.385820075         5.40078508123411E-14     1.2295092484711977E-13
1462608.306909121         3.2328037520839606E-14   1.2783780258976796E-13
1464293.1666484359        9.808344575562805E-15    1.3307806544131114E-13
1465979.9672712584        -1.3607465422501873E-14  1.3870505249292652E-13
1467668.7110134033        -3.798057393603349E-14   1.4475610451092592E-13
1469359.4001132513        -6.337764154978137E-14   1.5127314790482865E-13
1471052.0368117713        -8.987141246857444E-14   1.5830338034187542E-13
1472746.6233525134        -1.175413931898356E-13   1.659000771026559E-13
1474443.161981603         -1.4647462008274622E-13  1.7412354343595818E-13
1476141.654947762         -1.7676652732348542E-13  1.8304224428962067E-13
1477842.1045023028        -2.0852192433514897E-13  1.9273414730745935E-13
1479544.5128991224        -2.4185611123526555E-13  2.0328833076403634E-13
1481248.8823947231        -2.768961255444488E-13   2.148069090672628E-13
1482955.2152482062        -3.137821629786123E-13   2.2740735617044963E-13
1484663.5137212668        -3.5266917675720216E-13  2.4122531794985573E-13
1486373.7800782144        -3.937286806142508E-13   2.564180336128733E-13
1488086.0165859666        -4.3715076717189757E-13  2.7316851712819603E-13
1489800.2255140434        -4.83146362086312E-13    2.9169069581372196E-13
1491516.4091345887        -5.319497157587287E-13   3.122357563779123E-13
1493234.56972236          -5.838211246044811E-13   3.3510002827526184E-13
1494954.709554739         -6.390498336152178E-13   3.6063482379585566E-13
1496676.8309117213        -6.979570550447352E-13   3.892588036007738E-13
1498400.9360759382        -7.608989216542564E-13   4.214735918404119E-13
1500127.0273326503        -8.282691091922492E-13   4.578836252229164E-13
1501855.106969742         -9.005006256829689E-13   4.992215161396708E-13
1503585.1772777422        -9.780659766236822E-13   5.463806615896533E-13
1505317.240549818         -1.0614743370075884E-12  6.004573660216032E-13
1507051.2990817695        -1.1512635755770941E-12  6.628055342131913E-13
1508787.3551720504        -1.247983491539273E-12   7.351078974364219E-13
1510525.4111217621        -1.3521644544457778E-12  8.194689676690861E-13
1512265.4692346477        -1.464261799418953E-12   9.185361619954829E-13
1514007.531817113         -1.5845603506734753E-12  1.0356567422337682E-12
1515751.6011782214        -1.7130133807026426E-12  1.1750782980758625E-12
1517497.679629686         -1.848974269853324E-12   1.3421976497720943E-12
1519245.7694858927        -1.990753713234803E-12   1.5438526057255677E-12
1520995.8730638907        -2.13489698271142E-12    1.7886228465328241E-12
1522747.9926834009        -2.2750240816932907E-12  2.0870399037647804E-12
1524502.130666807         -2.4000234633700685E-12  2.451461680434438E-12
1526258.289339178         -2.4913953274915954E-12  2.8950791703931704E-12
1528016.4710282607        -2.51977730930208E-12    3.429021086896702E-12
1529776.678064474         -2.4415657595468518E-12  4.055871781921335E-12
1531538.9127809308        -2.198735902377142E-12   4.7577887357413455E-12
1533303.1775134322        -1.728563208655762E-12   5.479959988479386E-12
1535069.4746004597        -9.91397832191026E-13    6.118761860424608E-12
1536837.8063831986        -1.3447251755284506E-14  6.5362546817781655E-12
1538608.1752055313        1.0873361193068869E-12   6.617020934640902E-12
1540380.5834140303        2.1356485647963476E-12   6.337816637283252E-12
1542155.033357981         2.9825678076352016E-12   5.783225245365042E-12
1543931.5273893748        3.5653261608184007E-12   5.0900648684691375E-12
1545710.0678629035        3.901589218194694E-12    4.3789863849661265E-12
1547490.6571359807        4.0482329838714605E-12   3.723635841847719E-12
1549273.297568732         4.066289959992529E-12    3.1549169350677848E-12
1551057.9915240055        4.004940606324543E-12    2.6772147438925543E-12
1552844.7413673617        3.898692511918716E-12    2.2823282913964854E-12
1554633.5494670954        3.769919274019804E-12    1.957844671467214E-12
1556424.4181942292        3.6323960184135306E-12   1.6912156555101462E-12
1558217.3499225085        3.4942542162237514E-12   1.4713678519983304E-12
1560012.3470284215        3.3600752159748674E-12   1.2891131594211105E-12
1561809.411891195         3.232265639380279E-12    1.1370540645429869E-12
1563608.5468927862        3.1119267995294463E-12   1.009318764993934E-12
1565409.7544179065        2.99939308781521E-12     9.012717784117843E-13
1567213.036854014         2.894561250017857E-12    8.092548485510005E-13
1569018.3965913076        2.7970900683316372E-12   7.303732286100892E-13
1570825.8360227486        2.706520277087798E-12    6.623261045779441E-13
1572635.3575440561        2.622345658451779E-12    6.032746969309857E-13
1574446.9635536983        2.544054309473837E-12    5.517406044236751E-13
1576260.656452916         2.4711517198300766E-12   5.065276917052937E-13
1578076.4386457137        2.4031728467821913E-12   4.666620580627607E-13
1579894.3125388676        2.3396875705350648E-12   4.3134576698401155E-13
1581714.2805419173        2.280302247760473E-12    3.999210409458338E-13
1583536.3450671872        2.2246590326413913E-12   3.718424208658246E-13
1585360.5085297814        2.1724339750133586E-12   3.466549968273E-13
1587186.7733475755        2.1233345332088614E-12   3.239772951340733E-13
1589015.1419412405        2.0770968575906672E-12   3.0348774461536033E-13
1590845.6167342362        2.033483064026486E-12    2.849139087836326E-13
1592678.200152804         1.9922786342001424E-12   2.6802387937524126E-13
1594512.8946259897        1.953289984870873E-12    2.526193484617789E-13
1596349.702585638         1.9163422479044474E-12   2.385300092717911E-13
1598188.6264663849        1.8812772652884245E-12   2.25609004803009E-13
1600000.000000001         1.848475437479822E-12    2.139128931034396E-13
1637268.7876492066        1.4087714159428362E-12   9.190113755392868E-14
1675405.6768814386        1.178333749006711E-12    6.087110846129488E-14
1714430.8883801722        1.0386277208303161E-12   4.4789032193089504E-14
1754365.113829097         9.354925185395875E-13    3.290064711137688E-14
1795229.5268831418        8.535607676149852E-13    2.4450347287267185E-14
1837045.7943950118        7.858456637735147E-13    1.8400594170778765E-14
1879836.0879032495        7.26575547337609E-13     1.0727154849665255E-14
1923623.095387862         6.724379342339379E-13    7.246227418254142E-15
1968430.033299811         6.244321706303859E-13    4.979100429870315E-15
2014280.658870667         5.808482747720047E-13    3.5204952356568068E-15
2061199.282709017         5.406734834951425E-13    2.7685433559448988E-15
2109210.781690253         5.032502822697365E-13    3.527610001671705E-15
2158340.6121466463        4.714640523049279E-13    3.3965498341849075E-15
2208614.8233646154        4.3826655820972783E-13   1.8247122186497336E-15
2260060.07139641          4.0597790903619513E-13   1.7628880407854147E-15
2312703.633193486         3.744575830668118E-13    2.3371270567718277E-15
2366573.4210691326        3.43317292427808E-13     3.995593154235076E-15
2421697.997497933         3.128350642581996E-13    4.234136846019441E-15
2478106.590259974         2.7466243950873113E-13   5.014094856306356E-15
2535829.107937784         2.31295477571035E-13     1.1446274607408459E-14
2594896.1557742893        1.760331275463476E-13    1.7309216845103337E-14
2600000.0000000014        1.6963492190361542E-13   1.7737675362579213E-14
2602995.0843992387        1.6569917202720607E-13   1.799796533511718E-14
2605993.6190025425        1.6161233484589318E-13   1.8266598028002326E-14
2608995.6077843835        1.5736265283889107E-13   1.854533147792079E-14
2612001.0547238276        1.5293723366385837E-13   1.8836451299862517E-14
2615009.963804523         1.4832198235218982E-13   1.914283191281458E-14
2618022.3390146927        1.4350151479817617E-13   1.946800052325061E-14
2621038.184347169         1.3845904981723065E-13   1.9816206735203794E-14
2624057.5037993784        1.3317627815178643E-13   2.0192500203749565E-14
2627080.3013733574        1.2763320437179758E-13   2.0602819050765868E-14
2630106.581075737         1.2180795780473786E-13   2.1054092012720553E-14
2633136.3469177797        1.1567656643581994E-13   2.1554358095886177E-14
2636169.6029153694        1.0921268690269618E-13   2.211290842627317E-14
2639206.3530889982        1.0238728215573535E-13   2.2740456324123943E-14
2642246.601463808         9.51682356301694E-14     2.344934352149474E-14
2645290.352069576         8.751988889752505E-14    2.425379270794303E-14
2648337.6089407057        7.940248724658455E-14    2.51702195513891E-14
2651388.376116264         7.077151182885552E-14    2.6217621762123727E-14
2654442.6576399715        6.157687552387285E-14    2.741806752994807E-14
2657500.4575601895        5.1761949261050944E-14   2.879731363919759E-14
2660561.779929961         4.1262382765334965E-14   3.038559248793562E-14
2663626.628806995         3.0004667069042145E-14   3.2218621698776703E-14
2666695.008253662         1.79043792117712E-14     3.433890775116651E-14
2669766.9223370254        4.86402586372669E-15     3.679744234147592E-14
2672842.37512883          -9.229616559191484E-15   3.9655927257702524E-14
2675921.3707055156        -2.4508801425254053E-14  4.298971832638875E-14
2679003.913148203         -4.1128926864706014E-14  4.689175879635026E-14
2682090.0065427283        -5.927369681134277E-14   5.1477891059919564E-14
2685179.6549796364        -7.916162779193147E-14   5.689411435895831E-14
2688272.862554167         -1.0105429286559332E-13  6.33266303718499E-14
2691369.6333662933        -1.2526680380523085E-13  7.101594530475359E-14
2694469.971520713         -1.521811609193748E-13   8.027697443559818E-14
2697573.881126834         -1.8226321726798033E-13  9.152818906557767E-14
2700681.366298816         -2.160840421108475E-13   1.0533464815995806E-13
2703792.4311555577        -2.543462473044649E-13   1.2247279121770894E-13
2706907.0798206846        -2.979148547737049E-13   1.4403006155978875E-13
2710025.316422591         -3.4784938398161673E-13  1.7156150895443817E-13
2713147.1450944254        -4.0542596005843123E-13  2.0734156968200574E-13
2716272.5699740825        -4.721177313342177E-13   2.547777007251901E-13
2719401.5952042383        -5.494485530750092E-13   3.1910180322060116E-13
2722534.2249323376        -6.384955333674731E-13   4.0853261290970873E-13
2725670.4633106063        -7.384498291736635E-13   5.361811394341017E-13
2728810.314496039         -8.427047758467519E-13   7.228250579576753E-13
2731953.782650433         -9.288011681555893E-13   9.991420032707376E-13
2735100.8719403823        -9.359480633528876E-13   1.39848575976768E-12
2738251.586537263         -7.357367216580344E-13   1.9085463862822883E-12
2741405.9306172724        -1.8535801564350723E-13  2.349746648313962E-12
2744563.90836142          5.98180951981291E-13     2.3918246294062236E-12
2747725.5239555137        1.2024377249817699E-12   2.000599873215415E-12
2750890.7815902005        1.4544826504333227E-12   1.4938864627654759E-12
2754059.685460955         1.477745403973305E-12    1.080549365491395E-12
2757232.2397680674        1.407102867211065E-12    7.892985381170365E-13
2760408.4487166842        1.3106463093906698E-12   5.906783781954151E-13
2763588.3165167957        1.2148016042467416E-12   4.539713589750364E-13
2766771.847383224         1.1280546261441585E-12   3.5767849341090496E-13
2769959.045535665         1.0520978348175495E-12   2.8805145842754706E-13
2773149.9151986693        9.8628340107179E-13      2.3641493230199973E-13
2776344.4606016586        9.293053371008867E-13    1.972250756331817E-13
2779542.6859789114        8.798060211196528E-13    1.6686172141343364E-13
2782744.5955696           8.365730428061766E-13    1.429033449989886E-13
2785950.1936177798        7.985831950712095E-13    1.2369121190425567E-13
2789159.484372379         7.649926638903378E-13    1.0806329889275907E-13
2792372.4720872357        7.351114038459673E-13    9.51884803227526E-14
2795589.161021091         7.083758042726653E-13    8.446089557151668E-14
2798809.5554375723        6.843243665892674E-13    7.543116552345963E-14
2800000.0000000014        6.760413589123394E-13    7.245486705914441E-14
2865220.3783861115        4.53453787938294E-13     1.5477983447407187E-14
2931959.934542517         3.705364306757713E-13    5.10495868030276E-15
3000254.054665301         3.2436381859725363E-13   2.2593484964678025E-15
3070138.94920092          2.9218102801880005E-13   1.7964766250321403E-15
3141651.6720454977        2.678636665602094E-13    9.262133174136011E-16
3214830.1401912705        2.471500853159666E-13    5.195998746515171E-16
3289713.1538306866        2.2939070717695766E-13   3.5920292172640687E-16
3366340.4169287584        2.1344975248175868E-13   2.4950645082809356E-16
3444752.5582746686        1.9894245283469448E-13   2.837918879417953E-16
3524991.153023667         1.8547014906144258E-13   3.693091924082173E-16
3607098.7447407795        1.7276904841578806E-13   4.273950184164335E-16
3691118.8679579427        1.6047965319633468E-13   3.609656438325368E-16
3777096.071256631         1.4780224961196427E-13   2.359244295682734E-16
3865075.9408880766        1.3434164559023518E-13   2.575545195382612E-16
3955105.1249437174        1.1870781487343874E-13   4.525947577962686E-16
