% Model:              PLacek_MembTVNJ_ArticleDims_Rh100um_hg10um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:40
% Dimension:          1
% Nodes:              1801
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(p)
0                         NaN
1.6835192320072636E-7     0.03311971668489507
3.367038464014527E-7      0.03312291548659337
5.050557696021791E-7      0.033123087460335335
6.734076928029054E-7      0.033120232605993394
8.417596160036319E-7      0.03311435092361208
1.0101115392043582E-6     0.03310496255539117
1.1801802473622774E-6     0.033112789133110686
1.3502489555201964E-6     0.033118070755801775
1.5203176636781154E-6     0.033120327565657706
1.6903863718360344E-6     0.03311955956269454
1.8604550799939534E-6     0.033115766746857185
2.0305237881518723E-6     0.03311094692836024
2.200592664946635E-6      0.033115381384066674
2.370661541741397E-6      0.033117080599563455
2.5407304185361593E-6     0.03311804238496089
2.710799295330922E-6      0.03311826674038176
2.880868172125684E-6      0.03311775366573136
3.0509370489204466E-6     0.03311756777045949
3.2210059257152087E-6     0.03311717838792665
3.3910748025099717E-6     0.03311588797658159
3.5611436793047335E-6     0.03311476114587353
3.731212556099496E-6      0.03311379789579331
3.901281432894258E-6      0.03311299822636817
4.07135030968902E-6       0.03311277895299844
4.2414191864837825E-6     0.0331102884384949
4.411488063278545E-6      0.03310801734093049
4.581556940073307E-6      0.03310638247578725
4.751625816868069E-6      0.03310538384297735
4.921694693662831E-6      0.03310502144260163
5.091763570457593E-6      0.03310538889776311
5.261832447252356E-6      0.03310121807064678
5.4319013240471185E-6     0.03309794429912066
5.601970200841881E-6      0.03309566120639512
5.772039077636643E-6      0.03309436879242462
5.942107954431407E-6      0.03309406705726121
6.112176831226169E-6      0.03309493874959635
6.282245708020931E-6      0.03308985890011963
6.452314584815693E-6      0.03308582002783217
6.622383461610455E-6      0.033083004881431934
6.7924523384052175E-6     0.03308141346104905
6.96252121519998E-6       0.03308104576654364
7.132590091994742E-6      0.03308196913927633
7.302658968789505E-6      0.033075981147218735
7.472727845584267E-6      0.03307132138223491
7.642796722379028E-6      0.03306805718561068
7.812865599173792E-6      0.03306618855734277
7.982934475968554E-6      0.03306571549738891
8.153003352763316E-6      0.033066543239800614
8.323072229558079E-6      0.033059742388616906
8.493141106352842E-6      0.03305456512810436
8.663209983147605E-6      0.03305091669226572
8.833278859942367E-6      0.033048797081126985
9.003347736737129E-6      0.03304820629465889
9.173416613531891E-6      0.033048944832155654
9.343485490326653E-6      0.033041466480583224
9.513554367121415E-6      0.033035817162815916
9.683623243916178E-6      0.033031797378190224
9.853692120710938E-6      0.03302940712668013
1.00237609975057E-5       0.03302864640826286
1.0193829874300462E-5     0.03302926669566185
1.0363898751095225E-5     0.03302123861456761
1.0533967627889988E-5     0.033015155181028356
1.070403650468475E-5      0.03301076786775126
1.0874105381479513E-5     0.0330080766747656
1.1044174258274277E-5     0.033007081602016076
1.1214243135069039E-5     0.033007505478022746
1.1384312011863803E-5     0.032999022260708354
1.1554380888658565E-5     0.032992548105262615
1.1724449765453327E-5     0.03298780584020884
1.1894518642248089E-5     0.03298479546550801
1.2064587519042851E-5     0.03298351698117311
1.2234656395837613E-5     0.03298366355429942
1.2404725272632376E-5     0.03297479790907996
1.257479414942714E-5      0.032967979419844626
1.27448630262219E-5       0.032962901253753736
1.2914931903016664E-5     0.03295956341072595
1.3085000779811424E-5     0.03295796589081333
1.3255069656606186E-5     0.0329577756016905
1.3425138533400948E-5     0.03294859821556033
1.3595207410195712E-5     0.03294147726694358
1.3765276286990473E-5     0.03293607966361247
1.3935345163785237E-5     0.03293240540547267
1.4105414040579997E-5     0.032930454492572966
1.427548291737476E-5      0.03292987494552166
1.4445551794169521E-5     0.032920460585642145
1.4615620670964285E-5     0.032913078765247954
1.4785689547759046E-5     0.03290737750502219
1.495575842455381E-5      0.032903356804922575
1.5125827301348572E-5     0.03290101666494585
1.5295896178143334E-5     0.03289998834745099
1.5465965054938098E-5     0.03289040493449112
1.5636033931732858E-5     0.03288280377144376
1.580610280852762E-5      0.0328768161206321
1.5976171685322383E-5     0.032872441982108175
1.6146240562117146E-5     0.032869681355780916
1.6316309438911907E-5     0.0328681449123184
1.648637831570667E-5      0.0328584424676494
1.665644719250143E-5      0.03285065725960958
1.6826516069296195E-5     0.032844399958880034
1.6996584946090956E-5     0.03283967056531766
1.716665382288572E-5      0.03283646907898749
1.733672269968048E-5      0.03283439222824382
1.7506791576475244E-5     0.03282461036340727
1.7676860453270008E-5     0.03281666199349999
1.7846929330064768E-5     0.032810143846915316
1.8016998206859532E-5     0.03280505592365323
1.8187067083654292E-5     0.03280139822370073
1.8357135960449056E-5     0.03279870643402703
1.852720483724382E-5      0.032788824159405025
1.8697273714038584E-5     0.03278073652573809
1.8867342590833344E-5     0.03277397922000194
1.9037411467628108E-5     0.032768552242209585
1.9207480344422872E-5     0.032764455592361026
1.9377549221217633E-5     0.032761186116719784
1.9547618098012396E-5     0.032751202406431146
1.9717686974807157E-5     0.032742962940898526
1.9887755851601917E-5     0.03273596456644396
2.005782472839668E-5      0.03273020728306746
2.0227893605191438E-5     0.03272569109075276
2.0397962481986202E-5     0.032721881137963704
2.0568031358780966E-5     0.032711780550430426
2.073810023557573E-5      0.03270337800784216
2.090816911237049E-5      0.032696138658666024
2.1078237989165254E-5     0.03269006250289226
2.1248306865960018E-5     0.03268514954049809
2.141837574275478E-5      0.03268084376516499
2.1588444619549542E-5     0.03267061515386126
2.1758513496344303E-5     0.03266203846857114
2.1928582373139063E-5     0.032654557702992366
2.2098651249933827E-5     0.03264817285700784
2.2268720126728584E-5     0.032642883930702145
2.2438789003523348E-5     0.03263812360858388
2.2608857880318112E-5     0.032627760168379205
2.2778926757112876E-5     0.03261900085676588
2.2948995633907636E-5     0.03261127835827857
2.3119064510702397E-5     0.03260459267289449
2.3289133387497164E-5     0.032598943800633176
2.3459202264291924E-5     0.032593746452774824
2.3629271141086688E-5     0.03258323155696014
2.379934001788145E-5      0.03257428604096399
2.396940889467621E-5      0.03256632461609911
2.4139477771470973E-5     0.0325593472823102
2.4309546648265737E-5     0.03255335403960704
2.4479615525060497E-5     0.03254774322054654
2.464968440185526E-5      0.032537076397833424
2.481975327865002E-5      0.03252794569655581
2.4989822155444785E-5     0.032519749449286935
2.515989103223955E-5      0.03251248765605606
2.532995990903431E-5      0.03250616031684692
2.5500028785829074E-5     0.03250014452519635
2.5670097662623834E-5     0.032489328096168356
2.5840166539418598E-5     0.03248001961938341
2.6010235416213362E-5     0.03247159618840112
2.6180304293008122E-5     0.032464057803211724
2.6350373169802883E-5     0.032457404463792444
2.6520442046597647E-5     0.03245098146115039
