% Model:              PLacek_MembTVNJ_ArticleDims_Rh20um_hg5um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:50
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(xi)
6.556274201406177E-5      1.2998644387499308E-10
6.599054722936459E-5      1.2976853150952673E-10
6.641835244466739E-5      1.2955013434352557E-10
6.68461576599702E-5       1.2933127599634693E-10
6.727396287527301E-5      1.291119764222053E-10
6.770176809057582E-5      1.2889223562110062E-10
6.812957330587863E-5      1.2867205359303292E-10
6.855737852118144E-5      1.284514303380022E-10
6.898518373648426E-5      1.2823036585600843E-10
6.941298895178706E-5      1.2800886014705164E-10
6.984079416708987E-5      1.27786935038701E-10
7.026859938239266E-5      1.2756460895420846E-10
7.069640459769546E-5      1.2734188189357397E-10
7.112420981299828E-5      1.2711875385679755E-10
7.15520150283011E-5       1.268952248438793E-10
7.197982024360388E-5      1.2667129485481907E-10
7.24076254589067E-5       1.2644696388961695E-10
7.283543067420951E-5      1.2622225210353565E-10
7.326323588951232E-5      1.2599717647927646E-10
7.369104110481512E-5      1.2577173701683947E-10
7.411884632011793E-5      1.2554593371622462E-10
7.454665153542074E-5      1.2531976657743193E-10
7.497445675072354E-5      1.2509323560046133E-10
7.540226196602635E-5      1.2486634078531295E-10
7.583006718132917E-5      1.246391007207563E-10
7.625787239663197E-5      1.2441153103140213E-10
7.668567761193477E-5      1.2418363171725036E-10
7.711348282723757E-5      1.2395540277830106E-10
7.754128804254038E-5      1.2372684421455425E-10
7.796909325784319E-5      1.2349795602600984E-10
7.8396898473146E-5        1.232687382126679E-10
7.88247036884488E-5       1.2303920789177914E-10
7.925250890375161E-5      1.2280937940609494E-10
7.968031411905441E-5      1.225792527556152E-10
8.010811933435721E-5      1.2234882794033998E-10
8.053592454966002E-5      1.2211810496026932E-10
8.096372976496282E-5      1.2188708381540312E-10
8.139153498026563E-5      1.2165576450574146E-10
8.181934019556845E-5      1.2142416276332534E-10
8.224714541087125E-5      1.2119229172078413E-10
8.267495062617405E-5      1.209601513781178E-10
8.310275584147686E-5      1.2072774173532638E-10
8.353056105677967E-5      1.2049506279240992E-10
8.395836627208249E-5      1.202621145493683E-10
8.438617148738529E-5      1.2002889700620163E-10
8.48139767026881E-5       1.1979542458943462E-10
8.52417819179909E-5       1.195617092904704E-10
8.566958713329371E-5      1.1932775110930894E-10
8.609739234859652E-5      1.1909355004595026E-10
8.652519756389932E-5      1.1885910610039445E-10
8.695300277920214E-5      1.1862441927264136E-10
8.738080799450494E-5      1.1838948956269109E-10
8.780861320980776E-5      1.1815433016730874E-10
8.823641842511056E-5      1.1791895200224803E-10
8.866422364041336E-5      1.1768335506750898E-10
8.909202885571618E-5      1.1744753936309152E-10
8.951983407101899E-5      1.1721150488899578E-10
8.99476392863218E-5       1.1697525164522163E-10
9.037544450162461E-5      1.1673877963176915E-10
9.080324971692743E-5      1.1650210089027674E-10
9.123105493223023E-5      1.1626522531554682E-10
9.165886014753303E-5      1.160281529075794E-10
9.208666536283583E-5      1.1579088366637447E-10
9.251447057813863E-5      1.1555341759193205E-10
9.294227579344145E-5      1.153157546842521E-10
9.337008100874425E-5      1.1507789494333465E-10
9.379788622404705E-5      1.1483984934299676E-10
9.422569143934985E-5      1.1460162674226656E-10
9.465349665465267E-5      1.143632271411441E-10
9.508130186995547E-5      1.1412465053962933E-10
9.550910708525827E-5      1.1388589693772228E-10
9.593691230056108E-5      1.136469663354229E-10
9.636471751586388E-5      1.1340785873273126E-10
9.679252273116668E-5      1.1316858392684233E-10
9.72203279464695E-5       1.1292915004294452E-10
9.764813316177228E-5      1.1268955708103776E-10
9.80759383770751E-5       1.1244980504112209E-10
9.85037435923779E-5       1.1220989392319752E-10
9.893154880768072E-5      1.1196982372726402E-10
9.935935402298352E-5      1.117295944533216E-10
9.978715923828633E-5      1.1148921515559119E-10
1.0021496445358912E-4     1.1124869292370385E-10
1.0064276966889192E-4     1.110080277576596E-10
1.0107057488419474E-4     1.1076721965745841E-10
1.0149838009949755E-4     1.1052626862310034E-10
1.0192618531480036E-4     1.1028517465458531E-10
1.0235399053010316E-4     1.1004393775191339E-10
1.0278179574540597E-4     1.0980256588966493E-10
1.0320960096070879E-4     1.095610654939669E-10
1.0363740617601158E-4     1.0931943656481934E-10
1.0406521139131439E-4     1.0907767910222224E-10
1.0449301660661721E-4     1.0883579310617561E-10
1.0492082182192001E-4     1.0859377857667941E-10
1.0534862703722283E-4     1.0835163551373368E-10
1.0577643225252563E-4     1.0810937110303904E-10
1.0620423746782844E-4     1.0786699099844995E-10
1.0663204268313123E-4     1.076244951999665E-10
1.0705984789843405E-4     1.0738188370758861E-10
1.0748765311373686E-4     1.0713915652131636E-10
1.0791545832903966E-4     1.0689631364114966E-10
1.0834326354434247E-4     1.0665335506708857E-10
1.0877106875964528E-4     1.0641028716141831E-10
1.0919887397494808E-4     1.0616711492619719E-10
1.0962667919025089E-4     1.0592383836142522E-10
1.100544844055537E-4      1.0568045746710238E-10
1.104822896208565E-4      1.0543697224322872E-10
1.1091009483615932E-4     1.0519338268980415E-10
1.1133790005146212E-4     1.0494968880682875E-10
1.1176570526676494E-4     1.0470589627103793E-10
1.1219351048206774E-4     1.0446200939680889E-10
1.1262131569737054E-4     1.0421802818414164E-10
1.1304912091267334E-4     1.0397395263303618E-10
1.1347692612797616E-4     1.0372978274349254E-10
1.1390473134327895E-4     1.0348551851551064E-10
1.1433253655858176E-4     1.0324115994909054E-10
1.1476034177388458E-4     1.0299671197459504E-10
1.1518814698918738E-4     1.027521783812361E-10
1.1561595220449018E-4     1.025075591690137E-10
1.16043757419793E-4       1.0226285433792786E-10
1.1647156263509581E-4     1.0201806388797862E-10
1.1689936785039863E-4     1.0177318781916588E-10
1.1732717306570143E-4     1.0152822613148972E-10
1.1775497828100424E-4     1.0128318315552532E-10
1.1818278349630703E-4     1.0103806212898548E-10
1.1861058871160983E-4     1.0079286305187018E-10
1.1903839392691265E-4     1.0054758592417948E-10
1.1946619914221545E-4     1.0030223074591339E-10
1.1989400435751825E-4     1.0005679751707182E-10
1.2032180957282107E-4     9.981128623765485E-11
1.2074961478812388E-4     9.956570064961967E-11
1.2117742000342669E-4     9.932004351062536E-11
1.2160522521872949E-4     9.907431482067191E-11
1.2203303043403229E-4     9.882851457975937E-11
1.2246083564933512E-4     9.858264278788771E-11
1.2288864086463792E-4     9.833669944505688E-11
1.2331644607994072E-4     9.809068455126697E-11
1.2374425129524352E-4     9.784460131569561E-11
1.2417205651054633E-4     9.759845206744398E-11
1.2459986172584913E-4     9.735223680651207E-11
1.2502766694115193E-4     9.710595553289988E-11
1.2545547215645473E-4     9.685960824660745E-11
1.2588327737175756E-4     9.661319494763472E-11
1.2631108258706036E-4     9.636671563598171E-11
1.267388878023632E-4      9.61201730426192E-11
1.2716669301766597E-4     9.587356911448401E-11
1.2759449823296877E-4     9.562690385157612E-11
1.280223034482716E-4      9.538017725389556E-11
1.284501086635744E-4      9.513338932144236E-11
1.288779138788772E-4      9.488654005421646E-11
1.2930571909418E-4        9.463962945221789E-11
1.297335243094828E-4      9.439265981879646E-11
1.301613295247856E-4      9.414563276104188E-11
1.305891347400884E-4      9.389854827895413E-11
1.310169399553912E-4      9.365140637253324E-11
1.3144474517069401E-4     9.340420704177921E-11
1.3187255038599684E-4     9.315695028669201E-11
1.3230035560129964E-4     9.290963610727167E-11
1.3272816081660245E-4     9.266226641000623E-11
1.3315596603190525E-4     9.241484253782354E-11
1.3358377124720805E-4     9.216736449072359E-11
1.3401157646251088E-4     9.191983226870639E-11
1.3443938167781368E-4     9.167224587177196E-11
1.3486718689311648E-4     9.142460529992023E-11
1.3529499210841929E-4     9.117691055315129E-11
1.357227973237221E-4      9.09291632470324E-11
1.361506025390249E-4      9.068136444086424E-11
1.365784077543277E-4      9.043351413464676E-11
1.370062129696305E-4      9.018561232838E-11
1.374340181849333E-4      8.993765902206401E-11
1.378618234002361E-4      8.968965421569869E-11
1.382896286155389E-4      8.944159790928409E-11
1.387174338308417E-4      8.919349138069507E-11
1.391452390461445E-4      8.894533555121752E-11
1.395730442614473E-4      8.869713042085139E-11
1.4000084947675013E-4     8.844887598959672E-11
1.4042865469205294E-4     8.820057225745353E-11
1.4085645990735574E-4     8.795221922442176E-11
1.4128426512265854E-4     8.770381689050145E-11
1.4171207033796137E-4     8.745536635183246E-11
1.4213987555326417E-4     8.720686833757482E-11
1.4256768076856697E-4     8.695832284772849E-11
1.4299548598386977E-4     8.670972988229353E-11
1.4342329119917258E-4     8.646108944126993E-11
1.4385109641447538E-4     8.621240152465765E-11
1.442789016297782E-4      8.59636661324567E-11
1.44706706845081E-4       8.571488413780898E-11
1.451345120603838E-4      8.546605619118478E-11
1.4556231727568659E-4     8.521718229258408E-11
1.4599012249098941E-4     8.496826244200687E-11
1.4641792770629222E-4     8.471929663945319E-11
1.46845732921595E-4       8.447028488492299E-11
1.4727353813689782E-4     8.422122717841632E-11
1.4770134335220065E-4     8.39721242608061E-11
1.4812914856750345E-4     8.372297671430632E-11
1.4855695378280625E-4     8.347378453891694E-11
1.4898475899810905E-4     8.322454773463796E-11
1.4941256421341186E-4     8.297526630146947E-11
1.4984036942871466E-4     8.272594023941133E-11
1.502681746440175E-4      8.247656954846363E-11
1.5069597985932032E-4     8.222715486944279E-11
1.511237850746231E-4      8.197769675941144E-11
1.515515902899259E-4      8.172819521836955E-11
1.5197939550522872E-4     8.147865024631711E-11
1.5240720072053152E-4     8.12290618432542E-11
1.5283500593583433E-4     8.09794300091807E-11
1.5326281115113713E-4     8.072975474409671E-11
1.5369061636643996E-4     8.048003662974755E-11
1.5411842158174273E-4     8.023027623941976E-11
1.5454622679704553E-4     7.998047357311331E-11
1.5497403201234834E-4     7.973062863082821E-11
1.5540183722765116E-4     7.948074141256447E-11
1.5582964244295397E-4     7.923081191832208E-11
1.5625744765825677E-4     7.898084014810104E-11
1.566852528735596E-4      7.873082666250165E-11
1.571130580888624E-4      7.848077209732916E-11
1.5754086330416517E-4     7.823067645258361E-11
1.57968668519468E-4       7.798053972826499E-11
1.583964737347708E-4      7.77303619243733E-11
1.588242789500736E-4      7.748014304090853E-11
1.592520841653764E-4      7.722988307787068E-11
1.596798893806792E-4      7.697958262348754E-11
1.60107694595982E-4       7.672924240754808E-11
1.6053549981128481E-4     7.64788624300523E-11
1.6096330502658764E-4     7.62284426910002E-11
1.6139111024189047E-4     7.597798319039182E-11
1.6181891545719325E-4     7.572748392822708E-11
1.6224672067249608E-4     7.547694490450605E-11
1.6267452588779888E-4     7.522636677036405E-11
1.6310233110310168E-4     7.497575038870127E-11
1.6353013631840448E-4     7.472509575951773E-11
1.6395794153370728E-4     7.447440288281346E-11
1.6438574674901009E-4     7.422367175858843E-11
1.6481355196431292E-4     7.39729023868426E-11
1.6524135717961572E-4     7.372209476757606E-11
1.6566916239491852E-4     7.347124965374971E-11
1.6609696761022132E-4     7.322036807688031E-11
1.665247728255241E-4      7.296945003696785E-11
1.6695257804082692E-4     7.271849553401233E-11
1.6738038325612973E-4     7.24675045680138E-11
1.6780818847143253E-4     7.22164771389722E-11
1.6823599368673533E-4     7.196541324688754E-11
1.6866379890203816E-4     7.171431378377394E-11
1.6909160411734093E-4     7.146317998338002E-11
1.6951940933264374E-4     7.121201184570575E-11
1.6994721454794657E-4     7.096080937075114E-11
1.7037501976324937E-4     7.070957255851622E-11
1.7080282497855217E-4     7.045830140900093E-11
1.7123063019385497E-4     7.020699592220532E-11
1.716584354091578E-4      6.995565716455049E-11
1.7208624062446057E-4     6.970428660407751E-11
1.7251404583976338E-4     6.945288424078642E-11
1.7294185105506618E-4     6.920145007467721E-11
1.73369656270369E-4       6.894998410574988E-11
1.737974614856718E-4      6.869848633400441E-11
1.742252667009746E-4      6.844695675944082E-11
1.7465307191627744E-4     6.819539665657974E-11
1.7508087713158024E-4     6.794380775824604E-11
1.7550868234688304E-4     6.769219006443968E-11
1.7593648756218587E-4     6.744054357516069E-11
1.7636429277748868E-4     6.718886829040906E-11
1.767920979927915E-4      6.693716421018478E-11
1.772199032080943E-4      6.668543133448786E-11
1.776477084233971E-4      6.643367117804215E-11
1.780755136386999E-4      6.618188576727745E-11
1.785033188540027E-4      6.593007510219377E-11
1.7893112406930551E-4     6.567823918279114E-11
1.793589292846083E-4      6.542637800906956E-11
1.7978673449991112E-4     6.517449158102896E-11
1.802145397152139E-4      6.492257989866942E-11
1.806423449305167E-4      6.46706447473802E-11
1.810701501458195E-4      6.441868847426724E-11
1.8149795536112233E-4     6.416671107933049E-11
1.8192576057642513E-4     6.391471256256999E-11
1.8235356579172793E-4     6.366269292398576E-11
1.8278137100703073E-4     6.341065216357772E-11
1.8320917622233353E-4     6.315859028134596E-11
1.8363698143763634E-4     6.290650936209123E-11
1.8406478665293914E-4     6.265441209885843E-11
1.8449259186824194E-4     6.240229849164759E-11
1.8492039708354474E-4     6.215016854045869E-11
1.8534820229884757E-4     6.189802224529175E-11
1.8577600751415034E-4     6.164585960614672E-11
1.8620381272945317E-4     6.139368062302366E-11
1.86631617944756E-4       6.114148770710339E-11
1.870594231600588E-4      6.088928392076495E-11
1.874872283753616E-4      6.063706926400836E-11
1.879150335906644E-4      6.038484373683362E-11
1.8834283880596726E-4     6.013260733924073E-11
1.8877064402127007E-4     5.988036007122967E-11
1.8919844923657287E-4     5.962810193280048E-11
1.8962625445187567E-4     5.93758356866444E-11
1.9005405966717847E-4     5.912356478595601E-11
1.9048186488248125E-4     5.887128923073532E-11
1.9090967009778408E-4     5.861900902098234E-11
1.9133747531308685E-4     5.836672415669707E-11
1.9176528052838965E-4     5.8114434637879483E-11
1.9219308574369245E-4     5.7862140464529596E-11
1.9262089095899528E-4     5.7609844774090515E-11
1.9304869617429806E-4     5.735755143008897E-11
1.9347650138960086E-4     5.7105260432525E-11
1.939043066049037E-4      5.6852971781398575E-11
1.943321118202065E-4      5.6600685476709724E-11
1.947599170355093E-4      5.634840151845841E-11
1.951877222508121E-4      5.609611990664467E-11
1.9561552746611492E-4     5.584384417476097E-11
1.960433326814177E-4      5.559157861417817E-11
1.964711378967205E-4      5.533932322489626E-11
1.968989431120233E-4      5.5087078006915243E-11
1.973267483273261E-4      5.483484296023514E-11
1.9775455354262893E-4     5.45826180848559E-11
1.9818235875793174E-4     5.433040338077757E-11
1.9861016397323456E-4     5.4078202796855504E-11
1.9903796918853734E-4     5.382602106776282E-11
1.9946577440384014E-4     5.357385819349949E-11
1.9989357961914297E-4     5.332171417406554E-11
2.0032138483444577E-4     5.306958900946099E-11
2.0074919004974857E-4     5.281748269968578E-11
2.0117699526505138E-4     5.256539524473997E-11
2.0160480048035418E-4     5.23133310261222E-11
2.02032605695657E-4       5.20612952351814E-11
2.024604109109598E-4      5.1809287871917566E-11
2.0288821612626264E-4     5.1557308936330705E-11
2.0331602134156544E-4     5.130535842842083E-11
2.0374382655686824E-4     5.105343634818791E-11
2.0417163177217107E-4     5.0801542695631967E-11
2.0459943698747387E-4     5.054968230010607E-11
2.0502724220277665E-4     5.0297860820886035E-11
2.0545504741807945E-4     5.0046078257971844E-11
2.0588285263338225E-4     4.9794334611363515E-11
2.0631065784868508E-4     4.9542629881061054E-11
2.0673846306398786E-4     4.929096406706443E-11
2.0716626827929066E-4     4.903933716937367E-11
2.0759407349459349E-4     4.8787754478296545E-11
2.080218787098963E-4      4.853622213014098E-11
2.084496839251991E-4      4.8284740124907E-11
2.0887748914050192E-4     4.80333084625946E-11
2.0930529435580472E-4     4.7781927143203785E-11
2.0973309957110755E-4     4.753059616673453E-11
2.1016090478641035E-4     4.727931553318686E-11
2.1058871000171318E-4     4.7028091004787716E-11
2.1101651521701598E-4     4.677692920180348E-11
2.1144432043231876E-4     4.6525830124234104E-11
2.118721256476216E-4      4.6274793772079624E-11
2.1229993086292436E-4     4.602382014534005E-11
2.127277360782272E-4      4.5772909244015334E-11
2.1315554129353E-4        4.552206106810552E-11
2.1358334650883282E-4     4.527128186055124E-11
2.140111517241356E-4      4.502057873031118E-11
2.144389569394384E-4      4.4769951677385333E-11
2.1486676215474123E-4     4.4519400701773693E-11
2.1529456737004406E-4     4.426892580347628E-11
2.1572237258534683E-4     4.4018526982493055E-11
2.1615017780064966E-4     4.3768204238824057E-11
2.1657798301595246E-4     4.351796430272917E-11
2.1700578823125526E-4     4.326781477437926E-11
2.1743359344655804E-4     4.301775565377432E-11
2.1786139866186087E-4     4.276778694091437E-11
2.1828920387716367E-4     4.2517908635799414E-11
2.1871700909246647E-4     4.226812073842942E-11
2.1914481430776927E-4     4.2018423248804414E-11
2.1957261952307208E-4     4.176882338889474E-11
2.2000042473837488E-4     4.151932925038411E-11
2.2042822995367768E-4     4.126994083327252E-11
2.2085603516898048E-4     4.102065813755998E-11
2.212838403842833E-4      4.0771481163246505E-11
2.2171164559958608E-4     4.0522409910332046E-11
2.2213945081488891E-4     4.0273444378816646E-11
2.2256725603019174E-4     4.0024592284550204E-11
2.2299506124549454E-4     3.977586220879545E-11
2.2342286646079735E-4     3.9527254151552383E-11
2.2385067167610018E-4     3.9278768112821E-11
2.24278476891403E-4       3.9030404092601326E-11
2.247062821067058E-4      3.878216209089331E-11
2.251340873220086E-4      3.8534042107697005E-11
2.2556189253731144E-4     3.828605235267287E-11
2.259896977526142E-4      3.803820189249859E-11
2.2641750296791701E-4     3.779049072717414E-11
2.2684530818321982E-4     3.754291885669954E-11
2.2727311339852262E-4     3.72954862810748E-11
2.2770091861382545E-4     3.704819300029988E-11
2.2812872382912825E-4     3.6801039014374826E-11
2.2855652904443108E-4     3.655403302446068E-11
2.2898433425973385E-4     3.63071845762552E-11
2.2941213947503665E-4     3.606049366975838E-11
2.2983994469033948E-4     3.581396030497022E-11
2.3026774990564229E-4     3.5567584481890727E-11
2.306955551209451E-4      3.532136620051989E-11
2.311233603362479E-4      3.507530546085772E-11
2.3155116555155072E-4     3.482941145101157E-11
2.319789707668535E-4      3.4583694187081247E-11
2.324067759821563E-4      3.4338153669066746E-11
2.328345811974591E-4      3.409278989696805E-11
2.3326238641276193E-4     3.3847602870785196E-11
2.336901916280647E-4      3.3602592590518154E-11
2.3411799684336753E-4     3.3357759056166934E-11
2.3454580205867033E-4     3.311311193599195E-11
2.3497360727397316E-4     3.2868661705666644E-11
2.354014124892759E-4      3.2624408365191004E-11
2.3582921770457876E-4     3.238035191456503E-11
2.3625702291988157E-4     3.213649235378874E-11
2.3668482813518437E-4     3.18928296828621E-11
2.3711263335048717E-4     3.164936390178513E-11
2.3754043856578997E-4     3.1406105149947054E-11
2.3796824378109277E-4     3.1163064349570705E-11
2.3839604899639558E-4     3.0920241500656066E-11
2.3882385421169838E-4     3.067763660320317E-11
2.3925165942700118E-4     3.0435249657212016E-11
2.39679464642304E-4       3.019308066268257E-11
2.401072698576068E-4      2.995112961961486E-11
2.4053507507290964E-4     2.970940712728352E-11
2.4096288028821244E-4     2.946792453926536E-11
2.4139068550351524E-4     2.922668185556038E-11
2.4181849071881805E-4     2.8985679076168586E-11
2.4224629593412085E-4     2.8744916201089982E-11
2.426741011494237E-4      2.8504393230324546E-11
2.431019063647265E-4      2.82641101638723E-11
2.4352971158002933E-4     2.8024078047451344E-11
2.439575167953321E-4      2.7784308648648543E-11
2.443853220106349E-4      2.7544801967463897E-11
2.448131272259377E-4      2.730555800389741E-11
2.452409324412405E-4      2.706657675794909E-11
2.456687376565433E-4      2.6827858229618912E-11
2.460965428718461E-4      2.6589402418906906E-11
2.46524348087149E-4       2.6351220802353835E-11
2.469521533024517E-4      2.6113325542099743E-11
2.473799585177545E-4      2.5875716638144627E-11
2.478077637330573E-4      2.5638394090488494E-11
2.482355689483602E-4      2.5401357899131344E-11
2.48663374163663E-4       2.516460806407317E-11
2.490911793789658E-4      2.4928144585313974E-11
2.495189845942686E-4      2.469197935244709E-11
2.499467898095714E-4      2.4456124900628442E-11
2.503745950248742E-4      2.4220581229858022E-11
2.50802400240177E-4       2.3985348340135843E-11
2.5123020545547985E-4     2.37504262314619E-11
2.5165801067078265E-4     2.3515814903836184E-11
2.5208581588608545E-4     2.3281514357258706E-11
