% Model:              PLacek_MembTVNJ_ArticleDims_Rh100um_hg10um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:39
% Dimension:          1
% Nodes:              1801
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(xi)
1.665644719250143E-5      2.3303022736741382E-11
1.6826516069296195E-5     2.3297298604118872E-11
1.6996584946090956E-5     2.329151707119646E-11
1.716665382288572E-5      2.3285678137974157E-11
1.733672269968048E-5      2.3279781804451947E-11
1.7506791576475244E-5     2.327382813619988E-11
1.7676860453270008E-5     2.3267817206899886E-11
1.7846929330064768E-5     2.3261749016551962E-11
1.8016998206859532E-5     2.325562356515611E-11
1.8187067083654292E-5     2.3249440852712334E-11
1.8357135960449056E-5     2.324320087922063E-11
1.852720483724382E-5      2.3236903714317273E-11
1.8697273714038584E-5     2.3230549435714435E-11
1.8867342590833344E-5     2.3224138043412118E-11
1.9037411467628108E-5     2.3217669537410323E-11
1.9207480344422872E-5     2.3211143917709053E-11
1.9377549221217633E-5     2.3204561184308304E-11
1.9547618098012396E-5     2.319792141089794E-11
1.9717686974807157E-5     2.3191224679217538E-11
1.9887755851601917E-5     2.3184470989267115E-11
2.005782472839668E-5      2.317766034104666E-11
2.0227893605191438E-5     2.317079273455618E-11
2.0397962481986202E-5     2.316386816979567E-11
2.0568031358780966E-5     2.3156886724492918E-11
2.073810023557573E-5      2.3149848484412433E-11
2.090816911237049E-5      2.3142753449554206E-11
2.1078237989165254E-5     2.3135601619918242E-11
2.1248306865960018E-5     2.3128392995504537E-11
2.141837574275478E-5      2.3121127576313097E-11
2.1588444619549542E-5     2.3113805444096027E-11
2.1758513496344303E-5     2.3106426688638106E-11
2.1928582373139063E-5     2.3098991309939337E-11
2.2098651249933827E-5     2.3091499307999716E-11
2.2268720126728584E-5     2.3083950682819254E-11
2.2438789003523348E-5     2.3076345434397934E-11
2.2608857880318112E-5     2.306868364850032E-11
2.2778926757112876E-5     2.3060965418924197E-11
2.2948995633907636E-5     2.305319074566957E-11
2.3119064510702397E-5     2.3045359628736433E-11
2.3289133387497164E-5     2.303747206812479E-11
2.3459202264291924E-5     2.302952806383464E-11
2.3629271141086688E-5     2.3021527705628953E-11
2.379934001788145E-5      2.3013471091312685E-11
2.396940889467621E-5      2.3005358220885838E-11
2.4139477771470973E-5     2.299718909434841E-11
2.4309546648265737E-5     2.2988963711700404E-11
2.4479615525060497E-5     2.2980682072941818E-11
2.464968440185526E-5      2.2972344271821442E-11
2.481975327865002E-5      2.2963950410144514E-11
2.4989822155444785E-5     2.2955500487911034E-11
2.515989103223955E-5      2.2946994505121006E-11
2.532995990903431E-5      2.2938432461774424E-11
2.5500028785829074E-5     2.2929814357871292E-11
