% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:09
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(p)
0                         0.0274689790394785
4.2016806722688943E-7     0.027468274928655233
8.403361344537784E-7      0.0274674303717235
1.260504201680668E-6      0.027466445368683305
1.6806722689075569E-6     0.027465319919534652
2.1008403361344462E-6     0.02746405402427754
2.521008403361336E-6      0.02746264768291196
2.941176470588225E-6      0.02746110089543792
3.361344537815116E-6      0.02745904250105436
3.781512605042006E-6      0.027456717746926693
4.2016806722688975E-6     0.02745412663305489
4.621848739495788E-6      0.02745126915943898
5.0420168067226796E-6     0.027448145326078952
5.46218487394957E-6       0.027444755132974803
5.882352941176461E-6      0.02744109858012653
6.302521008403353E-6      0.02743714016318565
6.722689075630246E-6      0.027432925802934435
7.1428571428571385E-6     0.02742845549937286
7.563025210084031E-6      0.027423729252500945
7.983193277310924E-6      0.027418747062318696
8.403361344537817E-6      0.027413508928826092
8.823529411764708E-6      0.027408014852023144
9.2436974789916E-6        0.027402199235152788
9.66386554621849E-6       0.02739613108067717
1.0084033613445381E-5     0.02738981038859628
1.0504201680672271E-5     0.027383237158910126
1.0924369747899162E-5     0.02737641139161871
1.1344537815126054E-5     0.027369333086722028
1.1764705882352944E-5     0.027362002244220075
1.2184873949579835E-5     0.027354361542235656
1.2605042016806726E-5     0.02734647762618362
1.3025210084033616E-5     0.027338350496063955
1.3445378151260506E-5     0.02732998015187667
1.3865546218487399E-5     0.02732136659362177
1.4285714285714289E-5     0.027312509821299246
1.470588235294118E-5      0.027303409834909097
1.5126050420168068E-5     0.02729401913162975
1.5546218487394955E-5     0.027284388742294677
1.5966386554621844E-5     0.02727451866690385
1.638655462184873E-5      0.027264408905457303
1.6806722689075617E-5     0.02725405945795502
1.7226890756302507E-5     0.027243470324396994
1.7647058823529393E-5     0.027232641504783238
1.8067226890756286E-5     0.027221583818074616
1.8487394957983176E-5     0.027210291830821593
1.8907563025210073E-5     0.027198765543024153
1.9327731092436962E-5     0.02718700495468231
1.974789915966386E-5      0.027175010065796066
2.0168067226890752E-5     0.02716278087636541
2.0588235294117642E-5     0.027150317386390347
2.1008403361344535E-5     0.027137649607766334
2.1428571428571425E-5     0.027124765403277778
2.1848739495798315E-5     0.027111664772924673
2.2268907563025204E-5     0.02709834771670703
2.2689075630252094E-5     0.02708481423462485
2.3109243697478987E-5     0.027071064326678117
2.3529411764705877E-5     0.027057097992866846
2.394957983193277E-5      0.027042926426600757
2.436974789915966E-5      0.027028556047474034
2.478991596638655E-5      0.02701398685548667
2.521008403361344E-5      0.026999218850638683
2.5630252100840332E-5     0.02698425203293006
2.6050420168067226E-5     0.0269690864023608
2.6470588235294115E-5     0.026953721958930907
2.6890756302521005E-5     0.02693819587536252
2.7310924369747895E-5     0.026922489324718267
2.7731092436974788E-5     0.026906602306998133
2.8151260504201674E-5     0.02689053482220214
2.8571428571428567E-5     0.02687428687033027
2.899159663865546E-5      0.02685785845138253
2.941176470588235E-5      0.026841249565358917
2.983193277310924E-5      0.02682444021036206
3.025210084033613E-5      0.026807498273213534
3.067226890756302E-5      0.02679042375391333
3.109243697478991E-5      0.026773216652461462
3.1512605042016806E-5     0.026755876968857926
3.1932773109243696E-5     0.026738404703102715
3.2352941176470585E-5     0.026720799855195834
3.2773109243697475E-5     0.02670289422101337
3.3193277310924365E-5     0.026684894813718996
3.3613445378151255E-5     0.0266668016333127
3.4033613445378144E-5     0.026648614679794503
3.445378151260504E-5      0.026630333953164387
3.487394957983193E-5      0.02661195945342236
3.529411764705882E-5      0.026593491180568425
3.571428571428571E-5      0.026574771281589884
3.61344537815126E-5       0.02655598231533894
3.6554621848739496E-5     0.026537124281815577
3.697478991596638E-5      0.026518197181019807
3.7394957983193276E-5     0.02649920101295163
3.781512605042017E-5      0.02648013577761104
3.8235294117647055E-5     0.02646100147499804
3.8655462184873945E-5     0.026441661375098336
3.907563025210084E-5      0.02642229901778722
3.949579831932773E-5      0.026402914403064675
3.991596638655462E-5      0.02638350753093072
4.033613445378151E-5      0.02636407840138535
4.075630252100841E-5      0.026344627014428558
4.11764705882353E-5       0.026325153370060344
4.1596638655462194E-5     0.026305467699648262
4.2016806722689084E-5     0.026285810585284987
4.2436974789915967E-5     0.026266182026970494
4.285714285714286E-5      0.026246582024704812
4.327731092436975E-5      0.02622701057848793
4.369747899159664E-5      0.026207467688319847
4.411764705882353E-5      0.02618795335420056
4.453781512605042E-5      0.026168266255687696
4.495798319327731E-5      0.026148663148434476
4.53781512605042E-5       0.026129144032440883
4.5798319327731085E-5     0.026109708907706933
4.621848739495798E-5      0.026090357774232627
4.6638655462184864E-5     0.026071090632017953
4.7058823529411754E-5     0.02605190748106292
4.747899159663865E-5      0.026032587656948658
4.789915966386554E-5      0.026013422576111382
4.831932773109242E-5      0.025994412238551076
4.873949579831932E-5      0.025975556644267754
4.915966386554621E-5      0.025956855793261416
4.95798319327731E-5       0.025938309685532054
4.999999999999999E-5      0.025919918321079673
5.042016806722688E-5      0.0259014077110021
5.0840336134453775E-5     0.02588313787061898
5.1260504201680665E-5     0.02586510879993031
5.1680672268907555E-5     0.025847320498936104
5.210084033613445E-5      0.025829772967636357
5.252100840336134E-5      0.025812466206031066
5.294117647058823E-5      0.025795400214120225
5.336134453781512E-5      0.02577822652993919
5.378151260504201E-5      0.025761397596801038
5.420168067226891E-5      0.025744913414705743
5.462184873949579E-5      0.02572877398365333
5.5042016806722686E-5     0.02571297930364379
5.546218487394958E-5      0.025697529374677126
5.5882352941176466E-5     0.025682424196753335
5.6302521008403355E-5     0.025667213623109426
5.6722689075630245E-5     0.02565247381174933
5.714285714285714E-5      0.025638204762673027
5.7563025210084025E-5     0.025624406475880535
5.798319327731092E-5      0.025611078951371855
5.840336134453782E-5      0.02559822218914697
5.88235294117647E-5       0.02558583618920589
5.92436974789916E-5       0.025573332013687285
5.966386554621848E-5      0.025561451957822293
6.008403361344538E-5      0.025550196021610887
6.050420168067226E-5      0.0255395642050531
6.0924369747899156E-5     0.02552955650814892
6.134453781512605E-5      0.025520172930898342
6.176470588235294E-5      0.02551141347330137
6.218487394957983E-5      0.025502494919718628
6.260504201680672E-5      0.02549438944524758
6.302521008403361E-5      0.025487097049888215
6.34453781512605E-5       0.025480617733640548
6.386554621848739E-5      0.02547495149650457
6.428571428571429E-5      0.02547009833848028
6.470588235294117E-5      0.025466058259567676
6.512605042016805E-5      0.025461761168004544
6.554621848739495E-5      0.025458516459984478
6.596638655462185E-5      0.025456324135507462
6.638655462184873E-5      0.02545518419457352
6.680672268907563E-5      0.025455096637182633
6.722689075630252E-5      0.025456061463334803
6.76470588235294E-5       0.02545807867303004
6.806722689075629E-5      0.0254596355595492
6.848739495798319E-5      0.025462561332866784
6.890756302521008E-5      0.025466855992982772
6.932773109243696E-5      0.02547251953989718
6.974789915966386E-5      0.02547955197361001
7.016806722689076E-5      0.02548795329412125
7.058823529411764E-5      0.025497723501430907
7.100840336134452E-5      0.025506636460513966
7.142857142857142E-5      0.025517356243827373
7.184873949579832E-5      0.025529882851371106
7.22689075630252E-5       0.025544216283145186
7.26890756302521E-5       0.025560356539149606
7.310924369747899E-5      0.025578303619384367
7.352941176470588E-5      0.025598057523849464
7.394957983193276E-5      0.02561633671135337
7.436974789915967E-5      0.025637017544284144
7.478991596638655E-5      0.025660100022641772
7.521008403361343E-5      0.02568558414642628
7.563025210084034E-5      0.02571346991563766
7.605042016806723E-5      0.0257437573302759
7.647058823529412E-5      0.025776446390341008
7.689075630252102E-5      0.02580680433839031
7.73109243697479E-5       0.025840351799952338
7.773109243697479E-5      0.02587708877502706
7.815126050420167E-5      0.025917015263614503
7.857142857142857E-5      0.025960131265714656
7.899159663865546E-5      0.026006436781327517
7.941176470588235E-5      0.026055931810453094
7.983193277310923E-5      0.026102318504058118
8.025210084033613E-5      0.02615243729210799
8.067226890756302E-5      0.02620628817460271
8.10924369747899E-5       0.026263871151542276
8.151260504201682E-5      0.026325186222926695
8.19327731092437E-5       0.02639023338875596
8.23529411764706E-5       0.026459012649030077
8.277310924369749E-5      0.02652812995696834
8.319327731092437E-5      0.026600126209827477
8.361344537815127E-5      0.026675001407607476
8.403361344537815E-5      0.026752755550308354
8.445378151260505E-5      0.026833388637930108
8.487394957983195E-5      0.026916900670472723
8.529411764705883E-5      0.027003291647936214
8.571428571428573E-5      0.027094414622512837
8.613445378151261E-5      0.027186054144978128
8.655462184873949E-5      0.027278210215332055
8.697478991596639E-5      0.027370882833574653
8.739495798319329E-5      0.0274640719997059
8.781512605042018E-5      0.02755777771372581
8.823529411764706E-5      0.02765199997563437
8.865546218487395E-5      0.02775019341803227
8.907563025210084E-5      0.02784199946834845
8.949579831932774E-5      0.027927418126582882
8.991596638655461E-5      0.028006449392735593
9.033613445378152E-5      0.028079093266806576
9.075630252100842E-5      0.02814534974879582
9.11764705882353E-5       0.028205218838703333
9.15966386554622E-5       0.02826541730994528
9.201680672268908E-5      0.028304344314323326
9.243697478991596E-5      0.028321999851837466
9.285714285714286E-5      0.028318383922487707
9.327731092436976E-5      0.028293496526274046
9.369747899159665E-5      0.02824733766319648
9.411764705882353E-5      0.02817990733325501
9.453781512605042E-5      0.028098221415376885
9.495798319327731E-5      0.027979153136997576
9.53781512605042E-5       0.027822702498117063
9.57983193277311E-5       0.02762886949873537
9.621848739495799E-5      0.027397654138852486
9.663865546218487E-5      0.027129056418468404
9.705882352941177E-5      0.026823076337583133
9.747899159663867E-5      0.026499810419692515
9.789915966386555E-5      0.02614438096431979
9.831932773109245E-5      0.02575678797146494
9.873949579831933E-5      0.025337031441127984
9.915966386554623E-5      0.024885111373308913
9.957983193277312E-5      0.024401027768007722
1.0E-4                    0.023884780625224426
1.004264392324094E-4      0.023344705585455504
1.0085287846481877E-4     0.022806846978387266
1.0127931769722815E-4     0.022271204804019708
1.0170575692963754E-4     0.021737779062352827
1.0213219616204692E-4     0.021206569753386636
1.025586353944563E-4      0.020677576877121115
1.0298507462686569E-4     0.02015080043355628
1.0341151385927508E-4     0.0196150061839026
1.0383795309168445E-4     0.019088729346743917
1.0426439232409383E-4     0.01857196992208023
1.0469083155650321E-4     0.018064727909911545
1.0511727078891259E-4     0.01756700331023786
1.0554371002132197E-4     0.017078796123059174
1.0597014925373135E-4     0.016600106348375488
1.0639658848614073E-4     0.016115639285220095
1.0682302771855012E-4     0.015634507539275932
1.0724946695095948E-4     0.015156711110542986
1.0767590618336888E-4     0.014682249999021265
1.0810234541577824E-4     0.014211124204710775
1.0852878464818763E-4     0.0137433337276115
1.0895522388059701E-4     0.013278878567723454
1.093816631130064E-4      0.012804966865657087
1.0980810234541578E-4     0.012328622858462892
1.1023454157782515E-4     0.011849846546140868
1.1066098081023454E-4     0.011368637928691016
1.1108742004264393E-4     0.010884997006113341
1.115138592750533E-4      0.010398923778407836
1.1194029850746269E-4     0.009910418245574502
1.1236673773987208E-4     0.00941708163838919
1.1279317697228145E-4     0.008920152994923696
1.1321961620469083E-4     0.008419632315178022
1.1364605543710021E-4     0.00791551959915217
1.1407249466950959E-4     0.007407814846846142
1.1449893390191897E-4     0.006896518058259931
1.1492537313432836E-4     0.006381629233393542
1.1535181236673775E-4     0.005862086137196987
1.1577825159914712E-4     0.005338893544740663
1.162046908315565E-4      0.004812051456024568
1.1663113006396588E-4     0.0042815598710487035
1.1705756929637526E-4     0.0037474187898130715
1.1748400852878464E-4     0.0032096282123176677
1.1791044776119402E-4     0.0026681881385624954
1.1833688699360342E-4     0.00212320196969151
1.187633262260128E-4      0.0015748625497058679
1.1918976545842218E-4     0.0010231698786055687
1.1961620469083157E-4     4.681239563906122E-4
1.2004264392324095E-4     -9.027521693900036E-5
1.2046908315565034E-4     -6.520276413832706E-4
1.2089552238805972E-4     -0.0012171333169421973
1.2132196162046911E-4     -0.0017853411745614954
1.2174840085287848E-4     -0.0023566786549582192
1.2217484008528786E-4     -0.0029311457581323672
1.2260127931769724E-4     -0.003508742484083942
1.2302771855010662E-4     -0.0040894688328129425
1.23454157782516E-4       -0.004673324804319367
1.2388059701492538E-4     -0.005260310398603218
1.2430703624733477E-4     -0.005849913731681346
1.2473347547974415E-4     -0.006442325292838494
1.2515991471215353E-4     -0.007037545082074661
1.255863539445629E-4      -0.00763557309938985
1.260127931769723E-4      -0.008236409344784059
1.2643923240938167E-4     -0.008840053818257287
1.2686567164179105E-4     -0.009446506519809536
1.2729211087420043E-4     -0.010055819359376541
1.2771855010660981E-4     -0.010667632456616491
1.281449893390192E-4      -0.011281945811529382
1.2857142857142858E-4     -0.011898759424115214
1.2899786780383796E-4     -0.012518073294373992
1.2942430703624734E-4     -0.013139887422305709
1.2985074626865672E-4     -0.01376420180791037
1.302771855010661E-4      -0.014390942236302823
1.3070362473347548E-4     -0.015020020628939212
1.3113006396588486E-4     -0.015651436985819542
1.3155650319829424E-4     -0.016285191306943815
1.3198294243070362E-4     -0.01692128359231203
1.32409381663113E-4       -0.017559713841924188
1.3283582089552239E-4     -0.018200482055780284
1.3326226012793177E-4     -0.018843220821400542
1.3368869936034115E-4     -0.019488016660539127
1.3411513859275053E-4     -0.020134869573196035
1.345415778251599E-4      -0.02078377955937128
1.349680170575693E-4      -0.021434746619064846
1.3539445628997867E-4     -0.02208777075227674
1.3582089552238805E-4     -0.02274285195900696
1.3624733475479743E-4     -0.023400138443924325
1.3667377398720682E-4     -0.02405919496882145
1.371002132196162E-4      -0.02472002153369832
1.3752665245202558E-4     -0.025382618138554948
1.3795309168443496E-4     -0.026046984783391333
1.3837953091684434E-4     -0.026713121468207465
1.3880597014925372E-4     -0.02738102819300335
1.392324093816631E-4      -0.02805083342091374
1.3965884861407248E-4     -0.028722238783869845
1.4008528784648186E-4     -0.02939524428187165
1.4051172707889124E-4     -0.03006984991491917
1.4093816631130063E-4     -0.030746055683012412
1.4136460554371E-4        -0.03142386158615135
1.417910447761194E-4      -0.032103267624336
1.422174840085288E-4      -0.03278423361532374
1.4264392324093815E-4     -0.03346656579169623
1.4307036247334753E-4     -0.03415026415345346
1.4349680170575694E-4     -0.03483532870059542
1.4392324093816635E-4     -0.03552175943312214
