% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 21 2025, 14:31
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(w2)
1.4946695095948827E-4     2.716445623367334E-13
1.4989339019189766E-4     2.7254059425253904E-13
1.5031982942430704E-4     2.734336053857323E-13
1.5074626865671642E-4     2.743235957363133E-13
1.511727078891258E-4      2.752101786246603E-13
1.5159914712153518E-4     2.76092880597564E-13
1.5202558635394456E-4     2.769717016550242E-13
1.5245202558635394E-4     2.778466417970411E-13
1.5287846481876332E-4     2.7871770102361463E-13
1.533049040511727E-4      2.795848793347447E-13
1.5373134328358208E-4     2.804481767304315E-13
1.5415778251599147E-4     2.8130718496031877E-13
1.5458422174840087E-4     2.8216142127597643E-13
1.5501066098081023E-4     2.830108856774045E-13
1.5543710021321964E-4     2.83855578164603E-13
1.5586353944562902E-4     2.846954987375719E-13
1.5628997867803837E-4     2.855306473963111E-13
1.5671641791044778E-4     2.8636102414082076E-13
1.5714285714285716E-4     2.8718620202084857E-13
1.5756929637526654E-4     2.8800569294055423E-13
1.5799573560767592E-4     2.8881949689993764E-13
1.584221748400853E-4      2.8962761389899893E-13
1.5884861407249468E-4     2.90430043937738E-13
1.5927505330490407E-4     2.9122678701615485E-13
1.5970149253731345E-4     2.920178431342496E-13
1.6012793176972283E-4     2.9280276978753627E-13
1.605543710021322E-4      2.935810776431835E-13
1.609808102345416E-4      2.943527667011912E-13
1.6140724946695097E-4     2.9511783696155946E-13
1.6183368869936035E-4     2.9587628842428833E-13
1.6226012793176973E-4     2.966281210893776E-13
1.6268656716417911E-4     2.973733349568275E-13
1.631130063965885E-4      2.9811147536126646E-13
1.6353944562899788E-4     2.9884205597522815E-13
1.6396588486140726E-4     2.9956507679871236E-13
1.6439232409381664E-4     3.002805378317191E-13
1.6481876332622602E-4     3.009884390742486E-13
1.652452025586354E-4      3.016887805263006E-13
1.6567164179104478E-4     3.023815621878753E-13
1.6609808102345416E-4     3.030663208425728E-13
1.6652452025586354E-4     3.0374257751280925E-13
1.6695095948827292E-4     3.044103321985844E-13
1.673773987206823E-4      3.0506958489989845E-13
1.6780383795309169E-4     3.0572033561675145E-13
1.6823027718550107E-4     3.0636258434914313E-13
1.6865671641791045E-4     3.0699633109707373E-13
1.6908315565031983E-4     3.076211078967601E-13
1.695095948827292E-4      3.082364475312848E-13
