% Model:              PLacek_MembTVNJ_ArticleDims_Rh20um_hg5um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 10:54
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(xi)
8.951983407101899E-5      7.292469108783088E-12
8.99476392863218E-5       7.537402416502753E-12
9.037544450162461E-5      7.78202650735568E-12
9.080324971692743E-5      8.026280055999893E-12
9.123105493223023E-5      8.270104494334063E-12
9.165886014753303E-5      8.513499822358182E-12
9.208666536283583E-5      8.75646604007226E-12
9.251447057813863E-5      8.999003147476294E-12
9.294227579344145E-5      9.24111114457028E-12
9.337008100874425E-5      9.482790031354224E-12
9.379788622404705E-5      9.723979381801952E-12
9.422569143934985E-5      9.964621932606286E-12
9.465349665465267E-5      1.0204717683767226E-11
9.508130186995547E-5      1.044426663528477E-11
9.550910708525827E-5      1.0683268787158925E-11
9.593691230056108E-5      1.0921724139389681E-11
9.636471751586388E-5      1.1159632691977047E-11
9.679252273116668E-5      1.139693516884456E-11
9.72203279464695E-5       1.1633575832079527E-11
9.764813316177228E-5      1.1869554681681938E-11
9.80759383770751E-5       1.2104871717651805E-11
9.85037435923779E-5       1.2339526939989125E-11
9.893154880768072E-5      1.2573520348693891E-11
9.935935402298352E-5      1.2806851943766111E-11
9.978715923828633E-5      1.3039463810025873E-11
1.0021496445358912E-4     1.3271301975771163E-11
1.0064276966889192E-4     1.3502366441001974E-11
1.0107057488419474E-4     1.373265720571831E-11
1.0149838009949755E-4     1.3962174269920177E-11
1.0192618531480036E-4     1.4190917633607563E-11
1.0235399053010316E-4     1.4418887296780477E-11
1.0278179574540597E-4     1.4646026972988346E-11
1.0320960096070879E-4     1.4872284671294713E-11
1.0363740617601158E-4     1.5097660391699583E-11
1.0406521139131439E-4     1.532215413420295E-11
1.0449301660661721E-4     1.5545765898804823E-11
1.0492082182192001E-4     1.5768495685505187E-11
1.0534862703722283E-4     1.5990343494304056E-11
1.0577643225252563E-4     1.6211254877391505E-11
1.0620423746782844E-4     1.6431180017992333E-11
1.0663204268313123E-4     1.6650118916106528E-11
1.0705984789843405E-4     1.6868071571734102E-11
1.0748765311373686E-4     1.7085037984875055E-11
1.0791545832903966E-4     1.7301018155529375E-11
1.0834326354434247E-4     1.7516012083697074E-11
1.0877106875964528E-4     1.7729967368514107E-11
1.0919887397494808E-4     1.7942836574147556E-11
1.0962667919025089E-4     1.8154619700597406E-11
1.100544844055537E-4      1.836531674786367E-11
1.104822896208565E-4      1.857492771594635E-11
1.1091009483615932E-4     1.8783452604845435E-11
1.1133790005146212E-4     1.899089141456093E-11
1.1176570526676494E-4     1.9197194001395245E-11
1.1219351048206774E-4     1.9402315489617385E-11
1.1262131569737054E-4     1.9606255879227357E-11
1.1304912091267334E-4     1.9809015170225156E-11
1.1347692612797616E-4     2.0010593362610784E-11
1.1390473134327895E-4     2.0210990456384237E-11
1.1433253655858176E-4     2.041020645154552E-11
1.1476034177388458E-4     2.0608193655022308E-11
1.1518814698918738E-4     2.0804909935205517E-11
1.1561595220449018E-4     2.100035529209514E-11
1.16043757419793E-4       2.119452972569118E-11
1.1647156263509581E-4     2.138743323599365E-11
1.1689936785039863E-4     2.1579065823002528E-11
1.1732717306570143E-4     2.176942748671783E-11
1.1775497828100424E-4     2.1958473172176602E-11
1.1818278349630703E-4     2.2146163641087132E-11
1.1861058871160983E-4     2.2332498893449405E-11
1.1903839392691265E-4     2.2517478929263432E-11
1.1946619914221545E-4     2.2701103748529226E-11
1.1989400435751825E-4     2.288337335124676E-11
1.2032180957282107E-4     2.306428773741605E-11
1.2074961478812388E-4     2.3243804656249026E-11
1.2117742000342669E-4     2.342188791803501E-11
1.2160522521872949E-4     2.3598537522773995E-11
1.2203303043403229E-4     2.3773753470465992E-11
1.2246083564933512E-4     2.3947535761110993E-11
1.2288864086463792E-4     2.4119884394709E-11
1.2331644607994072E-4     2.4290799371260017E-11
1.2374425129524352E-4     2.4460241406164417E-11
1.2417205651054633E-4     2.4628177492484474E-11
1.2459986172584913E-4     2.4794607630220184E-11
1.2502766694115193E-4     2.4959531819371563E-11
1.2545547215645473E-4     2.5122950059938602E-11
1.2588327737175756E-4     2.5284862351921294E-11
1.2631108258706036E-4     2.544526869531965E-11
1.267388878023632E-4      2.5604132918204225E-11
1.2716669301766597E-4     2.576142531694037E-11
1.2759449823296877E-4     2.5917145891528097E-11
1.280223034482716E-4      2.6071294641967397E-11
1.284501086635744E-4      2.6223871568258285E-11
1.288779138788772E-4      2.637487667040074E-11
1.2930571909418E-4        2.6524309948394773E-11
1.297335243094828E-4      2.667213847503909E-11
1.301613295247856E-4      2.6818335956184928E-11
1.305891347400884E-4      2.6962902391832294E-11
1.310169399553912E-4      2.7105837781981194E-11
1.3144474517069401E-4     2.7247142126631627E-11
1.3187255038599684E-4     2.738681542578358E-11
1.3230035560129964E-4     2.7524857679437067E-11
1.3272816081660245E-4     2.7661239320317087E-11
1.3315596603190525E-4     2.7795937563850237E-11
