% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:08
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(w2)
2.0149253731343284E-4     2.28813520921588E-11
2.0191897654584222E-4     2.268170522258125E-11
2.023454157782516E-4      2.24828140676155E-11
2.0277185501066093E-4     2.228467862726155E-11
2.0319829424307034E-4     2.20872989015194E-11
2.0362473347547972E-4     2.1890674890389066E-11
2.0405117270788908E-4     2.169480659387052E-11
2.0447761194029846E-4     2.1499694011963783E-11
2.0490405117270784E-4     2.1305349726863226E-11
2.0533049040511725E-4     2.1111783986855807E-11
2.057569296375266E-4      2.0918996791941522E-11
2.06183368869936E-4       2.0726988142120385E-11
2.0660980810234542E-4     2.0535758037392388E-11
2.070362473347548E-4      2.0345306477757525E-11
2.0746268656716418E-4     2.0155633463215806E-11
2.0788912579957356E-4     1.9966750939739817E-11
2.0831556503198294E-4     1.9778668424406137E-11
2.087420042643923E-4      1.9591385917214775E-11
2.091684434968017E-4      1.9404903418165735E-11
2.0959488272921106E-4     1.9219220927259012E-11
2.1002132196162044E-4     1.9034338444494602E-11
2.1044776119402982E-4     1.8850255969872512E-11
2.108742004264392E-4      1.8666984794380093E-11
2.1130063965884858E-4     1.8484533688759934E-11
2.1172707889125793E-4     1.830290265301204E-11
2.1215351812366734E-4     1.8122091687136408E-11
2.1257995735607672E-4     1.794210079113304E-11
2.130063965884861E-4      1.7762929965001933E-11
2.1343283582089549E-4     1.758457920874309E-11
2.1385927505330487E-4     1.740705914044079E-11
2.1428571428571422E-4     1.7230377770308274E-11
2.147121535181236E-4      1.705453509834553E-11
2.1513859275053298E-4     1.6879531124552577E-11
2.155650319829424E-4      1.6705365848929407E-11
2.1599147121535174E-4     1.6532039271476015E-11
2.1641791044776113E-4     1.635955139219241E-11
2.168443496801705E-4      1.6187912139207167E-11
2.172707889125799E-4      1.6017128748948972E-11
2.1769722814498927E-4     1.5847201221417828E-11
2.1812366737739865E-4     1.567812955661374E-11
2.1855010660980803E-4     1.5509913754536708E-11
2.1897654584221744E-4     1.5342553815186716E-11
2.1940298507462682E-4     1.5176049738563784E-11
2.1982942430703623E-4     1.501041074667036E-11
2.2025586353944558E-4     1.4845643289847018E-11
2.2068230277185494E-4     1.4681747368093768E-11
2.2110874200426437E-4     1.4518722981410607E-11
2.2153518123667375E-4     1.4356570129797539E-11
2.2196162046908313E-4     1.4195288813254556E-11
2.2238805970149251E-4     1.4034879031781663E-11
2.228144989339019E-4      1.3875349285982892E-11
2.2324093816631128E-4     1.371670522876765E-11
2.2366737739872063E-4     1.3558946860135936E-11
2.2409381663113E-4        1.3402074180087753E-11
2.245202558635394E-4      1.3246087188623104E-11
2.2494669509594877E-4     1.309098588574198E-11
2.2537313432835815E-4     1.2936770271444389E-11
2.2579957356076756E-4     1.278344811057683E-11
2.2622601279317692E-4     1.263102424824152E-11
2.2665245202558627E-4     1.2479498684438448E-11
2.270788912579957E-4      1.2328871419167622E-11
2.275053304904051E-4      1.2179142452429043E-11
2.2793176972281447E-4     1.2030311784222701E-11
2.2835820895522385E-4     1.1882379414548603E-11
2.2878464818763323E-4     1.1735352359061599E-11
2.292110874200426E-4      1.1589234645654885E-11
2.29637526652452E-4       1.1444026274328457E-11
2.3006396588486137E-4     1.1299727245082319E-11
2.3049040511727075E-4     1.1156337557916475E-11
2.3091684434968014E-4     1.1013857212830912E-11
2.3134328358208952E-4     1.0872286209825642E-11
2.3176972281449892E-4     1.0731630802864056E-11
2.3219616204690828E-4     1.0591894194206948E-11
2.3262260127931766E-4     1.0453076383854317E-11
2.3304904051172707E-4     1.0315177371806165E-11
2.3347547974413645E-4     1.0178197158062494E-11
2.3390191897654586E-4     1.0042135742623297E-11
2.3432835820895524E-4     9.90699312548858E-12
2.3475479744136462E-4     9.772774787379933E-12
2.3518123667377397E-4     9.639483097477964E-12
2.3560767590618333E-4     9.507118055782676E-12
2.3603411513859274E-4     9.375679662294067E-12
2.364605543710021E-4      9.245167917012142E-12
2.3688699360341147E-4     9.11558281993689E-12
2.3731343283582085E-4     8.986924371068324E-12
2.3773987206823026E-4     8.859197267287113E-12
2.381663113006396E-4      8.732403038228037E-12
2.38592750533049E-4       8.606541683891091E-12
2.390191897654584E-4      8.481613204276282E-12
2.3944562899786778E-4     8.357617599383607E-12
2.3987206823027716E-4     8.234554869213064E-12
