% Model:              ModelMicPlate_Rh20um_hg5um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 21 2025, 13:50
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(w2)
7.87234042553191E-5       1.3906657451839838E-12
7.914893617021272E-5      1.4321800341218946E-12
7.957446808510634E-5      1.4736515343981577E-12
7.999999999999997E-5      1.515068608840386E-12
8.042553191489356E-5      1.5564195117536503E-12
8.085106382978717E-5      1.5977042431379495E-12
8.12765957446808E-5       1.6389228029932842E-12
8.170212765957441E-5      1.680075191319655E-12
8.212765957446802E-5      1.7211614081170607E-12
8.255319148936163E-5      1.7621814533855021E-12
8.297872340425526E-5      1.8031237882178575E-12
8.340425531914888E-5      1.8439770219534396E-12
8.38297872340425E-5       1.8847411545922472E-12
8.425531914893612E-5      1.925416186134281E-12
8.468085106382974E-5      1.966002116579542E-12
8.510638297872335E-5      2.0064989459280283E-12
8.553191489361698E-5      2.0469066741797413E-12
8.59574468085106E-5       2.0872139149682603E-12
8.638297872340422E-5      2.1274096816486495E-12
8.680851063829783E-5      2.167493974220907E-12
8.723404255319144E-5      2.207466792685035E-12
8.765957446808508E-5      2.2473281370410323E-12
8.808510638297869E-5      2.2870780072888983E-12
8.85106382978723E-5       2.326716403428635E-12
8.893617021276592E-5      2.366232144888852E-12
8.936170212765952E-5      2.4056146959028466E-12
8.978723404255313E-5      2.444864056470619E-12
9.021276595744674E-5      2.4839802265921686E-12
9.063829787234035E-5      2.5229632062674964E-12
9.106382978723398E-5      2.561812995496601E-12
9.148936170212759E-5      2.600529594279484E-12
9.191489361702122E-5      2.6391020798133433E-12
9.234042553191483E-5      2.6775204117317026E-12
9.276595744680844E-5      2.715784590034562E-12
9.319148936170208E-5      2.753894614721921E-12
9.361702127659569E-5      2.7918504857937796E-12
9.40425531914893E-5       2.8296522032501383E-12
9.446808510638292E-5      2.867299767090997E-12
9.489361702127655E-5      2.904782562723432E-12
9.531914893617015E-5      2.9420910871528938E-12
9.574468085106377E-5      2.979225340379381E-12
9.617021276595738E-5      3.0161853224028944E-12
9.6595744680851E-5        3.052971033223434E-12
9.702127659574462E-5      3.0895824728409993E-12
9.744680851063823E-5      3.126019641255591E-12
9.787234042553185E-5      3.162272280750292E-12
9.829787234042548E-5      3.1983314649276553E-12
9.872340425531908E-5      3.2341971937876822E-12
9.914893617021271E-5      3.269869467330371E-12
9.957446808510633E-5      3.3053482855557238E-12
9.999999999999995E-5      3.340633648463737E-12
1.0042553191489358E-4     3.3757255560544153E-12
1.008510638297872E-4      3.410614154144141E-12
1.012765957446808E-4      3.4452911292296705E-12
1.0170212765957441E-4     3.4797564813110016E-12
1.0212765957446803E-4     3.514010210388136E-12
1.0255319148936166E-4     3.548052316461074E-12
1.0297872340425527E-4     3.5818827995298133E-12
1.0340425531914888E-4     3.6155016595943555E-12
1.038297872340425E-4      3.648899490430868E-12
1.0425531914893612E-4     3.682068624631982E-12
1.0468085106382971E-4     3.715009062197696E-12
1.0510638297872335E-4     3.747720803128013E-12
1.0553191489361695E-4     3.780203847422931E-12
1.0595744680851058E-4     3.812458195082448E-12
1.0638297872340419E-4     3.844483846106569E-12
1.068085106382978E-4      3.876271884217E-12
1.0723404255319141E-4     3.907815318057023E-12
1.0765957446808503E-4     3.939114147626635E-12
1.0808510638297865E-4     3.970168372925839E-12
1.0851063829787227E-4     4.000977993954634E-12
1.0893617021276588E-4     4.031543010713018E-12
1.093617021276595E-4      4.061863423200995E-12
1.0978723404255313E-4     4.091930844433413E-12
1.1021276595744674E-4     4.121738985677558E-12
1.1063829787234035E-4     4.1512878469334276E-12
1.1106382978723399E-4     4.180577428201024E-12
1.114893617021276E-4      4.209607729480347E-12
1.1191489361702123E-4     4.238378750771395E-12
1.1234042553191484E-4     4.266890492074169E-12
1.1276595744680846E-4     4.2951351322225205E-12
1.1319148936170207E-4     4.323107108182106E-12
1.1361702127659569E-4     4.350806419952925E-12
1.140425531914893E-4      4.37823306753498E-12
1.1446808510638292E-4     4.40538705092827E-12
1.1489361702127652E-4     4.432268370132792E-12
1.1531914893617014E-4     4.4588770251485496E-12
1.1574468085106377E-4     4.485205794164411E-12
