% Model:              PLacek_MembTVNJ_ArticleDims_Rh100um_hg10um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:40
% Dimension:          1
% Nodes:              1801
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(xi)
3.2302783857619563E-5     1.3102082658156805E-10
3.247285273441433E-5      1.309733428298539E-10
3.264292161120909E-5      1.3092562094935342E-10
3.2812990488003855E-5     1.308776614708876E-10
3.298305936479862E-5      1.3082946494480358E-10
3.315312824159338E-5      1.307810313711015E-10
3.332319711838814E-5      1.3073236074978126E-10
3.3493265995182904E-5     1.3068345308084295E-10
3.366333487197767E-5      1.306343083642865E-10
3.383340374877243E-5      1.30584927146969E-10
3.400347262556719E-5      1.305353099950721E-10
3.417354150236195E-5      1.3048545690859578E-10
3.434361037915671E-5      1.3043536788754007E-10
3.4513679255951466E-5     1.3038504293190498E-10
3.468374813274623E-5      1.303344820416905E-10
3.4853817009540994E-5     1.3028368577970062E-10
3.502388588633576E-5      1.3023265472785906E-10
3.519395476313052E-5      1.3018138888616586E-10
3.5364023639925286E-5     1.3012988825462106E-10
3.553409251672005E-5      1.3007815283322464E-10
3.5704161393514813E-5     1.3002618262197656E-10
3.587423027030958E-5      1.2997397819954238E-10
3.604429914710434E-5      1.299215401634931E-10
3.6214368023899105E-5     1.298688685138287E-10
3.638443690069387E-5      1.2981596325054923E-10
3.655450577748863E-5      1.297628243736547E-10
3.672457465428339E-5      1.2970945188314508E-10
3.6894643531078154E-5     1.2965584637345536E-10
3.706471240787292E-5      1.2960200845770547E-10
3.7234781284667675E-5     1.2954793813589543E-10
3.740485016146244E-5      1.2949363540802524E-10
3.7574919038257195E-5     1.2943910027409487E-10
3.774498791505196E-5      1.2938433273410435E-10
3.791505679184672E-5      1.293293333981624E-10
3.808512566864148E-5      1.2927410289483503E-10
3.8255194545436244E-5     1.2921864122412214E-10
3.842526342223101E-5      1.291629483860238E-10
3.8595332299025765E-5     1.2910702438054004E-10
3.876540117582053E-5      1.290508692076708E-10
3.893547005261529E-5      1.2899448349310412E-10
3.910553892941006E-5      1.2893786788074747E-10
3.927560780620482E-5      1.2888102237060086E-10
3.9445676682999584E-5     1.2882394696266428E-10
3.961574555979435E-5      1.2876664165693772E-10
3.978581443658911E-5      1.2870910645342123E-10
3.995588331338387E-5      1.2865134199328803E-10
4.012595219017863E-5      1.285933489356815E-10
4.02960210669734E-5       1.2853512728060157E-10
4.0466089943768154E-5     1.2847667702804832E-10
4.063615882056292E-5      1.2841799817802168E-10
4.0806227697357675E-5     1.2835909073052168E-10
4.097629657415244E-5      1.2829995534211083E-10
4.11463654509472E-5       1.2824059268705913E-10
4.1316434327741966E-5     1.2818100276536658E-10
4.148650320453673E-5      1.281211855770332E-10
4.165657208133149E-5      1.2806114112205898E-10
4.182664095812625E-5      1.280008694004439E-10
4.1996709834921015E-5     1.2794037108403934E-10
4.216677871171578E-5      1.2787964686212935E-10
4.233684758851054E-5      1.2781869673471382E-10
4.2506916465305307E-5     1.2775752070179277E-10
4.267698534210007E-5      1.2769611876336624E-10
4.2847054218894834E-5     1.2763449091943423E-10
4.30171230956896E-5       1.2757263785703139E-10
4.3187191972484355E-5     1.275105602803389E-10
4.335726084927912E-5      1.2744825818935682E-10
4.3527329726073876E-5     1.2738573158408511E-10
4.369739860286864E-5      1.2732298046452382E-10
4.38674674796634E-5       1.272600048306729E-10
4.403753635645816E-5      1.2719680538463903E-10
4.4207605233252925E-5     1.271333828453828E-10
4.437767411004769E-5      1.2706973721290425E-10
4.454774298684245E-5      1.2700586848720333E-10
4.471781186363721E-5      1.269417766682801E-10
4.4887880740431973E-5     1.268774617561345E-10
4.505794961722674E-5      1.2681292446783907E-10
4.52280184940215E-5       1.2674816553701196E-10
4.539808737081626E-5      1.266831849636531E-10
4.556815624761102E-5      1.2661798274776257E-10
4.5738225124405786E-5     1.2655255888934032E-10
4.590829400120055E-5      1.2648691338838639E-10
4.6078362877995314E-5     1.2642104697683246E-10
4.624843175479008E-5      1.2635496040282018E-10
4.641850063158484E-5      1.2628865366634954E-10
4.65885695083796E-5       1.2622212676742054E-10
4.675863838517436E-5      1.2615537970603317E-10
4.6928707261969126E-5     1.2608841248218745E-10
4.709877613876389E-5      1.2602122584248185E-10
4.7268845015558654E-5     1.259538205494593E-10
4.743891389235341E-5      1.2588619660311981E-10
4.7608982769148175E-5     1.258183540034634E-10
4.777905164594294E-5      1.2575029275049008E-10
4.79491205227377E-5       1.2568201284419983E-10
4.8119189399532466E-5     1.256135150458614E-10
4.828925827632723E-5      1.2554480013230368E-10
4.845932715312199E-5      1.254758681035267E-10
4.8629396029916744E-5     1.2540671895953043E-10
4.8799464906711515E-5     1.2533735270031491E-10
4.896953378350627E-5      1.2526776932588013E-10
4.9139602660301036E-5     1.2519796961198575E-10
4.93096715370958E-5       1.2512795434959815E-10
4.947974041389056E-5      1.2505772353871731E-10
4.9649809290685314E-5     1.2498727717934325E-10
4.981987816748008E-5      1.2491661527147596E-10
4.998994704427484E-5      1.2484573781511546E-10
5.0160015921069605E-5     1.2477464560039363E-10
5.033008479786437E-5      1.2470333943228217E-10
5.050015367465913E-5      1.2463181931078112E-10
5.067022255145389E-5      1.2456008523589045E-10
5.0840291428248654E-5     1.244881372076102E-10
5.101036030504342E-5      1.244159752259403E-10
5.1180429181838175E-5     1.2434360009525276E-10
5.135049805863294E-5      1.2427101263438455E-10
5.15205669354277E-5       1.2419821284333565E-10
5.169063581222245E-5      1.2412520072210607E-10
5.1860704689017224E-5     1.2405197627069582E-10
5.203077356581198E-5      1.2397853948910488E-10
5.2200842442606745E-5     1.2390489119581445E-10
5.237091131940151E-5      1.2383103222338798E-10
5.254098019619627E-5      1.2375696257182545E-10
5.2711049072991036E-5     1.2368268224112686E-10
5.28811179497858E-5       1.2360819123129226E-10
5.3051186826580564E-5     1.2353348954232158E-10
5.322125570337533E-5      1.234585780066728E-10
5.339132458017009E-5      1.2338345747049337E-10
5.3561393456964855E-5     1.2330812793378333E-10
5.373146233375962E-5      1.2323258939654267E-10
5.390153121055438E-5      1.2315684185877136E-10
5.407160008734914E-5      1.2308088532046946E-10
5.4241668964143904E-5     1.2300472062793426E-10
5.441173784093867E-5      1.22928348640751E-10
5.4581806717733425E-5     1.2285176935891967E-10
5.475187559452819E-5      1.2277498278244027E-10
5.492194447132294E-5      1.2269798891131287E-10
5.50920133481177E-5       1.2262078774553738E-10
5.526208222491247E-5      1.2254338014511073E-10
5.543215110170724E-5      1.2246576698290764E-10
5.5602219978501995E-5     1.2238794825892806E-10
5.577228885529676E-5      1.22309923973172E-10
5.594235773209153E-5      1.2223169412563944E-10
5.611242660888629E-5      1.2215325871633042E-10
5.628249548568105E-5      1.220746186187958E-10
5.6452564362475814E-5     1.21995774719048E-10
5.662263323927058E-5      1.2191672701708697E-10
5.679270211606533E-5      1.218374755129128E-10
5.69627709928601E-5       1.217580202065254E-10
5.7132839869654856E-5     1.2167836109792486E-10
5.730290874644962E-5      1.2159849907406399E-10
5.747297762324438E-5      1.2151843503393335E-10
5.764304650003915E-5      1.21438168977533E-10
5.781311537683391E-5      1.2135770090486287E-10
5.7983184253628675E-5     1.2127703081592304E-10
5.815325313042344E-5      1.2119615871071345E-10
5.83233220072182E-5       1.211150854894381E-10
5.8493390884012966E-5     1.2103381206389575E-10
5.866345976080773E-5      1.2095233843408642E-10
5.8833528637602494E-5     1.2087066460001008E-10
5.900359751439725E-5      1.207887905616668E-10
5.9173666391192015E-5     1.207067163190565E-10
5.934373526798678E-5      1.2062444278548795E-10
5.951380414478154E-5      1.2054197088539468E-10
5.96838730215763E-5       1.204593006187767E-10
5.9853941898371064E-5     1.2037643198563395E-10
6.0024010775165814E-5     1.202933649859665E-10
6.019407965196058E-5      1.2021009961977428E-10
6.036414852875534E-5      1.2012663681333666E-10
6.0534217405550106E-5     1.2004297750355138E-10
6.070428628234486E-5      1.1995912169041847E-10
6.087435515913962E-5      1.198750693739379E-10
6.104442403593438E-5      1.1979082055410972E-10
6.121449291272915E-5      1.197063752309339E-10
6.138456178952391E-5      1.1962173434355587E-10
6.155463066631868E-5      1.1953689884114873E-10
6.172469954311344E-5      1.194518687237125E-10
6.18947684199082E-5       1.1936664399124716E-10
6.206483729670297E-5      1.1928122464375273E-10
6.223490617349773E-5      1.191956106812292E-10
6.24049750502925E-5       1.1910980305555778E-10
6.257504392708726E-5      1.1902380272798762E-10
6.274511280388202E-5      1.1893760969851873E-10
6.291518168067679E-5      1.1885122396715112E-10
6.308525055747155E-5      1.1876464553388478E-10
6.325531943426631E-5      1.1867787439871972E-10
6.342538831106108E-5      1.185909115260901E-10
6.359545718785583E-5      1.1850375788913483E-10
6.376552606465059E-5      1.1841641348785392E-10
6.393559494144536E-5      1.1832887832224737E-10
6.41056638182401E-5       1.1824115239231524E-10
6.427573269503487E-5      1.1815323569805742E-10
6.444580157182963E-5      1.1806512921626886E-10
6.461587044862441E-5      1.1797683393180135E-10
6.478593932541916E-5      1.1788834984465484E-10
6.495600820221393E-5      1.177996769548294E-10
6.512607707900869E-5      1.1771081526232504E-10
6.529614595580345E-5      1.1762176476714169E-10
6.546621483259822E-5      1.1753252645825214E-10
6.5636283709393E-5        1.17443101332041E-10
6.580635258618774E-5      1.1735348938850823E-10
6.597642146298251E-5      1.172636906276538E-10
6.614649033977727E-5      1.171737050494778E-10
6.631655921657204E-5      1.1708353265398013E-10
6.64866280933668E-5       1.1699317444212795E-10
6.665669697016156E-5      1.1690263142165072E-10
6.682676584695633E-5      1.1681190359254843E-10
6.699683472375108E-5      1.1672099095482107E-10
6.716690360054584E-5      1.1662989350846867E-10
6.73369724773406E-5       1.165386112534912E-10
6.750704135413537E-5      1.164471452026625E-10
6.767711023093013E-5      1.1635549637486531E-10
6.784717910772488E-5      1.1626366477009963E-10
6.801724798451965E-5      1.1617165038836549E-10
6.818731686131441E-5      1.1607945322966291E-10
6.835738573810918E-5      1.1598707329399186E-10
6.852745461490394E-5      1.1589451160574549E-10
6.86975234916987E-5       1.1580176919475952E-10
6.886759236849347E-5      1.1570884606103395E-10
6.903766124528822E-5      1.1561574220456878E-10
6.920773012208298E-5      1.1552245762536404E-10
6.937779899887774E-5      1.1542899232341968E-10
6.954786787567251E-5      1.1533534733455568E-10
6.971793675246727E-5      1.1524152369935111E-10
6.988800562926202E-5      1.1514752141780599E-10
7.005807450605679E-5      1.1505334048992029E-10
7.022814338285155E-5      1.1495898091569407E-10
7.039821225964631E-5      1.1486444269512726E-10
7.056828113644108E-5      1.1476972687526881E-10
7.073835001323584E-5      1.1467483450722415E-10
7.09084188900306E-5       1.1457976559099339E-10
7.107848776682537E-5      1.1448452012657646E-10
7.124855664362013E-5      1.143890981139734E-10
7.14186255204149E-5       1.1429349955318418E-10
7.158869439720966E-5      1.1419772550229391E-10
7.175876327400443E-5      1.141017770227046E-10
7.192883215079919E-5      1.1400565411441619E-10
7.209890102759395E-5      1.1390935677742872E-10
7.226896990438872E-5      1.1381288501174219E-10
7.243903878118348E-5      1.137162388173566E-10
7.260910765797824E-5      1.1361941926321487E-10
7.277917653477301E-5      1.1352242742076178E-10
7.294924541156777E-5      1.1342526328999732E-10
7.311931428836252E-5      1.1332792687092153E-10
7.32893831651573E-5       1.1323041816353438E-10
7.345945204195205E-5      1.131327371678359E-10
7.362952091874681E-5      1.1303488496344147E-10
7.379958979554158E-5      1.1293686263156721E-10
7.396965867233633E-5      1.128386701722132E-10
7.413972754913108E-5      1.127403075853794E-10
7.430979642592586E-5      1.1264177487106585E-10
7.44798653027206E-5       1.1254307202927251E-10
7.464993417951538E-5      1.1244420015008341E-10
7.482000305631013E-5      1.1234516032420499E-10
7.499007193310491E-5      1.1224595255163723E-10
7.516014080989968E-5      1.1214657683238016E-10
7.533020968669444E-5      1.1204703316643378E-10
7.55002785634892E-5       1.1194732155379808E-10
7.567034744028397E-5      1.1184744309479473E-10
7.584041631707873E-5      1.1174739888934428E-10
7.601048519387348E-5      1.1164718893744675E-10
7.618055407066824E-5      1.1154681323910211E-10
7.6350622947463E-5        1.1144627179431038E-10
7.652069182425776E-5      1.1134556460307155E-10
7.669076070105252E-5      1.1124469277571888E-10
7.686082957784729E-5      1.1114365742110429E-10
7.703089845464205E-5      1.1104245853922779E-10
7.72009673314368E-5       1.109410961300894E-10
7.737103620823156E-5      1.1083957019368911E-10
7.754110508502633E-5      1.1073788073002692E-10
7.771117396182109E-5      1.1063602885920572E-10
7.788124283861586E-5      1.1053401569871395E-10
7.805131171541062E-5      1.1043184124855155E-10
7.822138059220538E-5      1.1032950550871853E-10
7.839144946900015E-5      1.1022700847921491E-10
7.856151834579491E-5      1.1012435016004068E-10
7.873158722258968E-5      1.1002153168077088E-10
7.890165609938444E-5      1.0991855416725694E-10
7.907172497617919E-5      1.0981541761949891E-10
7.924179385297395E-5      1.0971212203749674E-10
7.941186272976872E-5      1.0960866742125047E-10
7.958193160656348E-5      1.0950505377076006E-10
7.975200048335824E-5      1.0940128222472316E-10
7.992206936015301E-5      1.0929735391713086E-10
8.009213823694777E-5      1.0919326884798313E-10
8.026220711374252E-5      1.0908902701727999E-10
8.04322759905373E-5       1.0898462842502146E-10
8.060234486733205E-5      1.088800730712075E-10
8.077241374412683E-5      1.0877536210328948E-10
8.094248262092158E-5      1.0867049666321651E-10
8.111255149771634E-5      1.0856547675098856E-10
8.12826203745111E-5       1.0846030236660563E-10
8.145268925130588E-5      1.0835497351006774E-10
8.162275812810063E-5      1.0824949018137488E-10
8.179282700489541E-5      1.081438535363545E-10
8.196289588169016E-5      1.0803806472477251E-10
8.213296475848491E-5      1.0793212374662894E-10
8.230303363527969E-5      1.0782603060192378E-10
8.247310251207444E-5      1.0771978529065704E-10
8.26431713888692E-5       1.0761338781282871E-10
8.281324026566398E-5      1.0750683933225516E-10
8.298330914245874E-5      1.0740014100644715E-10
8.31533780192535E-5       1.0729329283540474E-10
8.332344689604827E-5      1.071862948191279E-10
8.349351577284304E-5      1.0707914695761667E-10
8.36635846496378E-5       1.06971849250871E-10
8.383365352643258E-5      1.068644028702997E-10
8.400372240322733E-5      1.0675680898118714E-10
8.417379128002208E-5      1.0664906758353328E-10
8.434386015681686E-5      1.0654117867733811E-10
8.45139290336116E-5       1.0643314226260167E-10
8.468399791040637E-5      1.0632495833932394E-10
8.485406678720113E-5      1.0621662808600891E-10
8.50241356639959E-5       1.0610815267598167E-10
8.519420454079065E-5      1.0599953210924219E-10
8.536427341758541E-5      1.058907663857905E-10
8.553434229438016E-5      1.057818555056266E-10
8.570441117117493E-5      1.0567279946875047E-10
8.587448004796969E-5      1.055635994603572E-10
8.604454892476445E-5      1.0545425666225544E-10
8.621461780155922E-5      1.0534477107444516E-10
8.638468667835397E-5      1.0523514269692641E-10
8.655475555514873E-5      1.0512537152969918E-10
8.67248244319435E-5       1.0501545757276344E-10
8.689489330873826E-5      1.0490540201753692E-10
8.706496218553302E-5      1.0479520605508586E-10
8.723503106232779E-5      1.0468486968541026E-10
8.740509993912255E-5      1.0457439290851014E-10
8.757516881591731E-5      1.044637757243855E-10
8.774523769271208E-5      1.0435301813303634E-10
8.791530656950684E-5      1.042421213318434E-10
8.80853754463016E-5       1.0413108652222226E-10
8.825544432309636E-5      1.0401991370417287E-10
8.842551319989112E-5      1.0390860287769528E-10
8.859558207668588E-5      1.037971540427895E-10
8.876565095348065E-5      1.0368556719945549E-10
8.893571983027541E-5      1.0357384355108901E-10
8.910578870707019E-5      1.0346198431085094E-10
8.927585758386494E-5      1.0334998947874128E-10
8.94459264606597E-5       1.0323785905476004E-10
8.961599533745447E-5      1.0312559303890721E-10
8.978606421424923E-5      1.030131914311828E-10
8.9956133091044E-5        1.029006554414909E-10
9.012620196783876E-5      1.027879862964451E-10
9.029627084463352E-5      1.0267518399604544E-10
9.046633972142827E-5      1.025622485402919E-10
9.063640859822305E-5      1.024491799291845E-10
9.08064774750178E-5       1.0233597816272321E-10
9.097654635181258E-5      1.0222264445833532E-10
9.114661522860733E-5      1.0210918005811117E-10
9.131668410540209E-5      1.0199558496205078E-10
9.148675298219686E-5      1.0188185917015412E-10
9.165682185899162E-5      1.0176800268242124E-10
9.182689073578638E-5      1.0165401549885209E-10
9.199695961258116E-5      1.0153989884600629E-10
9.216702848937591E-5      1.0142565398374566E-10
9.233709736617066E-5      1.0131128091207024E-10
9.250716624296544E-5      1.0119677963098002E-10
9.267723511976019E-5      1.01082150140475E-10
9.284730399655495E-5      1.009673924405552E-10
9.301737287334972E-5      1.0085250776920487E-10
9.31874417501445E-5       1.0073749740647803E-10
9.335751062693924E-5      1.0062236135237466E-10
9.3527579503734E-5        1.0050709960689479E-10
9.369764838052876E-5      1.0039171217003841E-10
9.386771725732352E-5      1.0027619904180553E-10
9.403778613411829E-5      1.0016056147464113E-10
9.420785501091305E-5      1.0004480077101326E-10
9.43779238877078E-5       9.992891693092189E-11
9.454799276450256E-5      9.981290995436706E-11
9.471806164129733E-5      9.969677984134875E-11
9.488813051809209E-5      9.958052659186697E-11
9.505819939488686E-5      9.946415147650505E-11
9.522826827168162E-5      9.934765582164765E-11
9.539833714847638E-5      9.923103962729476E-11
9.556840602527113E-5      9.911430289344638E-11
9.57384749020659E-5       9.899744562010254E-11
9.590854377886066E-5      9.88804678072632E-11
9.607861265565543E-5      9.87633707475586E-11
9.62486815324502E-5       9.864615579145625E-11
9.641875040924495E-5      9.85288229389562E-11
9.658881928603972E-5      9.84113721900584E-11
9.675888816283448E-5      9.829380354476291E-11
9.692895703962925E-5      9.817611700306967E-11
9.709902591642401E-5      9.805831388302772E-11
9.726909479321879E-5      9.794039555750636E-11
9.743916367001354E-5      9.782236202650555E-11
9.76092325468083E-5       9.770421329002532E-11
9.777930142360306E-5      9.758594934806569E-11
9.794937030039783E-5      9.746757020062662E-11
9.811943917719258E-5      9.7349077192966E-11
9.828950805398736E-5      9.723047171673082E-11
9.84595769307821E-5       9.711175377192104E-11
9.862964580757686E-5      9.69929233585367E-11
9.879971468437162E-5      9.687398047657778E-11
9.896978356116637E-5      9.675492512604426E-11
9.913985243796113E-5      9.663575867861379E-11
9.930992131475591E-5      9.651648253971873E-11
9.947999019155066E-5      9.639709670935913E-11
9.965005906834544E-5      9.627760118753496E-11
9.982012794514019E-5      9.615799597424624E-11
9.999019682193495E-5      9.603828106949294E-11
1.0016026569872972E-4     9.591845786765875E-11
1.003303345755245E-4      9.579852778276163E-11
1.0050040345231925E-4     9.567849081480155E-11
1.0067047232911402E-4     9.555834696377854E-11
1.0084054120590877E-4     9.543809622969258E-11
1.0101061008270354E-4     9.531773861254368E-11
1.011806789594983E-4      9.519727552349307E-11
