% Model:              PLacek_MembTVNJ_ArticleDims_Rh20um_hg5um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 10:53
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(p)
0                         NaN
4.2780521530280657E-7     0.007713011134426908
8.556104306056131E-7      0.008473637785889712
1.2834156459084197E-6     0.009259176462001712
1.7112208612112263E-6     0.010040477976902993
2.139026076514033E-6      0.010790234684918442
2.5668312918168394E-6     0.011482837314349839
2.994636507119646E-6      0.012094244953076509
3.4224417224224526E-6     0.012505631441474761
3.85024693772526E-6       0.01291304470133047
4.278052153028066E-6      0.013319802218510795
4.705857368330872E-6      0.013729130917138226
5.133662583633679E-6      0.014144170228872724
5.561467798936486E-6      0.014567975038220372
5.989273014239292E-6      0.015003518509607528
6.410088963256641E-6      0.015557216013239918
6.830904912273991E-6      0.016136997451751796
7.25172086129134E-6       0.016715249534903966
7.672536810308689E-6      0.017265540077989736
8.09335275932604E-6       0.01776255552056579
8.514168708343389E-6      0.018182042370018255
8.934984657360738E-6      0.018500752285308935
9.335662524497946E-6      0.01948531775672305
9.736340391635153E-6      0.020085234355789083
1.0137018258772359E-5     0.02042059091705704
1.0537696125909567E-5     0.02061309124336219
1.0938373993046773E-5     0.020786081345240535
1.1339051860183981E-5     0.021064577233540535
1.1739729727321188E-5     0.02157529327840828
1.2124875559851212E-5     0.02316474003269735
1.2510021392381236E-5     0.024062441920770485
1.289516722491126E-5      0.024427264457757503
1.3280313057441285E-5     0.02442934983632746
1.366545888997131E-5      0.02425113556200224
1.4050604722501333E-5     0.024088485537427443
1.4435750555031359E-5     0.024151948349406437
1.481289903671961E-5      0.02989010054169289
1.519004751840786E-5      0.03153851708280989
1.5567196000096113E-5     0.03051701390864422
1.5944344481784364E-5     0.02856375459001344
1.6321492963472616E-5     0.02782977262567539
1.6698641445160864E-5     0.03100929804648481
1.7075789926849116E-5     0.041522777364268515
1.7433901167700504E-5     0.035696473356190354
1.779201240855189E-5      0.035174138371600744
1.8150123649403275E-5     0.038414126335998625
1.850823489025466E-5      0.04368476657326862
1.886634613110605E-5      0.04903415466275705
1.9224457371957433E-5     0.05225399105003879
1.958256861280882E-5      0.05083605268824297
1.9940481295372828E-5     0.05430894926886272
2.0298393977936837E-5     0.05869441778307599
2.0656306660500846E-5     0.06353451663719185
2.1014219343064855E-5     0.06827918947238215
2.137213202562886E-5      0.07226187772428863
2.173004470819287E-5      0.07466695208495279
2.208795739075688E-5      0.07448557137634976
2.245944263531065E-5      0.08063988891908819
2.283092787986442E-5      0.08462858757298689
2.3202413124418192E-5     0.08726456643418692
2.3573898368971962E-5     0.08929115867718147
2.3945383613525733E-5     0.09138941728347807
2.4316868858079504E-5     0.09418450390372712
2.4688354102633274E-5     0.09825130706778284
2.5091993018119224E-5     0.10051232449031894
2.549563193360517E-5      0.1029231339450674
2.5899270849091118E-5     0.10543692498232816
