% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:08
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(w2)
1.6012793176972283E-4     4.926884812309661E-12
1.605543710021322E-4      4.893823849339258E-12
1.609808102345416E-4      4.860841962686578E-12
1.6140724946695097E-4     4.827939152351622E-12
1.6183368869936035E-4     4.795115418334391E-12
1.6226012793176973E-4     4.762370760634883E-12
1.6268656716417911E-4     4.729705179253099E-12
1.631130063965885E-4      4.697121347437555E-12
1.6353944562899788E-4     4.6646215846358395E-12
1.6396588486140726E-4     4.632205890847952E-12
1.6439232409381664E-4     4.599874266073894E-12
1.6481876332622602E-4     4.5676267103136644E-12
1.652452025586354E-4      4.535463223567263E-12
1.6567164179104478E-4     4.5033838058346904E-12
1.6609808102345416E-4     4.471391025619131E-12
1.6652452025586354E-4     4.439487077545563E-12
1.6695095948827292E-4     4.407671961613987E-12
1.673773987206823E-4      4.3759456778244034E-12
1.6780383795309169E-4     4.344308226176814E-12
1.6823027718550107E-4     4.312759606671215E-12
1.6865671641791045E-4     4.281299819307609E-12
1.6908315565031983E-4     4.249931324007136E-12
1.695095948827292E-4      4.218656187681144E-12
1.699360341151386E-4      4.187474410329633E-12
1.7036247334754797E-4     4.1563859919526025E-12
1.7078891257995735E-4     4.125390932550056E-12
1.7121535181236673E-4     4.094489232121989E-12
1.7164179104477612E-4     4.063680890668404E-12
1.720682302771855E-4      4.0329682559134865E-12
1.7249466950959488E-4     4.002353264370618E-12
1.7292110874200426E-4     3.971835916039798E-12
1.7334754797441364E-4     3.9414162109210255E-12
1.7377398720682302E-4     3.911094149014304E-12
1.742004264392324E-4      3.880869730319628E-12
1.7462686567164178E-4     3.8507429548370015E-12
1.7505330490405116E-4     3.82071605469728E-12
1.7547974413646055E-4     3.790790833529022E-12
1.7590618336886993E-4     3.7609672913322275E-12
1.763326226012793E-4      3.731245428106896E-12
1.767590618336887E-4      3.70162524385303E-12
1.7718550106609807E-4     3.672106738570626E-12
1.7761194029850745E-4     3.642689912259686E-12
1.7803837953091683E-4     3.6133768782744166E-12
1.784648187633262E-4      3.5841693050650317E-12
1.788912579957356E-4      3.5550671926315306E-12
1.7931769722814497E-4     3.5260705409739143E-12
1.7974413646055436E-4     3.497179350092184E-12
1.8017057569296374E-4     3.4683936199863363E-12
1.8059701492537312E-4     3.4397133506563743E-12
1.810234541577825E-4      3.4111405337012254E-12
1.8144989339019188E-4     3.3826767002896263E-12
1.8187633262260126E-4     3.3543218504215758E-12
1.8230277185501064E-4     3.3260759840970755E-12
1.8272921108742002E-4     3.2979391013161254E-12
1.831556503198294E-4      3.269911202078723E-12
1.8358208955223879E-4     3.2419922863848714E-12
1.8400852878464817E-4     3.2141842213026614E-12
1.8443496801705755E-4     3.186488398798528E-12
1.8486140724946693E-4     3.158904818872471E-12
1.852878464818763E-4      3.1314334815244914E-12
1.857142857142857E-4      3.1040743867545893E-12
1.8614072494669507E-4     3.076827534562762E-12
1.8656716417910445E-4     3.0496929249490135E-12
1.8699360341151383E-4     3.022672297870616E-12
1.8742004264392321E-4     2.995766904351294E-12
1.878464818763326E-4      2.9689767443910465E-12
1.8827292110874198E-4     2.9423018179898745E-12
1.8869936034115136E-4     2.9157421251477784E-12
1.8912579957356074E-4     2.8892976658647567E-12
1.8955223880597012E-4     2.8629684401408106E-12
1.899786780383795E-4      2.8367560584345413E-12
1.904051172707889E-4      2.8106616292606993E-12
1.9083155650319826E-4     2.784685152619284E-12
1.9125799573560764E-4     2.758826628510296E-12
1.9168443496801702E-4     2.7330860569337366E-12
1.9211087420042643E-4     2.707463437889603E-12
1.9253731343283581E-4     2.6819587713778974E-12
1.929637526652452E-4      2.656573536157734E-12
1.9339019189765455E-4     2.631308696838844E-12
1.9381663113006393E-4     2.6061642534212246E-12
1.942430703624733E-4      2.5811402059048774E-12
1.9466950959488272E-4     2.556236554289803E-12
1.9509594882729207E-4     2.531453298576E-12
1.9552238805970145E-4     2.506790438763469E-12
1.9594882729211084E-4     2.482249319893923E-12
1.9637526652452024E-4     2.4578307614416728E-12
1.968017057569296E-4      2.433534763406717E-12
1.97228144989339E-4       2.4093613257890577E-12
1.9765458422174841E-4     2.3853104485886945E-12
1.980810234541578E-4      2.3613821318056255E-12
1.9850746268656718E-4     2.337576375439853E-12
1.9893390191897656E-4     2.313894388974127E-12
1.9936034115138594E-4     2.290336845679583E-12
1.9978678038379532E-4     2.26690374555622E-12
2.002132196162047E-4      2.2435950886040388E-12
2.0063965884861408E-4     2.2204108748230402E-12
2.0106609808102346E-4     2.1973511042132218E-12
2.0149253731343284E-4     2.174415776774586E-12
2.0191897654584222E-4     2.151605964765559E-12
2.023454157782516E-4      2.128922194340613E-12
2.0277185501066093E-4     2.106364465499748E-12
2.0319829424307034E-4     2.0839327782429636E-12
2.0362473347547972E-4     2.061627132570261E-12
2.0405117270788908E-4     2.039447528481639E-12
2.0447761194029846E-4     2.017393965977098E-12
2.0490405117270784E-4     1.9954673785934534E-12
2.0533049040511725E-4     1.973668144608965E-12
2.057569296375266E-4      1.951996264023632E-12
