% Model:              PLacek_MembTVNJ_ArticleDims_Rh20um_hg5um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 10:49
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(xi)
9.379788622404705E-5      -7.012512341593658E-11
9.422569143934985E-5      -7.002494896632857E-11
9.465349665465267E-5      -6.992451479867665E-11
9.508130186995547E-5      -6.982382091298087E-11
9.550910708525827E-5      -6.972286730924121E-11
9.593691230056108E-5      -6.962165398745764E-11
9.636471751586388E-5      -6.952018094763018E-11
9.679252273116668E-5      -6.941845109484557E-11
9.72203279464695E-5       -6.93164670554028E-11
9.764813316177228E-5      -6.921422882930186E-11
9.80759383770751E-5       -6.911173641654277E-11
9.85037435923779E-5       -6.900898981712554E-11
9.893154880768072E-5      -6.890598903105013E-11
9.935935402298352E-5      -6.880273405831657E-11
9.978715923828633E-5      -6.86992276853999E-11
1.0021496445358912E-4     -6.859547238898814E-11
1.0064276966889192E-4     -6.849146816908132E-11
1.0107057488419474E-4     -6.838721502567943E-11
1.0149838009949755E-4     -6.828271295878251E-11
1.0192618531480036E-4     -6.817796196839049E-11
1.0235399053010316E-4     -6.807296205450342E-11
1.0278179574540597E-4     -6.796771584637232E-11
1.0320960096070879E-4     -6.786222571181314E-11
1.0363740617601158E-4     -6.775649165082584E-11
1.0406521139131439E-4     -6.765051366341043E-11
1.0449301660661721E-4     -6.754429174956695E-11
1.0492082182192001E-4     -6.743782590929534E-11
1.0534862703722283E-4     -6.733111614259565E-11
1.0577643225252563E-4     -6.722416495343046E-11
1.0620423746782844E-4     -6.711697459590099E-11
1.0663204268313123E-4     -6.700954507000719E-11
1.0705984789843405E-4     -6.690187637574909E-11
1.0748765311373686E-4     -6.67939685131267E-11
1.0791545832903966E-4     -6.668582148214E-11
1.0834326354434247E-4     -6.657743528278899E-11
1.0877106875964528E-4     -6.646881229658928E-11
1.0919887397494808E-4     -6.635995467507659E-11
1.0962667919025089E-4     -6.625086241825091E-11
1.100544844055537E-4      -6.614153552611223E-11
1.104822896208565E-4      -6.603197399866058E-11
1.1091009483615932E-4     -6.59221778358959E-11
1.1133790005146212E-4     -6.581214703781825E-11
1.1176570526676494E-4     -6.57018838796468E-11
1.1219351048206774E-4     -6.559139040127684E-11
1.1262131569737054E-4     -6.548066660270835E-11
1.1304912091267334E-4     -6.536971248394134E-11
1.1347692612797616E-4     -6.525852804497585E-11
1.1390473134327895E-4     -6.51471132858118E-11
1.1433253655858176E-4     -6.503546820644925E-11
1.1476034177388458E-4     -6.492359496338833E-11
1.1518814698918738E-4     -6.481149550765713E-11
1.1561595220449018E-4     -6.46991698392556E-11
1.16043757419793E-4       -6.458661795818375E-11
1.1647156263509581E-4     -6.447383986444162E-11
1.1689936785039863E-4     -6.436083555802914E-11
1.1732717306570143E-4     -6.424760503894637E-11
1.1775497828100424E-4     -6.413415036481844E-11
1.1818278349630703E-4     -6.402047339488187E-11
1.1861058871160983E-4     -6.390657412913662E-11
1.1903839392691265E-4     -6.379245256758271E-11
1.1946619914221545E-4     -6.367810871022016E-11
1.1989400435751825E-4     -6.356354255704894E-11
1.2032180957282107E-4     -6.344875410806907E-11
1.2074961478812388E-4     -6.333374532421273E-11
1.2117742000342669E-4     -6.32185179786449E-11
1.2160522521872949E-4     -6.310307207136559E-11
1.2203303043403229E-4     -6.298740760237482E-11
1.2246083564933512E-4     -6.287152457167257E-11
1.2288864086463792E-4     -6.275542297925883E-11
1.2331644607994072E-4     -6.263910282513363E-11
1.2374425129524352E-4     -6.252256597842659E-11
1.2417205651054633E-4     -6.240581413096449E-11
1.2459986172584913E-4     -6.228884728274729E-11
1.2502766694115193E-4     -6.2171665433775E-11
1.2545547215645473E-4     -6.205426858404766E-11
1.2588327737175756E-4     -6.193665673356523E-11
1.2631108258706036E-4     -6.181882988232773E-11
1.267388878023632E-4      -6.170078981254948E-11
1.2716669301766597E-4     -6.158253813935327E-11
1.2759449823296877E-4     -6.146407486273908E-11
1.280223034482716E-4      -6.13453999827069E-11
1.284501086635744E-4      -6.122651349925675E-11
1.288779138788772E-4      -6.110741541238863E-11
1.2930571909418E-4        -6.098810572210253E-11
1.297335243094828E-4      -6.086858612844801E-11
1.301613295247856E-4      -6.074885817458891E-11
1.305891347400884E-4      -6.062892186052524E-11
1.310169399553912E-4      -6.050877718625697E-11
1.3144474517069401E-4     -6.038842415178413E-11
1.3187255038599684E-4     -6.02678627571067E-11
1.3230035560129964E-4     -6.014709300222469E-11
1.3272816081660245E-4     -6.002611650863988E-11
1.3315596603190525E-4     -5.990493475530631E-11
1.3358377124720805E-4     -5.978354774222399E-11
1.3401157646251088E-4     -5.96619554693929E-11
1.3443938167781368E-4     -5.954015793681309E-11
1.3486718689311648E-4     -5.941815514448449E-11
1.3529499210841929E-4     -5.929594709240715E-11
1.357227973237221E-4      -5.917353533588393E-11
1.361506025390249E-4      -5.90509212826449E-11
1.365784077543277E-4      -5.892810493269006E-11
1.370062129696305E-4      -5.880508628601943E-11
1.374340181849333E-4      -5.868186534263302E-11
1.378618234002361E-4      -5.855844210253076E-11
1.382896286155389E-4      -5.843481656571274E-11
1.387174338308417E-4      -5.831099021005413E-11
1.391452390461445E-4      -5.8186964392357356E-11
1.395730442614473E-4      -5.806273911262239E-11
1.4000084947675013E-4     -5.7938314370849236E-11
1.4042865469205294E-4     -5.781369016703792E-11
1.4085645990735574E-4     -5.7688866501188405E-11
1.4128426512265854E-4     -5.756384337330072E-11
1.4171207033796137E-4     -5.74386222065768E-11
1.4213987555326417E-4     -5.7313204293661385E-11
1.4256768076856697E-4     -5.718758963455443E-11
1.4299548598386977E-4     -5.706177822925596E-11
1.4342329119917258E-4     -5.693577007776601E-11
1.4385109641447538E-4     -5.6809565180084505E-11
1.442789016297782E-4      -5.6683163536211504E-11
1.44706706845081E-4       -5.655656650225489E-11
1.451345120603838E-4      -5.642977532235965E-11
1.4556231727568659E-4     -5.630278999652576E-11
1.4599012249098941E-4     -5.617561052475324E-11
1.4641792770629222E-4     -5.60482369070421E-11
1.46845732921595E-4       -5.592066914339229E-11
1.4727353813689782E-4     -5.5792907233803867E-11
1.4770134335220065E-4     -5.56649524791667E-11
1.4812914856750345E-4     -5.553680607554615E-11
1.4855695378280625E-4     -5.540846802294221E-11
1.4898475899810905E-4     -5.527993832135488E-11
1.4941256421341186E-4     -5.51512169707842E-11
1.4984036942871466E-4     -5.5022303971230115E-11
1.502681746440175E-4      -5.489319932269266E-11
1.5069597985932032E-4     -5.476390427456842E-11
1.511237850746231E-4      -5.463441997766433E-11
1.515515902899259E-4      -5.4504746431980346E-11
1.5197939550522872E-4     -5.437488363751649E-11
1.5240720072053152E-4     -5.424483159427278E-11
1.5283500593583433E-4     -5.411459030224918E-11
1.5326281115113713E-4     -5.3984159761445714E-11
1.5369061636643996E-4     -5.3853541172905675E-11
1.5411842158174273E-4     -5.372273564498425E-11
1.5454622679704553E-4     -5.3591743177681404E-11
1.5497403201234834E-4     -5.346056377099715E-11
1.5540183722765116E-4     -5.332919742493152E-11
1.5582964244295397E-4     -5.319764413948446E-11
1.5625744765825677E-4     -5.3065903914656013E-11
1.566852528735596E-4      -5.293397790528071E-11
1.571130580888624E-4      -5.2801867182085775E-11
1.5754086330416517E-4     -5.266957174507119E-11
1.57968668519468E-4       -5.2537091594236995E-11
1.583964737347708E-4      -5.2404426729583165E-11
1.588242789500736E-4      -5.2271577151109694E-11
1.592520841653764E-4      -5.21385428588166E-11
1.596798893806792E-4      -5.2005324966257434E-11
1.60107694595982E-4       -5.187192450892288E-11
1.6053549981128481E-4     -5.173834148681293E-11
1.6096330502658764E-4     -5.1604575899927567E-11
1.6139111024189047E-4     -5.1470627748266843E-11
1.6181891545719325E-4     -5.13364970318307E-11
1.6224672067249608E-4     -5.120218375061917E-11
1.6267452588779888E-4     -5.1067688979772133E-11
1.6310233110310168E-4     -5.093301372290188E-11
1.6353013631840448E-4     -5.079815798000841E-11
1.6395794153370728E-4     -5.066312175109174E-11
1.6438574674901009E-4     -5.052790503615187E-11
1.6481355196431292E-4     -5.039250783518877E-11
1.6524135717961572E-4     -5.0256930148202475E-11
1.6566916239491852E-4     -5.0121173015208965E-11
1.6609696761022132E-4     -4.9985237411110855E-11
1.665247728255241E-4      -4.9849123335908145E-11
1.6695257804082692E-4     -4.971283078960083E-11
1.6738038325612973E-4     -4.957635977218892E-11
1.6780818847143253E-4     -4.943971028367239E-11
1.6823599368673533E-4     -4.9302882324051265E-11
1.6866379890203816E-4     -4.9165876901477556E-11
1.6909160411734093E-4     -4.902869496521814E-11
1.6951940933264374E-4     -4.889133651527302E-11
1.6994721454794657E-4     -4.8753801551642204E-11
1.7037501976324937E-4     -4.861609007432571E-11
1.7080282497855217E-4     -4.8478202083323486E-11
1.7123063019385497E-4     -4.834013757863557E-11
1.716584354091578E-4      -4.820189753973399E-11
1.7208624062446057E-4     -4.806348289323612E-11
1.7251404583976338E-4     -4.7924893639141995E-11
1.7294185105506618E-4     -4.7786129777451586E-11
1.73369656270369E-4       -4.764719130816492E-11
1.737974614856718E-4      -4.750807823128196E-11
1.742252667009746E-4      -4.736879054680275E-11
1.7465307191627744E-4     -4.722932920861489E-11
1.7508087713158024E-4     -4.708969512359114E-11
1.7550868234688304E-4     -4.694988829173149E-11
1.7593648756218587E-4     -4.680990871303596E-11
1.7636429277748868E-4     -4.666975638750454E-11
1.767920979927915E-4      -4.652943131513721E-11
1.772199032080943E-4      -4.6388933495933996E-11
1.776477084233971E-4      -4.62482638612082E-11
1.780755136386999E-4      -4.610742330091811E-11
1.785033188540027E-4      -4.5966411815063716E-11
1.7893112406930551E-4     -4.582522940364502E-11
1.793589292846083E-4      -4.568387606666205E-11
1.7978673449991112E-4     -4.5542351804114764E-11
1.802145397152139E-4      -4.540065661600319E-11
1.806423449305167E-4      -4.5258791413994624E-11
1.810701501458195E-4      -4.511675707389377E-11
1.8149795536112233E-4     -4.497455359570064E-11
1.8192576057642513E-4     -4.483218097941522E-11
1.8235356579172793E-4     -4.468963922503752E-11
1.8278137100703073E-4     -4.454692833256753E-11
1.8320917622233353E-4     -4.440404830200526E-11
1.8363698143763634E-4     -4.4261000028225683E-11
1.8406478665293914E-4     -4.411778437557125E-11
1.8449259186824194E-4     -4.3974401344041954E-11
1.8492039708354474E-4     -4.3830850933637806E-11
1.8534820229884757E-4     -4.368713314435881E-11
1.8577600751415034E-4     -4.3543247976204935E-11
1.8620381272945317E-4     -4.339919542917622E-11
1.86631617944756E-4       -4.325497638413596E-11
1.870594231600588E-4      -4.3110591696587236E-11
1.874872283753616E-4      -4.296604136653002E-11
1.879150335906644E-4      -4.282132539396435E-11
1.8834283880596726E-4     -4.267644377889022E-11
1.8877064402127007E-4     -4.253139652130759E-11
1.8919844923657287E-4     -4.2386183621216506E-11
1.8962625445187567E-4     -4.2240805948179585E-11
1.9005405966717847E-4     -4.2095264351412996E-11
1.9048186488248125E-4     -4.194955883091676E-11
1.9090967009778408E-4     -4.180368938669087E-11
1.9133747531308685E-4     -4.165765601873532E-11
1.9176528052838965E-4     -4.151145872705011E-11
1.9219308574369245E-4     -4.136509751163526E-11
1.9262089095899528E-4     -4.1218573233391095E-11
1.9304869617429806E-4     -4.107188673773091E-11
1.9347650138960086E-4     -4.092503802465469E-11
1.939043066049037E-4      -4.077802709416245E-11
1.943321118202065E-4      -4.06308539462542E-11
1.947599170355093E-4      -4.048351858092991E-11
1.951877222508121E-4      -4.03360209981896E-11
1.9561552746611492E-4     -4.0188362052839474E-11
1.960433326814177E-4      -4.004054258890204E-11
1.964711378967205E-4      -3.989256260637731E-11
1.968989431120233E-4      -3.974442210526527E-11
1.973267483273261E-4      -3.959612108556592E-11
1.9775455354262893E-4     -3.944765954727927E-11
1.9818235875793174E-4     -3.929903749040532E-11
1.9861016397323456E-4     -3.915025576615177E-11
1.9903796918853734E-4     -3.9001315219491236E-11
1.9946577440384014E-4     -3.885221585042372E-11
1.9989357961914297E-4     -3.8702957658949234E-11
2.0032138483444577E-4     -3.855354064506776E-11
2.0074919004974857E-4     -3.840396480877931E-11
2.0117699526505138E-4     -3.825423015008388E-11
2.0160480048035418E-4     -3.810433751901515E-11
2.02032605695657E-4       -3.795428776376305E-11
2.024604109109598E-4      -3.7804080884327546E-11
2.0288821612626264E-4     -3.765371688070866E-11
2.0331602134156544E-4     -3.750319575290641E-11
2.0374382655686824E-4     -3.7352517500920744E-11
2.0417163177217107E-4     -3.72016821247517E-11
2.0459943698747387E-4     -3.705069047560846E-11
2.0502724220277665E-4     -3.6899543407093136E-11
2.0545504741807945E-4     -3.674824091920576E-11
2.0588285263338225E-4     -3.659678301194632E-11
2.0631065784868508E-4     -3.644516968531483E-11
2.0673846306398786E-4     -3.629340093931127E-11
2.0716626827929066E-4     -3.6141476773935646E-11
2.0759407349459349E-4     -3.5989398043849127E-11
2.080218787098963E-4      -3.583716561018503E-11
2.084496839251991E-4      -3.568477947294335E-11
2.0887748914050192E-4     -3.5532239632124095E-11
2.0930529435580472E-4     -3.537954608772728E-11
2.0973309957110755E-4     -3.522669883975287E-11
2.1016090478641035E-4     -3.507369788820089E-11
2.1058871000171318E-4     -3.492054409338484E-11
2.1101651521701598E-4     -3.476723832601275E-11
2.1144432043231876E-4     -3.461378058608459E-11
2.118721256476216E-4      -3.446017087360038E-11
2.1229993086292436E-4     -3.430640918856013E-11
2.127277360782272E-4      -3.4152495530963815E-11
2.1315554129353E-4        -3.399842990081146E-11
2.1358334650883282E-4     -3.384421316619457E-11
2.140111517241356E-4      -3.368984620936059E-11
2.144389569394384E-4      -3.353532903030954E-11
2.1486676215474123E-4     -3.338066162904141E-11
2.1529456737004406E-4     -3.3225844005556214E-11
2.1572237258534683E-4     -3.307087615985392E-11
2.1615017780064966E-4     -3.291575809193456E-11
2.1657798301595246E-4     -3.276049067971398E-11
2.1700578823125526E-4     -3.260507481886662E-11
2.1743359344655804E-4     -3.2449510509392494E-11
2.1786139866186087E-4     -3.2293797751291606E-11
2.1828920387716367E-4     -3.213793654456394E-11
2.1871700909246647E-4     -3.1981926889209506E-11
2.1914481430776927E-4     -3.1825768785228314E-11
2.1957261952307208E-4     -3.1669463122329317E-11
2.2000042473837488E-4     -3.151301081141997E-11
2.2042822995367768E-4     -3.135641185250025E-11
2.2085603516898048E-4     -3.119966624557017E-11
2.212838403842833E-4      -3.104277399062974E-11
2.2171164559958608E-4     -3.0885735087678944E-11
2.2213945081488891E-4     -3.0728549536717785E-11
2.2256725603019174E-4     -3.057121824113594E-11
2.2299506124549454E-4     -3.0413742128798784E-11
2.2342286646079735E-4     -3.02561211997063E-11
2.2385067167610018E-4     -3.009835545385847E-11
2.24278476891403E-4       -2.994044489125534E-11
2.247062821067058E-4      -2.9782389511896866E-11
2.251340873220086E-4      -2.962418931578307E-11
2.2556189253731144E-4     -2.9465845221792094E-11
2.259896977526142E-4      -2.9307358176387277E-11
2.2641750296791701E-4     -2.914872817956861E-11
2.2684530818321982E-4     -2.8989955231336107E-11
2.2727311339852262E-4     -2.883103933168977E-11
2.2770091861382545E-4     -2.8671980480629575E-11
2.2812872382912825E-4     -2.8512778678155548E-11
2.2855652904443108E-4     -2.8353434860357107E-11
2.2898433425973385E-4     -2.819394999385246E-11
2.2941213947503665E-4     -2.8034324078641613E-11
2.2983994469033948E-4     -2.7874557114724552E-11
2.3026774990564229E-4     -2.77146491021013E-11
2.306955551209451E-4      -2.755460004077183E-11
2.311233603362479E-4      -2.7394409930736162E-11
2.3155116555155072E-4     -2.7234079726934124E-11
2.319789707668535E-4      -2.7073610417607783E-11
2.324067759821563E-4      -2.6913002002757127E-11
2.328345811974591E-4      -2.6752254482382168E-11
2.3326238641276193E-4     -2.6591367856482907E-11
2.336901916280647E-4      -2.643034212505933E-11
2.3411799684336753E-4     -2.6269177288111447E-11
2.3454580205867033E-4     -2.6107874320982837E-11
2.3497360727397316E-4     -2.594643423491996E-11
2.354014124892759E-4      -2.5784857029922812E-11
2.3582921770457876E-4     -2.5623142705991395E-11
2.3625702291988157E-4     -2.5461291263125717E-11
2.3668482813518437E-4     -2.5299302701325764E-11
2.3711263335048717E-4     -2.5137177020591542E-11
2.3754043856578997E-4     -2.497491521813474E-11
2.3796824378109277E-4     -2.4812518329497518E-11
2.3839604899639558E-4     -2.464998635467987E-11
2.3882385421169838E-4     -2.44873192936818E-11
2.3925165942700118E-4     -2.4324517146503318E-11
2.39679464642304E-4       -2.41615799131444E-11
2.401072698576068E-4      -2.399850759360507E-11
2.4053507507290964E-4     -2.383530120834127E-11
2.4096288028821244E-4     -2.3671961818389126E-11
2.4139068550351524E-4     -2.3508489423748625E-11
2.4181849071881805E-4     -2.334488402441978E-11
2.4224629593412085E-4     -2.3181145620402587E-11
2.426741011494237E-4      -2.3017274211697037E-11
2.431019063647265E-4      -2.285326979830314E-11
2.4352971158002933E-4     -2.268913342520504E-11
2.439575167953321E-4      -2.2524866180039177E-11
2.443853220106349E-4      -2.2360468062805555E-11
2.448131272259377E-4      -2.2195939073504177E-11
