% Model:              PLacek_MembTVNJ_ArticleDims_Rh20um_hg5um_To2MHz_PHedit.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 22 2025, 10:50
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(xi)
2.208795739075688E-5      2.1403004170450944E-11
2.245944263531065E-5      2.1400158147538234E-11
2.283092787986442E-5      2.139722383678723E-11
2.3202413124418192E-5     2.139420123819793E-11
2.3573898368971962E-5     2.1391090351770335E-11
2.3945383613525733E-5     2.1387891177504456E-11
2.4316868858079504E-5     2.1384603715400267E-11
2.4688354102633274E-5     2.1381227965457793E-11
2.5091993018119224E-5     2.1377453048415403E-11
2.549563193360517E-5      2.1373561081025324E-11
2.5899270849091118E-5     2.136955206328755E-11
2.6302909764577068E-5     2.1365425995202093E-11
2.6706548680063018E-5     2.136118287676895E-11
2.7110187595548965E-5     2.135682270798811E-11
2.7513826511034915E-5     2.1352345488859586E-11
2.793795334649159E-5      2.1347508272699798E-11
2.8362080181948263E-5     2.1342529973125074E-11
2.8786207017404936E-5     2.1337410590135405E-11
2.9210333852861612E-5     2.1332150123730793E-11
2.9634460688318288E-5     2.132674857391125E-11
3.005858752377496E-5      2.1321205940676757E-11
3.0482714359231637E-5     2.131552222402733E-11
3.0910519574534446E-5     2.1309640317424515E-11
3.133832478983725E-5      2.1303604866514036E-11
3.176613000514005E-5      2.1297415871295894E-11
3.219393522044286E-5      2.1291073331770082E-11
3.262174043574567E-5      2.1284577247936615E-11
3.304954565104847E-5      2.127792761979547E-11
3.347735086635128E-5      2.127112444734667E-11
3.3905156081654086E-5     2.126416276127834E-11
3.4332961296956895E-5     2.125703937333014E-11
3.47607665122597E-5       2.1249754283502068E-11
3.518857172756251E-5      2.1242307491794123E-11
3.5616376942865314E-5     2.1234698998206316E-11
3.604418215816812E-5      2.122692880273863E-11
3.647198737347093E-5      2.1218996905391073E-11
3.689979258877374E-5      2.1210899293679008E-11
3.732759780407654E-5      2.120263336331205E-11
3.775540301937935E-5      2.1194199114290195E-11
3.818320823468215E-5      2.1185596546613444E-11
3.861101344998497E-5      2.117682566028181E-11
3.903881866528777E-5      2.116788645529527E-11
3.946662388059058E-5      2.115877893165384E-11
3.989442909589339E-5      2.1149499817536324E-11
4.032223431119619E-5      2.1140047042283927E-11
4.075003952649899E-5      2.113042060589664E-11
4.117784474180181E-5      2.1120620508374477E-11
4.160564995710461E-5      2.111064674971744E-11
4.203345517240741E-5      2.1100499329925505E-11
4.246126038771022E-5      2.1090178248998697E-11
4.288906560301303E-5      2.1079680877264385E-11
4.331687081831583E-5      2.1069005596172664E-11
4.374467603361863E-5      2.1058152405723537E-11
4.417248124892144E-5      2.104712130591701E-11
4.460028646422425E-5      2.1035912296753082E-11
4.502809167952706E-5      2.102452537823174E-11
4.545589689482986E-5      2.1012960550353E-11
4.588370211013267E-5      2.100121572310599E-11
4.631150732543547E-5      2.098928968311161E-11
4.673931254073827E-5      2.0977182430369852E-11
4.716711775604109E-5      2.096489396488072E-11
4.759492297134389E-5      2.0952424286644235E-11
4.80227281866467E-5       2.093977339566036E-11
4.845053340194951E-5      2.0926941291929122E-11
4.8878338617252316E-5     2.0913926356833816E-11
4.9306143832555124E-5     2.090072773767659E-11
4.9733949047857926E-5     2.0887345434457444E-11
5.0161754263160735E-5     2.0873779447176377E-11
5.0589559478463544E-5     2.08600297758334E-11
5.1017364693766346E-5     2.0846096420428498E-11
5.1445169909069154E-5     2.0831979380961675E-11
5.187297512437196E-5      2.0817677453503938E-11
5.230078033967478E-5      2.0803190110395293E-11
5.272858555497758E-5      2.0788517351635736E-11
5.315639077028039E-5      2.077365917722526E-11
5.35841959855832E-5       2.0758615587163892E-11
5.4012001200886006E-5     2.0743386581451594E-11
5.4439806416188815E-5     2.0727972160088395E-11
5.4867611631491624E-5     2.0712371488087463E-11
5.529541684679443E-5      2.0696584333185103E-11
5.5723222062097234E-5     2.0680610695381308E-11
5.6151027277400036E-5     2.0664450574676085E-11
5.657883249270284E-5      2.0648103971069434E-11
5.7006637708005654E-5     2.063157088456135E-11
5.7434442923308456E-5     2.0614851315151835E-11
5.786224813861127E-5      2.0597944759403735E-11
5.829005335391407E-5      2.0580851255465063E-11
5.8717858569216875E-5     2.0563570803335798E-11
5.914566378451969E-5      2.054610340301596E-11
5.957346899982249E-5      2.052844905450555E-11
6.00012742151253E-5       2.0510607757804545E-11
6.042907943042811E-5      2.049257951291297E-11
6.085688464573092E-5      2.0474364116967142E-11
6.128468986103373E-5      2.0455961857168473E-11
6.171249507633653E-5      2.0437372733516953E-11
6.214030029163933E-5      2.0418596746012594E-11
6.256810550694215E-5      2.0399633894655396E-11
6.299591072224495E-5      2.0380484179445347E-11
6.342371593754775E-5      2.036114760038246E-11
6.385152115285055E-5      2.034162422914637E-11
6.427932636815337E-5      2.0321914583475346E-11
6.470713158345617E-5      2.0302018663369388E-11
6.513493679875897E-5      2.0281936468828493E-11
6.556274201406177E-5      2.0261667999852674E-11
6.599054722936459E-5      2.0241213256441915E-11
6.641835244466739E-5      2.0220572238596225E-11
6.68461576599702E-5       2.019974527034445E-11
6.727396287527301E-5      2.017873308370192E-11
6.770176809057582E-5      2.0157535678668625E-11
6.812957330587863E-5      2.0136153055244572E-11
6.855737852118144E-5      2.0114585213429768E-11
6.898518373648426E-5      2.0092832153224195E-11
6.941298895178706E-5      2.0070893874627867E-11
6.984079416708987E-5      2.0048770934830665E-11
7.026859938239266E-5      2.002646426567937E-11
7.069640459769546E-5      2.0003973867173982E-11
7.112420981299828E-5      1.9981299739314498E-11
7.15520150283011E-5       1.9958441882100927E-11
7.197982024360388E-5      1.9935400295533252E-11
7.24076254589067E-5       1.9912174979611488E-11
7.283543067420951E-5      1.9888766707882037E-11
7.326323588951232E-5      1.9865176599052002E-11
7.369104110481512E-5      1.9841404653121383E-11
7.411884632011793E-5      1.9817450870090187E-11
7.454665153542074E-5      1.9793315249958414E-11
7.497445675072354E-5      1.9768997792726048E-11
7.540226196602635E-5      1.974449849839311E-11
7.583006718132917E-5      1.971981834196992E-11
7.625787239663197E-5      1.9694958617263238E-11
7.668567761193477E-5      1.9669919324273056E-11
7.711348282723757E-5      1.9644700462999376E-11
7.754128804254038E-5      1.9619302033442218E-11
7.796909325784319E-5      1.959372403560155E-11
7.8396898473146E-5        1.9567966469477396E-11
7.88247036884488E-5       1.9542030498199025E-11
7.925250890375161E-5      1.9515917579923014E-11
7.968031411905441E-5      1.9489627714649372E-11
8.010811933435721E-5      1.9463160902378095E-11
8.053592454966002E-5      1.943651714310919E-11
8.096372976496282E-5      1.9409696436842644E-11
8.139153498026563E-5      1.9382698783578464E-11
8.181934019556845E-5      1.9355525522483913E-11
8.224714541087125E-5      1.932817826619438E-11
8.267495062617405E-5      1.9300657014709858E-11
8.310275584147686E-5      1.927296176803034E-11
8.353056105677967E-5      1.9245092526155844E-11
8.395836627208249E-5      1.9217049289086352E-11
8.438617148738529E-5      1.9188832056821875E-11
8.48139767026881E-5       1.916044233353888E-11
8.52417819179909E-5       1.913188187730659E-11
8.566958713329371E-5      1.9103150688125002E-11
8.609739234859652E-5      1.9074248765994122E-11
8.652519756389932E-5      1.9045176110913956E-11
8.695300277920214E-5      1.901593272288448E-11
8.738080799450494E-5      1.8986518601905718E-11
8.780861320980776E-5      1.8956935407055217E-11
8.823641842511056E-5      1.8927185033647555E-11
8.866422364041336E-5      1.889726748168272E-11
8.909202885571618E-5      1.8867182751160714E-11
8.951983407101899E-5      1.8836930842081555E-11
8.99476392863218E-5       1.880651175444522E-11
9.037544450162461E-5      1.877592548825172E-11
9.080324971692743E-5      1.8745173848259047E-11
9.123105493223023E-5      1.8714258859770932E-11
9.165886014753303E-5      1.8683180522787373E-11
9.208666536283583E-5      1.8651938837308375E-11
9.251447057813863E-5      1.8620533803333946E-11
9.294227579344145E-5      1.8588965420864062E-11
9.337008100874425E-5      1.8557233689898743E-11
9.379788622404705E-5      1.8525340550250035E-11
9.422569143934985E-5      1.849328815661367E-11
9.465349665465267E-5      1.8461076508989648E-11
9.508130186995547E-5      1.8428705607377964E-11
9.550910708525827E-5      1.839617545177863E-11
9.593691230056108E-5      1.836348604219163E-11
9.636471751586388E-5      1.8330637378616977E-11
9.679252273116668E-5      1.8297631545791355E-11
9.72203279464695E-5       1.8264470794102967E-11
9.764813316177228E-5      1.823115512355181E-11
9.80759383770751E-5       1.819768453413788E-11
9.85037435923779E-5       1.816405902586119E-11
9.893154880768072E-5      1.813027859872172E-11
9.935935402298352E-5      1.809634325271949E-11
9.978715923828633E-5      1.8062255167842985E-11
1.0021496445358912E-4     1.8028016723127518E-11
1.0064276966889192E-4     1.799362791857308E-11
1.0107057488419474E-4     1.795908875417967E-11
1.0149838009949755E-4     1.7924399229947303E-11
1.0192618531480036E-4     1.7889559345875963E-11
1.0235399053010316E-4     1.785456910196566E-11
1.0278179574540597E-4     1.7819430811514623E-11
1.0320960096070879E-4     1.7784146942598378E-11
1.0363740617601158E-4     1.7748717495216915E-11
1.0406521139131439E-4     1.7713142469370243E-11
1.0449301660661721E-4     1.767742186505836E-11
1.0492082182192001E-4     1.764155568228126E-11
1.0534862703722283E-4     1.7605543921038952E-11
1.0577643225252563E-4     1.756938899648009E-11
1.0620423746782844E-4     1.7533093474788455E-11
1.0663204268313123E-4     1.7496657355964032E-11
1.0705984789843405E-4     1.7460080640006834E-11
1.0748765311373686E-4     1.7423363326916857E-11
1.0791545832903966E-4     1.7386505416694097E-11
1.0834326354434247E-4     1.734950690933856E-11
1.0877106875964528E-4     1.731237032340996E-11
1.0919887397494808E-4     1.7275098310334686E-11
1.0962667919025089E-4     1.7237690870112738E-11
1.100544844055537E-4      1.7200148002744124E-11
1.104822896208565E-4      1.7162469708228834E-11
1.1091009483615932E-4     1.7124655986566872E-11
1.1133790005146212E-4     1.708670683775824E-11
1.1176570526676494E-4     1.704862486808856E-11
1.1219351048206774E-4     1.701041281924477E-11
1.1262131569737054E-4     1.697207069122686E-11
1.1304912091267334E-4     1.693359848403484E-11
1.1347692612797616E-4     1.6894996197668715E-11
1.1390473134327895E-4     1.6856263832128463E-11
1.1433253655858176E-4     1.6817401387414103E-11
1.1476034177388458E-4     1.6778411565535032E-11
1.1518814698918738E-4     1.673929718030144E-11
1.1561595220449018E-4     1.6700058231713322E-11
1.16043757419793E-4       1.6660694719770677E-11
1.1647156263509581E-4     1.6621206644473513E-11
1.1689936785039863E-4     1.658159400582182E-11
1.1732717306570143E-4     1.6541856803815604E-11
1.1775497828100424E-4     1.6501997819889536E-11
1.1818278349630703E-4     1.6462019942582224E-11
1.1861058871160983E-4     1.6421923171893674E-11
1.1903839392691265E-4     1.6381707507823887E-11
1.1946619914221545E-4     1.6341372950372863E-11
1.1989400435751825E-4     1.6300919499540597E-11
1.2032180957282107E-4     1.6260347155327094E-11
1.2074961478812388E-4     1.6219658777018228E-11
1.2117742000342669E-4     1.6178857320713874E-11
1.2160522521872949E-4     1.613794278641402E-11
1.2203303043403229E-4     1.609691517411868E-11
1.2246083564933512E-4     1.605577448382785E-11
1.2288864086463792E-4     1.6014520715541522E-11
1.2331644607994072E-4     1.5973153869259702E-11
1.2374425129524352E-4     1.593167687646974E-11
1.2417205651054633E-4     1.5890092755662158E-11
1.2459986172584913E-4     1.5848401506836958E-11
1.2502766694115193E-4     1.5806603129994146E-11
1.2545547215645473E-4     1.576469762513372E-11
1.2588327737175756E-4     1.5722684992255668E-11
1.2631108258706036E-4     1.5680565231360008E-11
1.267388878023632E-4      1.5638341340682807E-11
1.2716669301766597E-4     1.5596016396300503E-11
1.2759449823296877E-4     1.555359039821309E-11
1.280223034482716E-4      1.551106334642057E-11
1.284501086635744E-4      1.5468435240922952E-11
1.288779138788772E-4      1.542570608172022E-11
1.2930571909418E-4        1.5382875868812388E-11
1.297335243094828E-4      1.5339947662082E-11
1.301613295247856E-4      1.5296924590644332E-11
1.305891347400884E-4      1.525380665449939E-11
1.310169399553912E-4      1.521059385364717E-11
1.3144474517069401E-4     1.5167286188087683E-11
1.3187255038599684E-4     1.512388365782091E-11
1.3230035560129964E-4     1.508038626284687E-11
1.3272816081660245E-4     1.5036797121527408E-11
1.3315596603190525E-4     1.4993119407741447E-11
1.3358377124720805E-4     1.4949353121488985E-11
1.3401157646251088E-4     1.490549826277002E-11
1.3443938167781368E-4     1.486155483158456E-11
1.3486718689311648E-4     1.4817522827932595E-11
1.3529499210841929E-4     1.4773402251814132E-11
1.357227973237221E-4      1.472919626821977E-11
1.361506025390249E-4      1.4684908099190353E-11
1.365784077543277E-4      1.4640537744725883E-11
1.370062129696305E-4      1.4596085204826346E-11
1.374340181849333E-4      1.455155047949176E-11
1.378618234002361E-4      1.4506933568722114E-11
1.382896286155389E-4      1.4462234472517414E-11
1.387174338308417E-4      1.4417456409084051E-11
1.391452390461445E-4      1.4372602631651888E-11
1.395730442614473E-4      1.4327673140220917E-11
1.4000084947675013E-4     1.4282667934791144E-11
1.4042865469205294E-4     1.423758701536257E-11
1.4085645990735574E-4     1.419243038193519E-11
1.4128426512265854E-4     1.4147198034509008E-11
1.4171207033796137E-4     1.4101893226527271E-11
1.4213987555326417E-4     1.4056519249837273E-11
1.4256768076856697E-4     1.401107610443901E-11
1.4299548598386977E-4     1.3965563790332484E-11
1.4342329119917258E-4     1.3919982307517698E-11
1.4385109641447538E-4     1.3874331655994647E-11
1.442789016297782E-4      1.3828611835763335E-11
1.44706706845081E-4       1.378282614125364E-11
1.451345120603838E-4      1.3736977890269071E-11
1.4556231727568659E-4     1.3691067082809627E-11
1.4599012249098941E-4     1.3645093718875306E-11
1.4641792770629222E-4     1.359905779846611E-11
1.46845732921595E-4       1.3552959321582037E-11
1.4727353813689782E-4     1.350679828822309E-11
1.4770134335220065E-4     1.3460578024055878E-11
1.4812914856750345E-4     1.3414301872013716E-11
1.4855695378280625E-4     1.3367969832096613E-11
1.4898475899810905E-4     1.3321581904304562E-11
1.4941256421341186E-4     1.3275138088637567E-11
1.4984036942871466E-4     1.3228638385095622E-11
1.502681746440175E-4      1.3182082793678735E-11
1.5069597985932032E-4     1.3135474667934484E-11
1.511237850746231E-4      1.30888173714274E-11
1.515515902899259E-4      1.3042110904157487E-11
1.5197939550522872E-4     1.2995355266124742E-11
1.5240720072053152E-4     1.2948550457329166E-11
1.5283500593583433E-4     1.2901696477770754E-11
1.5326281115113713E-4     1.2854793327449513E-11
1.5369061636643996E-4     1.2807844383555168E-11
1.5411842158174273E-4     1.276085302601376E-11
1.5454622679704553E-4     1.2713819254825287E-11
1.5497403201234834E-4     1.266674306998975E-11
1.5540183722765116E-4     1.261962447150715E-11
1.5582964244295397E-4     1.2572463459377484E-11
1.5625744765825677E-4     1.2525260033600755E-11
1.566852528735596E-4      1.2478017591332851E-11
1.571130580888624E-4      1.2430739523382528E-11
1.5754086330416517E-4     1.2383425829749788E-11
1.57968668519468E-4       1.2336076510434631E-11
1.583964737347708E-4      1.2288691565437057E-11
1.588242789500736E-4      1.2241270994757064E-11
1.592520841653764E-4      1.2193814798394655E-11
1.596798893806792E-4      1.214632638790618E-11
1.60107694595982E-4       1.2098809161562196E-11
1.6053549981128481E-4     1.20512631193627E-11
1.6096330502658764E-4     1.2003688261307693E-11
1.6139111024189047E-4     1.195608458739718E-11
1.6181891545719325E-4     1.1908452097631151E-11
1.6224672067249608E-4     1.1860790792009612E-11
1.6267452588779888E-4     1.1813104092636513E-11
1.6310233110310168E-4     1.1765395400598151E-11
1.6353013631840448E-4     1.1717664715894526E-11
1.6395794153370728E-4     1.166991203852564E-11
1.6438574674901009E-4     1.1622137368491492E-11
1.6481355196431292E-4     1.157434070579208E-11
1.6524135717961572E-4     1.1526522050427405E-11
1.6566916239491852E-4     1.1478684830596948E-11
1.6609696761022132E-4     1.1430832445926604E-11
1.665247728255241E-4      1.1382964896416373E-11
1.6695257804082692E-4     1.1335082182066255E-11
1.6738038325612973E-4     1.1287184302876256E-11
1.6780818847143253E-4     1.1239271258846363E-11
1.6823599368673533E-4     1.1191343049976587E-11
1.6866379890203816E-4     1.1143403106205006E-11
1.6909160411734093E-4     1.1095454821475073E-11
1.6951940933264374E-4     1.1047498195786783E-11
1.6994721454794657E-4     1.0999533229140144E-11
1.7037501976324937E-4     1.0951559921535155E-11
1.7080282497855217E-4     1.0903578272971807E-11
1.7123063019385497E-4     1.0855588283450111E-11
1.716584354091578E-4      1.0807593380362485E-11
1.7208624062446057E-4     1.0759596947777936E-11
1.7251404583976338E-4     1.0711598985696464E-11
1.7294185105506618E-4     1.0663599494118066E-11
1.73369656270369E-4       1.0615598473042748E-11
1.737974614856718E-4      1.0567595922470506E-11
1.742252667009746E-4      1.051959184240134E-11
1.7465307191627744E-4     1.0471589653445251E-11
1.7508087713158024E-4     1.0423592725623508E-11
1.7550868234688304E-4     1.0375601058936109E-11
1.7593648756218587E-4     1.0327614653383055E-11
1.7636429277748868E-4     1.027963350896435E-11
1.767920979927915E-4      1.023165762567998E-11
1.772199032080943E-4      1.0183687003529962E-11
1.776477084233971E-4      1.0135725052134119E-11
1.780755136386999E-4      1.0087775123307325E-11
1.785033188540027E-4      1.003983721704958E-11
1.7893112406930551E-4     9.991911333360885E-12
1.793589292846083E-4      9.94399747224124E-12
1.7978673449991112E-4     9.89609563369064E-12
1.802145397152139E-4      9.848205817709094E-12
1.806423449305167E-4      9.800331418739043E-12
1.810701501458195E-4      9.752475766243623E-12
1.8149795536112233E-4     9.704638860222835E-12
1.8192576057642513E-4     9.656820700676676E-12
1.8235356579172793E-4     9.609021287605153E-12
1.8278137100703073E-4     9.561240621008258E-12
1.8320917622233353E-4     9.513478700885992E-12
1.8363698143763634E-4     9.465738902332458E-12
1.8406478665293914E-4     9.418024528326732E-12
1.8449259186824194E-4     9.370335578868809E-12
1.8492039708354474E-4     9.322672053958692E-12
1.8534820229884757E-4     9.275033953596383E-12
1.8577600751415034E-4     9.227421277781876E-12
1.8620381272945317E-4     9.179834026515178E-12
1.86631617944756E-4       9.132275551385967E-12
1.870594231600588E-4      9.084749124769632E-12
1.874872283753616E-4      9.037254746666167E-12
1.879150335906644E-4      8.98979241707558E-12
1.8834283880596726E-4     8.942362135997871E-12
1.8877064402127007E-4     8.894963903433033E-12
1.8919844923657287E-4     8.84759771938107E-12
1.8962625445187567E-4     8.800266907784894E-12
1.9005405966717847E-4     8.752974706308278E-12
1.9048186488248125E-4     8.705721114951225E-12
1.9090967009778408E-4     8.658506133713732E-12
1.9133747531308685E-4     8.611329762595804E-12
1.9176528052838965E-4     8.564192001597435E-12
1.9219308574369245E-4     8.517092850718628E-12
1.9262089095899528E-4     8.470035602126585E-12
1.9304869617429806E-4     8.423023454675802E-12
1.9347650138960086E-4     8.376056408366275E-12
1.939043066049037E-4      8.329134463198006E-12
1.943321118202065E-4      8.282257619171E-12
1.947599170355093E-4      8.23542587628525E-12
1.951877222508121E-4      8.18863923454076E-12
1.9561552746611492E-4     8.141900950212035E-12
1.960433326814177E-4      8.095214179255855E-12
1.964711378967205E-4      8.048578921672212E-12
1.968989431120233E-4      8.00199517746111E-12
1.973267483273261E-4      7.955462946622551E-12
1.9775455354262893E-4     7.908982229156532E-12
1.9818235875793174E-4     7.862553025063055E-12
1.9861016397323456E-4     7.81617855061778E-12
1.9903796918853734E-4     7.769861914799696E-12
1.9946577440384014E-4     7.723603117608805E-12
1.9989357961914297E-4     7.677402159045106E-12
2.0032138483444577E-4     7.631259039108604E-12
2.0074919004974857E-4     7.585173757799288E-12
2.0117699526505138E-4     7.539146315117169E-12
2.0160480048035418E-4     7.493179883242227E-12
2.02032605695657E-4       7.447277520102976E-12
2.024604109109598E-4      7.401439225699411E-12
2.0288821612626264E-4     7.355665000031536E-12
2.0331602134156544E-4     7.309954843099352E-12
2.0374382655686824E-4     7.264308754902852E-12
2.0417163177217107E-4     7.218726735442043E-12
2.0459943698747387E-4     7.173211908713314E-12
2.0502724220277665E-4     7.127767277528216E-12
2.0545504741807945E-4     7.082392841886744E-12
2.0588285263338225E-4     7.037088601788903E-12
2.0631065784868508E-4     6.9918545572346914E-12
2.0673846306398786E-4     6.946690708224106E-12
2.0716626827929066E-4     6.901597054757152E-12
2.0759407349459349E-4     6.856576668566167E-12
2.080218787098963E-4      6.811632493285013E-12
2.084496839251991E-4      6.766764528913691E-12
2.0887748914050192E-4     6.7219727754521975E-12
2.0930529435580472E-4     6.677257232900539E-12
2.0973309957110755E-4     6.6326179012587084E-12
2.1016090478641035E-4     6.58805478052671E-12
2.1058871000171318E-4     6.543570886099229E-12
2.1101651521701598E-4     6.4991690983769856E-12
2.1144432043231876E-4     6.45484941735998E-12
2.118721256476216E-4      6.410611843048213E-12
2.1229993086292436E-4     6.366456375441686E-12
2.127277360782272E-4      6.322383014540394E-12
2.1315554129353E-4        6.278391760344342E-12
2.1358334650883282E-4     6.234485567842673E-12
2.140111517241356E-4      6.190667250152376E-12
2.144389569394384E-4      6.146936807273446E-12
2.1486676215474123E-4     6.103294239205888E-12
2.1529456737004406E-4     6.0597395459497016E-12
2.1572237258534683E-4     6.016272727504884E-12
2.1615017780064966E-4     5.972893783871436E-12
2.1657798301595246E-4     5.929605605570952E-12
2.1700578823125526E-4     5.886410934390117E-12
2.1743359344655804E-4     5.84330977032893E-12
2.1786139866186087E-4     5.800302113387393E-12
2.1828920387716367E-4     5.757387963565507E-12
2.1871700909246647E-4     5.714567320863267E-12
2.1914481430776927E-4     5.671840185280678E-12
2.1957261952307208E-4     5.629209378814579E-12
2.2000042473837488E-4     5.586677567878835E-12
2.2042822995367768E-4     5.5442447524734434E-12
2.2085603516898048E-4     5.501910932598408E-12
2.212838403842833E-4      5.459676108253727E-12
2.2171164559958608E-4     5.417540279439398E-12
2.2213945081488891E-4     5.375503446155424E-12
2.2256725603019174E-4     5.333568357821435E-12
2.2299506124549454E-4     5.291737601439762E-12
2.2342286646079735E-4     5.2500111770104056E-12
2.2385067167610018E-4     5.208389084533367E-12
2.24278476891403E-4       5.166871324008646E-12
2.247062821067058E-4      5.12545789543624E-12
2.251340873220086E-4      5.084148798816152E-12
2.2556189253731144E-4     5.042946706942113E-12
2.259896977526142E-4      5.001854123370193E-12
2.2641750296791701E-4     4.960871048100393E-12
2.2684530818321982E-4     4.919997481132713E-12
2.2727311339852262E-4     4.879233422467155E-12
2.2770091861382545E-4     4.8385788721037134E-12
2.2812872382912825E-4     4.798033830042393E-12
2.2855652904443108E-4     4.7576008884069615E-12
2.2898433425973385E-4     4.71728246327544E-12
2.2941213947503665E-4     4.677078554647829E-12
2.2983994469033948E-4     4.636989162524128E-12
2.3026774990564229E-4     4.597014286904339E-12
2.306955551209451E-4      4.557153927788459E-12
2.311233603362479E-4      4.517408085176489E-12
2.3155116555155072E-4     4.4777792664818285E-12
2.319789707668535E-4      4.438269796276687E-12
2.324067759821563E-4      4.398879674561063E-12
2.328345811974591E-4      4.359608901334958E-12
2.3326238641276193E-4     4.3204574765983715E-12
2.336901916280647E-4      4.281425400351302E-12
2.3411799684336753E-4     4.242512672593752E-12
2.3454580205867033E-4     4.2037217119919115E-12
2.3497360727397316E-4     4.165054747588105E-12
2.354014124892759E-4      4.126511779382331E-12
2.3582921770457876E-4     4.088092807374591E-12
2.3625702291988157E-4     4.049797831564885E-12
2.3668482813518437E-4     4.011626851953212E-12
2.3711263335048717E-4     3.973579868539573E-12
2.3754043856578997E-4     3.935659207210394E-12
2.3796824378109277E-4     3.897866997457948E-12
2.3839604899639558E-4     3.8602032392822324E-12
2.3882385421169838E-4     3.8226679326832485E-12
2.3925165942700118E-4     3.785261077660998E-12
2.39679464642304E-4       3.747982674215478E-12
2.401072698576068E-4      3.71083272234669E-12
2.4053507507290964E-4     3.673813451132287E-12
2.4096288028821244E-4     3.636926886499421E-12
2.4139068550351524E-4     3.600173028448091E-12
2.4181849071881805E-4     3.563551876978299E-12
2.4224629593412085E-4     3.527063432090044E-12
2.426741011494237E-4      3.4907076937833246E-12
2.431019063647265E-4      3.4544846620581433E-12
2.4352971158002933E-4     3.4183964651590537E-12
2.439575167953321E-4      3.3824450214385855E-12
2.443853220106349E-4      3.3466303308967412E-12
2.448131272259377E-4      3.310952393533519E-12
2.452409324412405E-4      3.275411209348921E-12
2.456687376565433E-4      3.2400067783429444E-12
2.460965428718461E-4      3.204739100515591E-12
2.46524348087149E-4       3.169610199259051E-12
2.469521533024517E-4      3.1346218813480026E-12
2.473799585177545E-4      3.0997741467824453E-12
2.478077637330573E-4      3.06506699556238E-12
2.482355689483602E-4      3.030500427687807E-12
2.48663374163663E-4       2.9960744431587243E-12
2.490911793789658E-4      2.9617890419751334E-12
2.495189845942686E-4      2.9276461386644148E-12
2.499467898095714E-4      2.8936474244258143E-12
2.503745950248742E-4      2.859792899259332E-12
2.50802400240177E-4       2.8260825631649683E-12
2.5123020545547985E-4     2.792516416142723E-12
2.5165801067078265E-4     2.7590944581925958E-12
